Target Rank	Target Score	miRNA Name
79	89	hsa-miR-23c
80	89	hsa-miR-23b-3p
81	89	hsa-miR-23a-3p
82	89	hsa-miR-548as-3p
83	89	hsa-miR-4504
84	88	hsa-miR-4803
85	88	hsa-miR-5010-3p
86	88	hsa-miR-5585-3p
87	88	hsa-miR-487b-3p
88	88	hsa-miR-569
89	88	hsa-miR-6790-5p
90	88	hsa-miR-4658
91	88	hsa-miR-4282
92	88	hsa-miR-1305
93	88	hsa-miR-421
94	88	hsa-miR-382-5p
95	88	hsa-miR-450b-5p
96	87	hsa-miR-29b-1-5p
97	87	hsa-miR-646
98	87	hsa-miR-7112-3p
99	87	hsa-miR-6835-3p
100	87	hsa-miR-107
101	87	hsa-miR-103a-3p
102	87	hsa-miR-655-3p
103	87	hsa-miR-374c-5p
104	87	hsa-miR-3681-3p
105	87	hsa-miR-519c-3p
106	87	hsa-miR-519b-3p
107	87	hsa-miR-519a-3p
108	87	hsa-miR-4311
109	87	hsa-miR-7849-3p
110	87	hsa-miR-3680-3p
111	87	hsa-miR-3065-3p
112	87	hsa-miR-4709-5p
113	87	hsa-miR-3182
114	86	hsa-miR-4310
115	86	hsa-miR-6773-3p
116	86	hsa-miR-4719
117	86	hsa-miR-4422
118	86	hsa-miR-130a-3p
119	86	hsa-miR-503-5p
120	86	hsa-miR-498-3p
121	86	hsa-miR-224-5p
122	86	hsa-miR-891b
123	85	hsa-miR-7853-5p
124	85	hsa-miR-105-5p
125	85	hsa-miR-298
126	85	hsa-miR-216a-3p
127	85	hsa-miR-128-3p
128	85	hsa-miR-4480
129	85	hsa-miR-4789-3p
130	85	hsa-miR-3692-3p
131	85	hsa-miR-3606-3p
132	85	hsa-miR-4801
133	85	hsa-miR-150-3p
134	85	hsa-miR-6844
135	85	hsa-miR-6853-3p
136	85	hsa-miR-603
137	84	hsa-miR-4698
138	84	hsa-miR-4775
139	84	hsa-miR-4731-3p
140	84	hsa-miR-4530
141	84	hsa-miR-362-3p
142	84	hsa-miR-329-3p
143	84	hsa-miR-590-3p
144	84	hsa-miR-580-3p
145	83	hsa-miR-335-3p
146	83	hsa-miR-3666
147	83	hsa-miR-3133
148	83	hsa-miR-4288
149	83	hsa-miR-4666a-3p
150	83	hsa-miR-513c-3p
151	83	hsa-miR-513a-3p
152	82	hsa-miR-10523-5p
153	82	hsa-miR-3140-3p
154	82	hsa-miR-182-3p
155	82	hsa-miR-4317
156	82	hsa-miR-767-5p
157	82	hsa-miR-4482-3p
158	82	hsa-miR-624-5p
159	82	hsa-miR-302d-5p
160	82	hsa-miR-302b-5p
161	82	hsa-miR-876-5p
162	82	hsa-miR-454-3p
163	82	hsa-miR-4464
164	82	hsa-miR-3167
165	81	hsa-miR-4295
166	81	hsa-miR-301b-3p
167	81	hsa-miR-301a-3p
168	81	hsa-miR-130b-3p
169	81	hsa-miR-95-5p
170	81	hsa-miR-4748
171	81	hsa-miR-708-3p
172	81	hsa-miR-494-3p
173	81	hsa-miR-3942-5p
174	81	hsa-miR-466
175	81	hsa-miR-4703-5p
176	80	hsa-miR-429
177	80	hsa-miR-200c-3p
178	80	hsa-miR-200b-3p
179	80	hsa-miR-302e
180	80	hsa-miR-4691-5p
181	80	hsa-miR-513b-5p
182	80	hsa-miR-522-3p
183	80	hsa-miR-224-3p
184	80	hsa-miR-5582-3p
185	80	hsa-miR-1206
186	80	hsa-miR-4776-3p
187	80	hsa-miR-4528
188	80	hsa-miR-9898
189	79	hsa-miR-4272
190	79	hsa-miR-5685
191	79	hsa-miR-4690-3p
192	79	hsa-miR-4307
193	79	hsa-miR-12120
194	79	hsa-miR-4478
195	79	hsa-miR-3658
196	79	hsa-miR-153-3p
197	79	hsa-miR-3919
198	79	hsa-miR-2054
199	79	hsa-miR-1250-3p
200	79	hsa-let-7c-3p
201	78	hsa-miR-6079
202	78	hsa-miR-4711-3p
203	78	hsa-miR-6776-3p
204	78	hsa-miR-634
205	78	hsa-miR-3187-3p
206	78	hsa-miR-6792-3p
207	78	hsa-miR-1263
208	78	hsa-miR-4639-5p
209	78	hsa-miR-3617-3p
210	78	hsa-miR-219b-3p
211	78	hsa-miR-7159-3p
212	78	hsa-miR-527
213	78	hsa-miR-518a-5p
214	78	hsa-miR-1264
215	78	hsa-miR-33b-5p
216	78	hsa-miR-33a-5p
217	78	hsa-miR-6864-3p
218	78	hsa-miR-3672
219	78	hsa-miR-551b-5p
220	78	hsa-miR-6505-5p
221	78	hsa-miR-4328
222	78	hsa-miR-6716-5p
223	78	hsa-miR-4796-3p
224	77	hsa-miR-548j-3p
225	77	hsa-miR-548aq-3p
226	77	hsa-miR-548ae-3p
227	77	hsa-miR-548x-3p
228	77	hsa-miR-548aj-3p
229	77	hsa-miR-3611
230	77	hsa-miR-520f-5p
231	77	hsa-miR-12122
232	77	hsa-miR-141-3p
233	76	hsa-miR-485-3p
234	76	hsa-miR-6740-3p
235	76	hsa-miR-3148
236	76	hsa-miR-539-3p
237	76	hsa-miR-125b-2-3p
238	76	hsa-miR-514b-3p
239	76	hsa-miR-514a-3p
240	76	hsa-miR-758-3p
241	76	hsa-miR-4743-3p
242	76	hsa-miR-4778-3p
243	76	hsa-miR-5047
244	76	hsa-miR-1301-3p
245	75	hsa-miR-3152-3p
246	75	hsa-miR-4650-3p
247	75	hsa-miR-200a-3p
248	75	hsa-miR-548am-3p
249	75	hsa-miR-548ah-3p
250	75	hsa-miR-374a-5p
251	75	hsa-miR-548ah-5p
252	75	hsa-miR-3609
253	75	hsa-miR-1911-3p
254	75	hsa-miR-4477a
255	75	hsa-miR-4677-5p
256	75	hsa-miR-660-5p
257	75	hsa-miR-4733-3p
258	74	hsa-miR-524-5p
259	74	hsa-miR-509-3p
260	74	hsa-miR-628-3p
261	74	hsa-miR-3912-3p
262	74	hsa-miR-100-3p
263	74	hsa-miR-4643
264	74	hsa-miR-4511
265	74	hsa-miR-448
266	74	hsa-miR-7157-5p
267	74	hsa-miR-6499-3p
268	74	hsa-miR-3646
269	74	hsa-miR-1255b-2-3p
270	73	hsa-miR-4255
271	73	hsa-miR-5687
272	73	hsa-miR-4682
273	73	hsa-miR-4522
274	73	hsa-miR-548at-3p
275	73	hsa-miR-4671-3p
276	73	hsa-let-7b-3p
277	73	hsa-miR-766-3p
278	73	hsa-miR-1246
279	73	hsa-miR-181d-5p
280	73	hsa-miR-181c-5p
281	73	hsa-miR-181b-5p
282	73	hsa-miR-181a-5p
283	73	hsa-miR-616-5p
284	73	hsa-miR-373-5p
285	73	hsa-miR-371b-5p
286	73	hsa-miR-367-5p
287	73	hsa-miR-2276-3p
288	72	hsa-miR-4312
289	72	hsa-miR-607
290	72	hsa-miR-4738-3p
291	72	hsa-miR-106a-3p
292	72	hsa-miR-9985
293	72	hsa-miR-27b-3p
294	72	hsa-miR-27a-3p
295	72	hsa-miR-548u
296	72	hsa-miR-192-3p
297	72	hsa-miR-3908
298	72	hsa-miR-3163
299	72	hsa-miR-5590-5p
300	72	hsa-miR-520d-5p
301	72	hsa-miR-5087
302	72	hsa-miR-578
303	72	hsa-miR-548ay-3p
304	72	hsa-miR-3928-3p
305	72	hsa-miR-6809-5p
306	71	hsa-miR-487a-3p
307	71	hsa-miR-154-3p
308	71	hsa-miR-7161-5p
309	71	hsa-miR-181c-3p
310	71	hsa-miR-4798-3p
311	71	hsa-miR-5693
312	71	hsa-miR-649
313	71	hsa-miR-770-5p
314	71	hsa-miR-3942-3p
315	71	hsa-miR-205-3p
316	71	hsa-miR-520h
317	71	hsa-miR-520g-3p
318	71	hsa-miR-1276
319	71	hsa-miR-208a-5p
320	71	hsa-miR-4762-3p
321	71	hsa-miR-5682
322	71	hsa-miR-548y
323	71	hsa-miR-548w
324	71	hsa-miR-548o-5p
325	71	hsa-miR-548j-5p
326	71	hsa-miR-548i
327	71	hsa-miR-548h-5p
328	71	hsa-miR-548d-5p
329	71	hsa-miR-548c-5p
330	71	hsa-miR-548bb-5p
331	71	hsa-miR-548b-5p
332	71	hsa-miR-548ay-5p
333	71	hsa-miR-548au-5p
334	71	hsa-miR-548as-5p
335	71	hsa-miR-548ar-5p
336	71	hsa-miR-548aq-5p
337	71	hsa-miR-548ap-5p
338	71	hsa-miR-548am-5p
339	71	hsa-miR-548ak
340	71	hsa-miR-548ae-5p
341	71	hsa-miR-548ad-5p
342	71	hsa-miR-548ab
343	71	hsa-miR-548a-5p
344	71	hsa-miR-544a
345	71	hsa-miR-4772-3p
346	71	hsa-miR-548b-3p
347	71	hsa-miR-208b-5p
348	70	hsa-miR-4519
349	70	hsa-miR-627-3p
350	70	hsa-miR-4711-5p
351	70	hsa-miR-507
352	70	hsa-miR-3662
353	70	hsa-miR-4786-3p
354	70	hsa-miR-511-5p
355	70	hsa-miR-3913-3p
356	70	hsa-miR-182-5p
357	70	hsa-miR-6755-3p
358	70	hsa-miR-559
359	70	hsa-miR-218-2-3p
360	70	hsa-miR-98-3p
361	70	hsa-let-7f-1-3p
362	70	hsa-let-7a-3p
363	70	hsa-miR-142-3p
364	70	hsa-miR-20a-5p
365	70	hsa-miR-106b-5p
366	70	hsa-miR-3177-5p
367	70	hsa-miR-34c-3p
368	70	hsa-miR-922
369	69	hsa-miR-497-3p
370	69	hsa-miR-3663-3p
371	69	hsa-miR-589-5p
372	69	hsa-miR-4490
373	69	hsa-miR-557
374	69	hsa-miR-4657
375	69	hsa-miR-4491
376	69	hsa-miR-3145-5p
377	69	hsa-miR-1207-3p
378	69	hsa-miR-5197-5p
379	68	hsa-miR-3613-3p
380	68	hsa-miR-4712-5p
381	68	hsa-miR-513b-3p
382	68	hsa-miR-3659
383	68	hsa-miR-4670-3p
384	68	hsa-miR-183-5p
385	68	hsa-miR-374b-5p
386	68	hsa-miR-12125
387	68	hsa-miR-4326
388	68	hsa-miR-802
389	68	hsa-miR-4639-3p
390	68	hsa-miR-151a-3p
391	68	hsa-miR-12136
392	67	hsa-miR-374b-3p
393	67	hsa-miR-1244
394	67	hsa-miR-1912-5p
395	67	hsa-miR-30e-5p
396	67	hsa-miR-30d-5p
397	67	hsa-miR-30c-5p
398	67	hsa-miR-30b-5p
399	67	hsa-miR-30a-5p
400	67	hsa-miR-3929
401	67	hsa-miR-6792-5p
402	67	hsa-miR-325
403	67	hsa-miR-372-3p
404	67	hsa-miR-101-3p
405	67	hsa-miR-302d-3p
406	67	hsa-miR-302c-3p
407	67	hsa-miR-302b-3p
408	67	hsa-miR-302a-3p
409	67	hsa-miR-548g-3p
410	67	hsa-miR-6073
411	67	hsa-miR-12117
412	67	hsa-miR-4257
413	67	hsa-miR-4264
414	67	hsa-miR-203a-5p
415	66	hsa-miR-6889-3p
416	66	hsa-miR-5700
417	66	hsa-miR-7156-3p
418	66	hsa-miR-5580-3p
419	66	hsa-miR-20b-5p
420	66	hsa-miR-656-3p
421	66	hsa-miR-654-3p
422	66	hsa-miR-329-5p
423	66	hsa-miR-545-5p
424	66	hsa-miR-449b-3p
425	66	hsa-miR-4463
426	66	hsa-miR-4705
427	66	hsa-miR-369-3p
428	66	hsa-miR-5586-5p
429	66	hsa-miR-3613-5p
430	66	hsa-miR-203b-3p
431	66	hsa-miR-888-3p
432	66	hsa-miR-4435
433	66	hsa-miR-4764-3p
434	66	hsa-miR-7151-5p
435	66	hsa-miR-12115
436	66	hsa-miR-5589-3p
437	66	hsa-miR-10b-5p
438	66	hsa-miR-10a-5p
439	66	hsa-miR-653-5p
440	66	hsa-miR-6858-3p
441	65	hsa-miR-4701-5p
442	65	hsa-miR-501-5p
443	65	hsa-miR-5196-3p
444	65	hsa-miR-3682-3p
445	65	hsa-miR-4659b-5p
446	65	hsa-miR-597-3p
447	65	hsa-miR-152-5p
448	65	hsa-miR-499b-3p
449	65	hsa-miR-499a-3p
450	65	hsa-miR-520e-3p
451	65	hsa-miR-520d-3p
452	65	hsa-miR-520c-3p
453	65	hsa-miR-520b-3p
454	65	hsa-miR-520a-3p
455	65	hsa-miR-373-3p
456	65	hsa-miR-6529-3p
457	65	hsa-miR-622
458	65	hsa-miR-3665
459	65	hsa-miR-376c-3p
460	65	hsa-miR-5003-3p
461	65	hsa-miR-4275
462	64	hsa-miR-8054
463	64	hsa-miR-338-5p
464	64	hsa-miR-6504-3p
465	64	hsa-miR-376b-3p
466	64	hsa-miR-376a-3p
467	64	hsa-miR-548k
468	64	hsa-miR-548av-5p
469	64	hsa-miR-93-5p
470	64	hsa-miR-519d-3p
471	64	hsa-miR-17-5p
472	64	hsa-miR-106a-5p
473	64	hsa-miR-197-3p
474	64	hsa-miR-3686
475	64	hsa-miR-576-5p
476	64	hsa-miR-625-3p
477	64	hsa-miR-616-3p
478	64	hsa-miR-383-3p
479	64	hsa-miR-526b-3p
480	63	hsa-miR-632
481	63	hsa-miR-4694-5p
482	63	hsa-miR-3157-5p
483	63	hsa-miR-561-3p
484	63	hsa-miR-19b-3p
485	63	hsa-miR-19a-3p
486	63	hsa-miR-494-5p
487	63	hsa-miR-410-5p
488	63	hsa-miR-323b-5p
489	63	hsa-miR-4433b-3p
490	63	hsa-miR-944
491	63	hsa-miR-4773
492	63	hsa-miR-3619-5p
493	63	hsa-miR-641
494	63	hsa-miR-3617-5p
495	63	hsa-miR-3156-5p
496	63	hsa-miR-4325
497	63	hsa-miR-3121-5p
498	63	hsa-miR-4503
499	63	hsa-miR-8084
500	62	hsa-miR-4786-5p
501	62	hsa-miR-302f
502	62	hsa-miR-3194-3p
503	62	hsa-miR-586
504	62	hsa-miR-6871-3p
505	62	hsa-miR-10399-5p
506	62	hsa-miR-509-5p
507	62	hsa-miR-509-3-5p
508	62	hsa-miR-4659a-5p
509	62	hsa-miR-6875-3p
510	62	hsa-miR-4999-3p
511	62	hsa-miR-4418
512	62	hsa-miR-510-5p
513	62	hsa-miR-576-3p
514	62	hsa-miR-449c-3p
515	62	hsa-miR-3074-3p
516	62	hsa-miR-452-3p
517	62	hsa-miR-140-3p
518	62	hsa-miR-4452
519	62	hsa-miR-10524-5p
520	61	hsa-miR-190b-3p
521	61	hsa-miR-6811-5p
522	61	hsa-miR-6511b-5p
523	61	hsa-miR-6500-3p
524	61	hsa-miR-664b-3p
525	61	hsa-miR-579-3p
526	61	hsa-miR-4668-3p
527	61	hsa-miR-218-1-3p
528	61	hsa-miR-6813-3p
529	61	hsa-miR-2355-3p
530	61	hsa-miR-3622b-3p
531	61	hsa-miR-3622a-3p
532	61	hsa-miR-10401-3p
533	60	hsa-miR-3184-3p
534	60	hsa-miR-17-3p
535	60	hsa-miR-4797-5p
536	60	hsa-miR-2113
537	60	hsa-miR-6760-5p
538	60	hsa-miR-4661-5p
539	60	hsa-miR-196a-3p
540	60	hsa-miR-4506
541	60	hsa-miR-6879-3p
542	60	hsa-miR-888-5p
543	60	hsa-miR-372-5p
544	60	hsa-miR-1914-5p
545	60	hsa-miR-3923
546	59	hsa-miR-374a-3p
547	59	hsa-miR-548m
548	59	hsa-miR-5591-3p
549	59	hsa-miR-4774-5p
550	59	hsa-miR-9851-3p
551	59	hsa-miR-6739-3p
552	59	hsa-miR-3064-3p
553	59	hsa-miR-633
554	59	hsa-miR-3614-5p
555	59	hsa-miR-4421
556	59	hsa-miR-1251-3p
557	59	hsa-miR-6831-5p
558	59	hsa-miR-122b-5p
559	59	hsa-miR-592
560	59	hsa-miR-4499
561	58	hsa-miR-11399
562	58	hsa-miR-6502-5p
563	58	hsa-miR-5699-3p
564	58	hsa-miR-486-5p
565	58	hsa-miR-6754-3p
566	58	hsa-miR-8066
567	58	hsa-miR-500a-5p
568	58	hsa-miR-3978
569	58	hsa-miR-568
570	58	hsa-miR-549a-3p
571	58	hsa-miR-3927-3p
572	58	hsa-miR-4802-3p
573	58	hsa-miR-135b-3p
574	58	hsa-miR-135a-2-3p
575	58	hsa-miR-597-5p
576	58	hsa-miR-3158-3p
577	58	hsa-miR-7702
578	58	hsa-miR-5008-3p
579	58	hsa-miR-424-3p
580	57	hsa-miR-4274
581	57	hsa-miR-577
582	57	hsa-miR-5680
583	57	hsa-miR-2115-5p
584	57	hsa-miR-552-5p
585	57	hsa-miR-508-5p
586	57	hsa-miR-6817-5p
587	57	hsa-miR-4769-3p
588	57	hsa-miR-4451
589	57	hsa-let-7g-3p
590	57	hsa-let-7a-2-3p
591	57	hsa-miR-5689
592	57	hsa-miR-8068
593	57	hsa-miR-411-3p
594	57	hsa-miR-379-3p
595	57	hsa-miR-4796-5p
596	57	hsa-miR-489-3p
597	57	hsa-miR-4756-3p
598	57	hsa-miR-3200-3p
599	57	hsa-miR-346
600	57	hsa-miR-510-3p
601	57	hsa-miR-203b-5p
602	56	hsa-miR-6516-5p
603	56	hsa-miR-583
604	56	hsa-miR-5692c
605	56	hsa-miR-5692b
606	56	hsa-miR-1286
607	56	hsa-miR-562
608	56	hsa-miR-219a-2-3p
609	56	hsa-miR-9902
610	56	hsa-miR-4757-3p
611	56	hsa-miR-6509-3p
612	56	hsa-miR-615-5p
613	56	hsa-miR-761
614	56	hsa-miR-214-3p
615	56	hsa-miR-4762-5p
616	56	hsa-miR-4691-3p
617	56	hsa-miR-5002-5p
618	56	hsa-miR-365b-3p
619	56	hsa-miR-365a-3p
620	56	hsa-miR-371a-5p
621	56	hsa-miR-6884-3p
622	56	hsa-miR-6826-5p
623	56	hsa-miR-374c-3p
624	56	hsa-miR-4424
625	56	hsa-miR-153-5p
626	56	hsa-miR-4727-5p
627	56	hsa-miR-4704-5p
628	56	hsa-miR-4793-5p
629	56	hsa-miR-4716-5p
630	56	hsa-miR-1537-3p
631	56	hsa-miR-495-5p
632	56	hsa-miR-412-3p
633	55	hsa-miR-539-5p
634	55	hsa-miR-7157-3p
635	55	hsa-miR-6737-3p
636	55	hsa-miR-6856-3p
637	55	hsa-miR-4672
638	55	hsa-miR-4742-5p
639	55	hsa-miR-6515-3p
640	55	hsa-miR-10395-5p
641	55	hsa-miR-33a-3p
642	55	hsa-miR-10397-5p
643	55	hsa-miR-593-5p
644	55	hsa-miR-20a-3p
645	55	hsa-miR-548s
646	55	hsa-miR-20b-3p
647	55	hsa-miR-4646-3p
648	55	hsa-miR-588
649	55	hsa-miR-548ba
650	55	hsa-miR-3914
651	55	hsa-miR-4289
652	55	hsa-miR-570-3p
653	55	hsa-miR-3192-3p
654	55	hsa-miR-6755-5p
655	55	hsa-miR-4642
656	54	hsa-miR-1290
657	54	hsa-miR-6780a-3p
658	54	hsa-miR-8062
659	54	hsa-miR-3128
660	54	hsa-miR-498-5p
661	54	hsa-miR-7154-5p
662	54	hsa-miR-1279
663	54	hsa-miR-12132
664	54	hsa-miR-6895-3p
665	54	hsa-miR-144-3p
666	54	hsa-miR-4460
667	54	hsa-miR-12127
668	54	hsa-miR-3926
669	54	hsa-miR-3935
670	54	hsa-miR-8087
671	54	hsa-miR-6874-3p
672	54	hsa-miR-148b-5p
673	54	hsa-miR-296-3p
674	54	hsa-miR-1301-5p
675	54	hsa-miR-6741-5p
676	54	hsa-miR-589-3p
677	54	hsa-miR-6820-3p
678	54	hsa-miR-3164
679	54	hsa-miR-4694-3p
680	54	hsa-miR-1236-3p
681	54	hsa-miR-517-5p
682	54	hsa-miR-4676-3p
683	54	hsa-miR-7154-3p
684	54	hsa-miR-223-5p
685	54	hsa-miR-6511b-3p
686	54	hsa-miR-6511a-3p
687	53	hsa-miR-7153-3p
688	53	hsa-miR-1183
689	53	hsa-miR-493-5p
690	53	hsa-miR-431-5p
691	53	hsa-miR-4714-5p
692	53	hsa-miR-29a-5p
693	53	hsa-miR-6890-3p
694	53	hsa-miR-152-3p
695	53	hsa-miR-148b-3p
696	53	hsa-miR-148a-3p
697	53	hsa-miR-4500
698	53	hsa-miR-31-5p
699	53	hsa-miR-323b-3p
700	53	hsa-miR-7156-5p
701	53	hsa-miR-599
702	53	hsa-miR-6165
703	52	hsa-miR-3688-3p
704	52	hsa-miR-642b-3p
705	52	hsa-miR-642a-3p
706	52	hsa-miR-6800-3p
707	52	hsa-miR-5591-5p
708	52	hsa-miR-4300
709	52	hsa-miR-4303
710	52	hsa-miR-9-3p
711	52	hsa-miR-186-5p
712	52	hsa-let-7i-3p
713	52	hsa-miR-3059-3p
714	52	hsa-miR-935
715	52	hsa-miR-7153-5p
716	52	hsa-miR-146b-5p
717	52	hsa-miR-146a-5p
718	52	hsa-miR-29b-2-5p
719	52	hsa-miR-5701
720	52	hsa-miR-1251-5p
721	52	hsa-miR-605-3p
722	51	hsa-miR-5583-5p
723	51	hsa-miR-3129-3p
724	51	hsa-miR-6507-5p
725	51	hsa-miR-1324
726	51	hsa-miR-6782-3p
727	51	hsa-miR-3920
728	51	hsa-miR-6719-3p
729	51	hsa-miR-219b-5p
730	51	hsa-miR-6881-3p
731	51	hsa-miR-2467-5p
732	51	hsa-miR-7158-3p
733	51	hsa-miR-142-5p
734	51	hsa-miR-4468
735	51	hsa-miR-32-3p
736	51	hsa-miR-4280
737	51	hsa-miR-4273
738	51	hsa-miR-4294
739	51	hsa-miR-8056
740	51	hsa-miR-7844-5p
741	50	hsa-miR-885-5p
742	50	hsa-miR-5189-3p
743	50	hsa-miR-1256
744	50	hsa-miR-7151-3p
745	50	hsa-miR-587
746	50	hsa-miR-3671
747	50	hsa-miR-668-3p
748	50	hsa-miR-3605-5p
