miRNA	Virus	Start	End	Site type	Target Score
hsa-miR-1246	HCoV-229E	2931	2936	6mer	73
hsa-miR-1248	HCoV-229E	11294	11300	7mer-m8	91
hsa-miR-1248	HCoV-229E	20099	20106	8mer-1a	91
hsa-miR-1248	HCoV-229E	23523	23529	7mer-m8	91
hsa-miR-1248	HCoV-229E	2912	2919	8mer-1a	91
hsa-miR-1248	HCoV-229E	3213	3219	7mer-m8	91
hsa-miR-1248	HCoV-229E	3728	3734	7mer-m8	91
hsa-miR-1248	HCoV-229E	8191	8196	6mer	91
hsa-miR-1250-3p	HCoV-229E	11246	11252	7mer-m8	79
hsa-miR-1250-3p	HCoV-229E	11596	11603	8mer-1a	79
hsa-miR-1250-3p	HCoV-229E	12976	12983	8mer-1a	79
hsa-miR-1250-3p	HCoV-229E	14947	14953	7mer-m8	79
hsa-miR-1250-3p	HCoV-229E	17968	17974	7mer-m8	79
hsa-miR-1250-3p	HCoV-229E	19399	19404	6mer	79
hsa-miR-1250-3p	HCoV-229E	20086	20092	7mer-m8	79
hsa-miR-1250-3p	HCoV-229E	20567	20572	6mer	79
hsa-miR-1250-3p	HCoV-229E	20678	20684	7mer-m8	79
hsa-miR-1250-3p	HCoV-229E	2478	2483	6mer	79
hsa-miR-1250-3p	HCoV-229E	24913	24918	6mer	79
hsa-miR-1250-3p	HCoV-229E	3527	3532	6mer	79
hsa-miR-1250-3p	HCoV-229E	7028	7034	7mer-m8	79
hsa-miR-1250-3p	HCoV-229E	7188	7193	6mer	79
hsa-miR-1250-3p	HCoV-229E	7886	7892	7mer-m8	79
hsa-miR-1250-3p	HCoV-229E	9200	9205	6mer	79
hsa-miR-1250-3p	HCoV-229E	9642	9647	6mer	79
hsa-miR-1251-3p	HCoV-229E	14072	14077	6mer	59
hsa-miR-1251-3p	HCoV-229E	1809	1814	6mer	59
hsa-miR-1251-3p	HCoV-229E	20430	20435	6mer	59
hsa-miR-1251-3p	HCoV-229E	22966	22972	7mer-1a	59
hsa-miR-1251-3p	HCoV-229E	2555	2561	7mer-m8	59
hsa-miR-1251-3p	HCoV-229E	4237	4242	6mer	59
hsa-miR-1251-3p	HCoV-229E	6172	6178	7mer-1a	59
hsa-miR-1251-3p	HCoV-229E	7650	7656	7mer-m8	59
hsa-miR-1251-3p	HCoV-229E	7996	8002	7mer-m8	59
hsa-miR-1251-5p	HCoV-229E	12547	12552	6mer	52
hsa-miR-1251-5p	HCoV-229E	13949	13955	7mer-1a	52
hsa-miR-1251-5p	HCoV-229E	16502	16507	6mer	52
hsa-miR-1251-5p	HCoV-229E	16976	16981	6mer	52
hsa-miR-1251-5p	HCoV-229E	17291	17297	7mer-1a	52
hsa-miR-1251-5p	HCoV-229E	19303	19308	6mer	52
hsa-miR-1251-5p	HCoV-229E	2587	2593	7mer-m8	52
hsa-miR-1251-5p	HCoV-229E	26653	26658	6mer	52
hsa-miR-1251-5p	HCoV-229E	26719	26725	7mer-1a	52
hsa-miR-1251-5p	HCoV-229E	6948	6954	7mer-1a	52
hsa-miR-1251-5p	HCoV-229E	983	988	6mer	52
hsa-miR-1255b-2-3p	HCoV-229E	10093	10100	8mer-1a	74
hsa-miR-1255b-2-3p	HCoV-229E	16309	16314	6mer	74
hsa-miR-1255b-2-3p	HCoV-229E	17173	17178	6mer	74
hsa-miR-1255b-2-3p	HCoV-229E	18100	18107	8mer-1a	74
hsa-miR-1255b-2-3p	HCoV-229E	18700	18705	6mer	74
hsa-miR-1255b-2-3p	HCoV-229E	20497	20503	7mer-1a	74
hsa-miR-1255b-2-3p	HCoV-229E	20699	20704	6mer	74
hsa-miR-1255b-2-3p	HCoV-229E	22612	22619	8mer-1a	74
hsa-miR-1255b-2-3p	HCoV-229E	27088	27094	7mer-1a	74
hsa-miR-1255b-2-3p	HCoV-229E	3680	3686	7mer-1a	74
hsa-miR-1255b-2-3p	HCoV-229E	4805	4810	6mer	74
hsa-miR-1255b-2-3p	HCoV-229E	5834	5839	6mer	74
hsa-miR-1255b-2-3p	HCoV-229E	6254	6260	7mer-m8	74
hsa-miR-1255b-2-3p	HCoV-229E	8429	8435	7mer-m8	74
hsa-miR-1255b-2-3p	HCoV-229E	9053	9059	7mer-1a	74
hsa-miR-1255b-2-3p	HCoV-229E	9688	9695	8mer-1a	74
hsa-miR-1256	HCoV-229E	11776	11781	6mer	50
hsa-miR-1256	HCoV-229E	14230	14236	7mer-1a	50
hsa-miR-1256	HCoV-229E	16948	16954	7mer-1a	50
hsa-miR-1256	HCoV-229E	17971	17977	7mer-1a	50
hsa-miR-1256	HCoV-229E	19633	19638	6mer	50
hsa-miR-1256	HCoV-229E	21759	21765	7mer-m8	50
hsa-miR-1256	HCoV-229E	3397	3403	7mer-1a	50
hsa-miR-1256	HCoV-229E	7550	7556	7mer-1a	50
hsa-miR-1263	HCoV-229E	1037	1044	8mer-1a	78
hsa-miR-1263	HCoV-229E	11573	11578	6mer	78
hsa-miR-1263	HCoV-229E	12261	12266	6mer	78
hsa-miR-1263	HCoV-229E	15937	15942	6mer	78
hsa-miR-1263	HCoV-229E	19829	19834	6mer	78
hsa-miR-1263	HCoV-229E	21003	21009	7mer-1a	78
hsa-miR-1263	HCoV-229E	21380	21385	6mer	78
hsa-miR-1263	HCoV-229E	24920	24925	6mer	78
hsa-miR-1263	HCoV-229E	3675	3680	6mer	78
hsa-miR-1263	HCoV-229E	3800	3806	7mer-m8	78
hsa-miR-1263	HCoV-229E	5219	5225	7mer-1a	78
hsa-miR-1264	HCoV-229E	13268	13274	7mer-m8	78
hsa-miR-1264	HCoV-229E	13573	13579	7mer-1a	78
hsa-miR-1264	HCoV-229E	14440	14446	7mer-1a	78
hsa-miR-1264	HCoV-229E	17295	17300	6mer	78
hsa-miR-1264	HCoV-229E	18936	18941	6mer	78
hsa-miR-1264	HCoV-229E	19226	19232	7mer-m8	78
hsa-miR-1264	HCoV-229E	19256	19262	7mer-m8	78
hsa-miR-1264	HCoV-229E	23171	23176	6mer	78
hsa-miR-1264	HCoV-229E	23895	23901	7mer-1a	78
hsa-miR-1264	HCoV-229E	25292	25297	6mer	78
hsa-miR-1264	HCoV-229E	3630	3637	8mer-1a	78
hsa-miR-1264	HCoV-229E	44	49	6mer	78
hsa-miR-1264	HCoV-229E	4707	4713	7mer-m8	78
hsa-miR-1264	HCoV-229E	4979	4985	7mer-1a	78
hsa-miR-1264	HCoV-229E	5825	5830	6mer	78
hsa-miR-1264	HCoV-229E	6788	6794	7mer-1a	78
hsa-miR-1276	HCoV-229E	10864	10870	7mer-m8	71
hsa-miR-1276	HCoV-229E	11450	11455	6mer	71
hsa-miR-1276	HCoV-229E	11526	11531	6mer	71
hsa-miR-1276	HCoV-229E	14160	14166	7mer-1a	71
hsa-miR-1276	HCoV-229E	23513	23520	8mer-1a	71
hsa-miR-1276	HCoV-229E	24244	24249	6mer	71
hsa-miR-1276	HCoV-229E	25753	25759	7mer-1a	71
hsa-miR-1276	HCoV-229E	3261	3266	6mer	71
hsa-miR-1279	HCoV-229E	11501	11506	6mer	54
hsa-miR-1279	HCoV-229E	13295	13301	7mer-1a	54
hsa-miR-1279	HCoV-229E	14278	14283	6mer	54
hsa-miR-1279	HCoV-229E	16898	16904	7mer-1a	54
hsa-miR-1279	HCoV-229E	19852	19858	7mer-1a	54
hsa-miR-1279	HCoV-229E	2458	2463	6mer	54
hsa-miR-1279	HCoV-229E	6515	6520	6mer	54
hsa-miR-1279	HCoV-229E	7343	7348	6mer	54
hsa-miR-1279	HCoV-229E	825	830	6mer	54
hsa-miR-1279	HCoV-229E	8286	8292	7mer-1a	54
hsa-miR-128-3p	HCoV-229E	10329	10334	6mer	85
hsa-miR-128-3p	HCoV-229E	10685	10690	6mer	85
hsa-miR-128-3p	HCoV-229E	1108	1113	6mer	85
hsa-miR-128-3p	HCoV-229E	12076	12083	8mer-1a	85
hsa-miR-128-3p	HCoV-229E	12578	12583	6mer	85
hsa-miR-128-3p	HCoV-229E	12890	12896	7mer-1a	85
hsa-miR-128-3p	HCoV-229E	15488	15493	6mer	85
hsa-miR-128-3p	HCoV-229E	15521	15527	7mer-m8	85
hsa-miR-128-3p	HCoV-229E	1713	1718	6mer	85
hsa-miR-128-3p	HCoV-229E	17994	18000	7mer-m8	85
hsa-miR-128-3p	HCoV-229E	19462	19468	7mer-1a	85
hsa-miR-128-3p	HCoV-229E	2119	2126	8mer-1a	85
hsa-miR-128-3p	HCoV-229E	22687	22693	7mer-m8	85
hsa-miR-128-3p	HCoV-229E	25144	25149	6mer	85
hsa-miR-128-3p	HCoV-229E	25412	25418	7mer-1a	85
hsa-miR-128-3p	HCoV-229E	2614	2620	7mer-m8	85
hsa-miR-128-3p	HCoV-229E	26630	26636	7mer-m8	85
hsa-miR-128-3p	HCoV-229E	26661	26666	6mer	85
hsa-miR-128-3p	HCoV-229E	26862	26868	7mer-m8	85
hsa-miR-128-3p	HCoV-229E	6405	6411	7mer-1a	85
hsa-miR-128-3p	HCoV-229E	7780	7785	6mer	85
hsa-miR-128-3p	HCoV-229E	9259	9265	7mer-m8	85
hsa-miR-1283	HCoV-229E	1289	1296	8mer-1a	90
hsa-miR-1283	HCoV-229E	12930	12935	6mer	90
hsa-miR-1283	HCoV-229E	14939	14945	7mer-1a	90
hsa-miR-1283	HCoV-229E	15746	15751	6mer	90
hsa-miR-1283	HCoV-229E	17416	17422	7mer-m8	90
hsa-miR-1283	HCoV-229E	20766	20772	7mer-1a	90
hsa-miR-1283	HCoV-229E	22149	22155	7mer-1a	90
hsa-miR-1283	HCoV-229E	2855	2862	8mer-1a	90
hsa-miR-1283	HCoV-229E	3075	3081	7mer-1a	90
hsa-miR-1283	HCoV-229E	5063	5069	7mer-m8	90
hsa-miR-1283	HCoV-229E	6351	6357	7mer-m8	90
hsa-miR-1283	HCoV-229E	8010	8015	6mer	90
hsa-miR-1283	HCoV-229E	8918	8924	7mer-m8	90
hsa-miR-1283	HCoV-229E	9414	9419	6mer	90
hsa-miR-1286	HCoV-229E	16281	16287	7mer-1a	56
hsa-miR-1286	HCoV-229E	16610	16616	7mer-m8	56
hsa-miR-1286	HCoV-229E	18330	18335	6mer	56
hsa-miR-1286	HCoV-229E	21532	21537	6mer	56
hsa-miR-1286	HCoV-229E	26338	26344	7mer-m8	56
hsa-miR-1290	HCoV-229E	10118	10124	7mer-1a	54
hsa-miR-1290	HCoV-229E	1076	1081	6mer	54
hsa-miR-1290	HCoV-229E	14209	14215	7mer-1a	54
hsa-miR-1290	HCoV-229E	15913	15919	7mer-1a	54
hsa-miR-1290	HCoV-229E	23324	23329	6mer	54
hsa-miR-1290	HCoV-229E	24738	24744	7mer-1a	54
hsa-miR-454-3p	HCoV-229E	10443	10449	7mer-m8	82
hsa-miR-454-3p	HCoV-229E	10493	10498	6mer	82
hsa-miR-454-3p	HCoV-229E	11619	11625	7mer-1a	82
hsa-miR-454-3p	HCoV-229E	15352	15358	7mer-1a	82
hsa-miR-454-3p	HCoV-229E	1543	1548	6mer	82
hsa-miR-454-3p	HCoV-229E	16414	16420	7mer-1a	82
hsa-miR-454-3p	HCoV-229E	17028	17033	6mer	82
hsa-miR-454-3p	HCoV-229E	20241	20247	7mer-m8	82
hsa-miR-454-3p	HCoV-229E	21121	21127	7mer-1a	82
hsa-miR-454-3p	HCoV-229E	22712	22718	7mer-1a	82
hsa-miR-454-3p	HCoV-229E	23053	23058	6mer	82
hsa-miR-454-3p	HCoV-229E	26756	26762	7mer-1a	82
hsa-miR-454-3p	HCoV-229E	3985	3990	6mer	82
hsa-miR-454-3p	HCoV-229E	4798	4803	6mer	82
hsa-miR-454-3p	HCoV-229E	5415	5422	8mer-1a	82
hsa-miR-454-3p	HCoV-229E	6653	6659	7mer-m8	82
hsa-miR-454-3p	HCoV-229E	8650	8656	7mer-m8	82
hsa-miR-1301-3p	HCoV-229E	11378	11383	6mer	76
hsa-miR-1301-3p	HCoV-229E	12160	12166	7mer-m8	76
hsa-miR-1301-3p	HCoV-229E	13822	13828	7mer-1a	76
hsa-miR-1301-3p	HCoV-229E	15437	15443	7mer-1a	76
hsa-miR-1301-3p	HCoV-229E	22952	22957	6mer	76
hsa-miR-1301-3p	HCoV-229E	23686	23692	7mer-1a	76
hsa-miR-1301-3p	HCoV-229E	2380	2386	7mer-m8	76
hsa-miR-1301-3p	HCoV-229E	25915	25921	7mer-m8	76
hsa-miR-1301-3p	HCoV-229E	6423	6429	7mer-1a	76
hsa-miR-1301-3p	HCoV-229E	8537	8543	7mer-1a	76
hsa-miR-1301-3p	HCoV-229E	8783	8788	6mer	76
hsa-miR-1301-3p	HCoV-229E	8942	8947	6mer	76
hsa-miR-1301-5p	HCoV-229E	12547	12553	7mer-m8	54
hsa-miR-6502-5p	HCoV-229E	12547	12553	7mer-m8	58
hsa-miR-1301-5p	HCoV-229E	14349	14354	6mer	54
hsa-miR-6502-5p	HCoV-229E	14349	14354	6mer	58
hsa-miR-1301-5p	HCoV-229E	15984	15989	6mer	54
hsa-miR-6502-5p	HCoV-229E	15984	15989	6mer	58
hsa-miR-1301-5p	HCoV-229E	16976	16983	8mer-1a	54
hsa-miR-6502-5p	HCoV-229E	16976	16983	8mer-1a	58
hsa-miR-1301-5p	HCoV-229E	18507	18513	7mer-1a	54
hsa-miR-6502-5p	HCoV-229E	18507	18513	7mer-1a	58
hsa-miR-1301-5p	HCoV-229E	5776	5781	6mer	54
hsa-miR-6502-5p	HCoV-229E	5776	5781	6mer	58
hsa-miR-1305	HCoV-229E	11027	11033	7mer-m8	88
hsa-miR-1305	HCoV-229E	122	127	6mer	88
hsa-miR-1305	HCoV-229E	12423	12429	7mer-1a	88
hsa-miR-1305	HCoV-229E	12947	12952	6mer	88
hsa-miR-1305	HCoV-229E	13290	13296	7mer-m8	88
hsa-miR-1305	HCoV-229E	17042	17047	6mer	88
hsa-miR-1305	HCoV-229E	1721	1727	7mer-m8	88
hsa-miR-1305	HCoV-229E	18361	18366	6mer	88
hsa-miR-1305	HCoV-229E	23601	23607	7mer-1a	88
hsa-miR-1305	HCoV-229E	23790	23796	7mer-1a	88
hsa-miR-1305	HCoV-229E	24068	24075	8mer-1a	88
hsa-miR-1305	HCoV-229E	2435	2440	6mer	88
hsa-miR-1305	HCoV-229E	24504	24510	7mer-1a	88
hsa-miR-1305	HCoV-229E	26824	26829	6mer	88
hsa-miR-1305	HCoV-229E	26873	26878	6mer	88
