miRNA	Virus	Start	End	Site type	Target Score
hsa-miR-98-3p	HCoV-OC43	8995	9000	6mer	86
hsa-let-7a-3p	HCoV-OC43	9476	9481	6mer	86
hsa-let-7b-3p	HCoV-OC43	9476	9481	6mer	86
hsa-let-7f-1-3p	HCoV-OC43	9476	9481	6mer	86
hsa-miR-98-3p	HCoV-OC43	9476	9481	6mer	86
hsa-let-7a-3p	HCoV-OC43	9783	9790	8mer-1a	86
hsa-let-7b-3p	HCoV-OC43	9783	9790	8mer-1a	86
hsa-let-7f-1-3p	HCoV-OC43	9783	9790	8mer-1a	86
hsa-miR-98-3p	HCoV-OC43	9783	9790	8mer-1a	86
hsa-let-7c-3p	HCoV-OC43	10603	10610	8mer-1a	78
hsa-let-7c-3p	HCoV-OC43	11110	11116	7mer-1a	78
hsa-let-7c-3p	HCoV-OC43	13192	13199	8mer-1a	78
hsa-let-7c-3p	HCoV-OC43	13402	13408	7mer-1a	78
hsa-let-7c-3p	HCoV-OC43	14112	14118	7mer-m8	78
hsa-let-7c-3p	HCoV-OC43	15974	15981	8mer-1a	78
hsa-let-7c-3p	HCoV-OC43	16387	16393	7mer-m8	78
hsa-let-7c-3p	HCoV-OC43	16475	16480	6mer	78
hsa-let-7c-3p	HCoV-OC43	16993	16999	7mer-m8	78
hsa-let-7c-3p	HCoV-OC43	23208	23213	6mer	78
hsa-let-7c-3p	HCoV-OC43	26423	26429	7mer-m8	78
hsa-let-7c-3p	HCoV-OC43	27205	27210	6mer	78
hsa-let-7c-3p	HCoV-OC43	27602	27608	7mer-m8	78
hsa-let-7c-3p	HCoV-OC43	4838	4843	6mer	78
hsa-let-7f-2-3p	HCoV-OC43	11059	11064	6mer	75
hsa-let-7f-2-3p	HCoV-OC43	11089	11095	7mer-1a	75
hsa-let-7f-2-3p	HCoV-OC43	12196	12202	7mer-1a	75
hsa-let-7f-2-3p	HCoV-OC43	13125	13130	6mer	75
hsa-let-7f-2-3p	HCoV-OC43	13836	13842	7mer-1a	75
hsa-let-7f-2-3p	HCoV-OC43	14762	14767	6mer	75
hsa-let-7f-2-3p	HCoV-OC43	15495	15500	6mer	75
hsa-let-7f-2-3p	HCoV-OC43	17008	17013	6mer	75
hsa-let-7f-2-3p	HCoV-OC43	18612	18618	7mer-1a	75
hsa-let-7f-2-3p	HCoV-OC43	19248	19253	6mer	75
hsa-let-7f-2-3p	HCoV-OC43	19486	19491	6mer	75
hsa-let-7f-2-3p	HCoV-OC43	19779	19784	6mer	75
hsa-let-7f-2-3p	HCoV-OC43	20939	20945	7mer-1a	75
hsa-let-7f-2-3p	HCoV-OC43	23995	24000	6mer	75
hsa-let-7f-2-3p	HCoV-OC43	28752	28757	6mer	75
hsa-let-7f-2-3p	HCoV-OC43	30578	30583	6mer	75
hsa-let-7f-2-3p	HCoV-OC43	3844	3850	7mer-1a	75
hsa-let-7f-2-3p	HCoV-OC43	4023	4029	7mer-1a	75
hsa-let-7f-2-3p	HCoV-OC43	5965	5970	6mer	75
hsa-let-7f-2-3p	HCoV-OC43	7164	7170	7mer-m8	75
hsa-let-7f-2-3p	HCoV-OC43	8300	8306	7mer-m8	75
hsa-let-7f-2-3p	HCoV-OC43	8994	9000	7mer-m8	75
hsa-let-7f-2-3p	HCoV-OC43	9476	9481	6mer	75
hsa-let-7f-2-3p	HCoV-OC43	9784	9790	7mer-1a	75
hsa-miR-1-5p	HCoV-OC43	12264	12269	6mer	68
hsa-miR-1-5p	HCoV-OC43	14118	14124	7mer-1a	68
hsa-miR-1-5p	HCoV-OC43	14174	14179	6mer	68
hsa-miR-1-5p	HCoV-OC43	14255	14260	6mer	68
hsa-miR-1-5p	HCoV-OC43	15563	15569	7mer-1a	68
hsa-miR-1-5p	HCoV-OC43	16689	16694	6mer	68
hsa-miR-1-5p	HCoV-OC43	17156	17162	7mer-m8	68
hsa-miR-1-5p	HCoV-OC43	17225	17230	6mer	68
hsa-miR-1-5p	HCoV-OC43	20228	20234	7mer-m8	68
hsa-miR-1-5p	HCoV-OC43	27105	27111	7mer-m8	68
hsa-miR-1-5p	HCoV-OC43	28518	28523	6mer	68
hsa-miR-1-5p	HCoV-OC43	6456	6462	7mer-m8	68
hsa-miR-1-5p	HCoV-OC43	6786	6791	6mer	68
hsa-miR-1-5p	HCoV-OC43	7084	7090	7mer-1a	68
hsa-miR-1-5p	HCoV-OC43	8709	8714	6mer	68
hsa-miR-1-5p	HCoV-OC43	973	978	6mer	68
hsa-miR-100-3p	HCoV-OC43	11868	11874	7mer-m8	76
hsa-miR-100-3p	HCoV-OC43	14138	14145	8mer-1a	76
hsa-miR-100-3p	HCoV-OC43	16108	16113	6mer	76
hsa-miR-100-3p	HCoV-OC43	19471	19477	7mer-m8	76
hsa-miR-100-3p	HCoV-OC43	24655	24661	7mer-m8	76
hsa-miR-100-3p	HCoV-OC43	2842	2848	7mer-1a	76
hsa-miR-100-3p	HCoV-OC43	2974	2980	7mer-1a	76
hsa-miR-100-3p	HCoV-OC43	3854	3859	6mer	76
hsa-miR-100-3p	HCoV-OC43	4074	4080	7mer-m8	76
hsa-miR-100-3p	HCoV-OC43	6738	6744	7mer-m8	76
hsa-miR-100-3p	HCoV-OC43	7356	7361	6mer	76
hsa-miR-100-3p	HCoV-OC43	9651	9657	7mer-m8	76
hsa-miR-101-5p	HCoV-OC43	11064	11069	6mer	62
hsa-miR-101-5p	HCoV-OC43	18125	18131	7mer-1a	62
hsa-miR-101-5p	HCoV-OC43	20942	20947	6mer	62
hsa-miR-101-5p	HCoV-OC43	24015	24021	7mer-1a	62
hsa-miR-101-5p	HCoV-OC43	24822	24828	7mer-1a	62
hsa-miR-101-5p	HCoV-OC43	26773	26778	6mer	62
hsa-miR-101-5p	HCoV-OC43	27240	27245	6mer	62
hsa-miR-101-5p	HCoV-OC43	4502	4508	7mer-m8	62
hsa-miR-101-5p	HCoV-OC43	7895	7902	8mer-1a	62
hsa-miR-101-5p	HCoV-OC43	8182	8187	6mer	62
hsa-miR-107	HCoV-OC43	10573	10579	7mer-m8	81
hsa-miR-107	HCoV-OC43	1145	1150	6mer	81
hsa-miR-107	HCoV-OC43	13733	13739	7mer-m8	81
hsa-miR-107	HCoV-OC43	14424	14430	7mer-m8	81
hsa-miR-107	HCoV-OC43	14643	14649	7mer-m8	81
hsa-miR-107	HCoV-OC43	16175	16181	7mer-1a	81
hsa-miR-107	HCoV-OC43	16498	16504	7mer-1a	81
hsa-miR-107	HCoV-OC43	23472	23477	6mer	81
hsa-miR-107	HCoV-OC43	24787	24793	7mer-m8	81
hsa-miR-107	HCoV-OC43	24956	24961	6mer	81
hsa-miR-107	HCoV-OC43	26090	26096	7mer-1a	81
hsa-miR-107	HCoV-OC43	29434	29439	6mer	81
hsa-miR-107	HCoV-OC43	30509	30514	6mer	81
hsa-miR-107	HCoV-OC43	7834	7840	7mer-m8	81
hsa-miR-107	HCoV-OC43	9824	9830	7mer-1a	81
hsa-miR-105-5p	HCoV-OC43	10252	10257	6mer	83
hsa-miR-105-5p	HCoV-OC43	10935	10941	7mer-m8	83
hsa-miR-105-5p	HCoV-OC43	11772	11777	6mer	83
hsa-miR-105-5p	HCoV-OC43	13415	13422	8mer-1a	83
hsa-miR-105-5p	HCoV-OC43	13623	13629	7mer-1a	83
hsa-miR-105-5p	HCoV-OC43	14862	14868	7mer-1a	83
hsa-miR-105-5p	HCoV-OC43	1739	1744	6mer	83
hsa-miR-105-5p	HCoV-OC43	19201	19208	8mer-1a	83
hsa-miR-105-5p	HCoV-OC43	19428	19434	7mer-1a	83
hsa-miR-105-5p	HCoV-OC43	19723	19728	6mer	83
hsa-miR-105-5p	HCoV-OC43	20302	20308	7mer-m8	83
hsa-miR-105-5p	HCoV-OC43	20901	20906	6mer	83
hsa-miR-105-5p	HCoV-OC43	21052	21057	6mer	83
hsa-miR-105-5p	HCoV-OC43	2217	2223	7mer-m8	83
hsa-miR-105-5p	HCoV-OC43	23502	23507	6mer	83
hsa-miR-105-5p	HCoV-OC43	24206	24212	7mer-m8	83
hsa-miR-105-5p	HCoV-OC43	26094	26100	7mer-m8	83
hsa-miR-105-5p	HCoV-OC43	26453	26458	6mer	83
hsa-miR-105-5p	HCoV-OC43	27757	27763	7mer-m8	83
hsa-miR-105-5p	HCoV-OC43	27797	27802	6mer	83
hsa-miR-105-5p	HCoV-OC43	28176	28181	6mer	83
hsa-miR-105-5p	HCoV-OC43	4614	4620	7mer-m8	83
hsa-miR-105-5p	HCoV-OC43	7104	7110	7mer-m8	83
hsa-miR-105-5p	HCoV-OC43	8683	8688	6mer	83
hsa-miR-105-5p	HCoV-OC43	9682	9688	7mer-1a	83
hsa-miR-106a-3p	HCoV-OC43	1033	1040	8mer-1a	71
hsa-miR-106a-3p	HCoV-OC43	1136	1141	6mer	71
hsa-miR-106a-3p	HCoV-OC43	12534	12540	7mer-1a	71
hsa-miR-106a-3p	HCoV-OC43	12899	12905	7mer-1a	71
hsa-miR-106a-3p	HCoV-OC43	13728	13733	6mer	71
hsa-miR-106a-3p	HCoV-OC43	13985	13990	6mer	71
hsa-miR-106a-3p	HCoV-OC43	1523	1528	6mer	71
hsa-miR-106a-3p	HCoV-OC43	17082	17087	6mer	71
hsa-miR-106a-3p	HCoV-OC43	21817	21822	6mer	71
hsa-miR-106a-3p	HCoV-OC43	21890	21896	7mer-m8	71
hsa-miR-106a-3p	HCoV-OC43	24643	24649	7mer-1a	71
hsa-miR-106a-3p	HCoV-OC43	26780	26786	7mer-1a	71
hsa-miR-106a-3p	HCoV-OC43	27719	27725	7mer-m8	71
hsa-miR-106a-3p	HCoV-OC43	28493	28499	7mer-1a	71
hsa-miR-106a-3p	HCoV-OC43	29340	29345	6mer	71
hsa-miR-106a-3p	HCoV-OC43	4149	4154	6mer	71
hsa-miR-106a-3p	HCoV-OC43	5448	5453	6mer	71
hsa-miR-106a-3p	HCoV-OC43	6717	6722	6mer	71
hsa-miR-106a-3p	HCoV-OC43	6918	6923	6mer	71
hsa-miR-106a-3p	HCoV-OC43	7017	7022	6mer	71
hsa-miR-106a-3p	HCoV-OC43	7525	7530	6mer	71
hsa-miR-106a-3p	HCoV-OC43	9115	9120	6mer	71
hsa-miR-1179	HCoV-OC43	11609	11616	8mer-1a	82
hsa-miR-1179	HCoV-OC43	1320	1325	6mer	82
hsa-miR-1179	HCoV-OC43	13430	13436	7mer-1a	82
hsa-miR-1179	HCoV-OC43	13569	13575	7mer-1a	82
hsa-miR-1179	HCoV-OC43	14090	14095	6mer	82
hsa-miR-1179	HCoV-OC43	14642	14647	6mer	82
hsa-miR-1179	HCoV-OC43	15754	15759	6mer	82
hsa-miR-1179	HCoV-OC43	17258	17263	6mer	82
hsa-miR-1179	HCoV-OC43	21188	21193	6mer	82
hsa-miR-1179	HCoV-OC43	24263	24269	7mer-m8	82
hsa-miR-1179	HCoV-OC43	24498	24503	6mer	82
hsa-miR-1179	HCoV-OC43	25818	25823	6mer	82
hsa-miR-1179	HCoV-OC43	26757	26762	6mer	82
hsa-miR-1179	HCoV-OC43	26907	26912	6mer	82
hsa-miR-1179	HCoV-OC43	27056	27062	7mer-m8	82
hsa-miR-1179	HCoV-OC43	27305	27310	6mer	82
hsa-miR-1179	HCoV-OC43	5243	5248	6mer	82
hsa-miR-1179	HCoV-OC43	6012	6018	7mer-1a	82
hsa-miR-1179	HCoV-OC43	6477	6482	6mer	82
hsa-miR-1179	HCoV-OC43	7722	7728	7mer-1a	82
hsa-miR-1179	HCoV-OC43	7832	7838	7mer-m8	82
hsa-miR-1179	HCoV-OC43	7995	8000	6mer	82
hsa-miR-1179	HCoV-OC43	8985	8990	6mer	82
hsa-miR-1179	HCoV-OC43	9036	9042	7mer-1a	82
hsa-miR-1183	HCoV-OC43	10172	10177	6mer	52
hsa-miR-1183	HCoV-OC43	10214	10219	6mer	52
hsa-miR-1183	HCoV-OC43	12889	12895	7mer-m8	52
hsa-miR-1183	HCoV-OC43	1310	1315	6mer	52
hsa-miR-1183	HCoV-OC43	14115	14121	7mer-1a	52
hsa-miR-1183	HCoV-OC43	16009	16015	7mer-m8	52
hsa-miR-1183	HCoV-OC43	17446	17451	6mer	52
hsa-miR-1183	HCoV-OC43	17850	17855	6mer	52
hsa-miR-1183	HCoV-OC43	2791	2798	8mer-1a	52
hsa-miR-1183	HCoV-OC43	7081	7087	7mer-1a	52
hsa-miR-1183	HCoV-OC43	8758	8764	7mer-m8	52
hsa-miR-1202	HCoV-OC43	13442	13448	7mer-m8	74
hsa-miR-3972	HCoV-OC43	13442	13448	7mer-m8	74
hsa-miR-1202	HCoV-OC43	15003	15008	6mer	74
hsa-miR-3972	HCoV-OC43	15003	15008	6mer	74
hsa-miR-1202	HCoV-OC43	22573	22580	8mer-1a	74
hsa-miR-3972	HCoV-OC43	22573	22580	8mer-1a	74
hsa-miR-1202	HCoV-OC43	29032	29037	6mer	74
hsa-miR-3972	HCoV-OC43	29032	29037	6mer	74
hsa-miR-1202	HCoV-OC43	29611	29616	6mer	74
hsa-miR-3972	HCoV-OC43	29611	29616	6mer	74
hsa-miR-1202	HCoV-OC43	29734	29740	7mer-1a	74
hsa-miR-3972	HCoV-OC43	29734	29740	7mer-1a	74
hsa-miR-1202	HCoV-OC43	29799	29805	7mer-1a	74
hsa-miR-3972	HCoV-OC43	29799	29805	7mer-1a	74
hsa-miR-1202	HCoV-OC43	5767	5773	7mer-1a	74
hsa-miR-3972	HCoV-OC43	5767	5773	7mer-1a	74
hsa-miR-1205	HCoV-OC43	16500	16506	7mer-1a	57
hsa-miR-1205	HCoV-OC43	17742	17748	7mer-1a	57
hsa-miR-1205	HCoV-OC43	20841	20846	6mer	57
hsa-miR-1205	HCoV-OC43	25044	25050	7mer-m8	57
hsa-miR-1205	HCoV-OC43	25182	25188	7mer-m8	57
hsa-miR-1205	HCoV-OC43	25375	25381	7mer-1a	57
hsa-miR-1205	HCoV-OC43	30358	30364	7mer-1a	57
hsa-miR-1205	HCoV-OC43	678	684	7mer-m8	57
hsa-miR-1205	HCoV-OC43	9644	9650	7mer-1a	57
hsa-miR-122-3p	HCoV-OC43	16202	16208	7mer-1a	55
hsa-miR-122-3p	HCoV-OC43	19868	19874	7mer-m8	55
hsa-miR-122-3p	HCoV-OC43	19940	19946	7mer-m8	55
hsa-miR-122-3p	HCoV-OC43	24372	24377	6mer	55
hsa-miR-122-3p	HCoV-OC43	26266	26271	6mer	55
hsa-miR-1226-3p	HCoV-OC43	10270	10276	7mer-1a	88
hsa-miR-1226-3p	HCoV-OC43	10711	10716	6mer	88
hsa-miR-1226-3p	HCoV-OC43	14975	14981	7mer-m8	88
hsa-miR-1226-3p	HCoV-OC43	15333	15338	6mer	88
hsa-miR-1226-3p	HCoV-OC43	18330	18336	7mer-1a	88
hsa-miR-1226-3p	HCoV-OC43	19526	19533	8mer-1a	88
hsa-miR-1226-3p	HCoV-OC43	23039	23044	6mer	88
hsa-miR-1226-3p	HCoV-OC43	24331	24336	6mer	88
hsa-miR-1226-3p	HCoV-OC43	24568	24573	6mer	88
hsa-miR-1226-3p	HCoV-OC43	2685	2692	8mer-1a	88
hsa-miR-1226-3p	HCoV-OC43	27144	27151	8mer-1a	88
hsa-miR-1226-3p	HCoV-OC43	27561	27567	7mer-m8	88
hsa-miR-1226-3p	HCoV-OC43	29755	29760	6mer	88
hsa-miR-1226-3p	HCoV-OC43	30036	30042	7mer-m8	88
hsa-miR-1226-3p	HCoV-OC43	30449	30454	6mer	88
hsa-miR-1226-3p	HCoV-OC43	7274	7280	7mer-m8	88
hsa-miR-1226-3p	HCoV-OC43	8289	8295	7mer-m8	88
hsa-miR-1226-3p	HCoV-OC43	9312	9318	7mer-m8	88
hsa-miR-1237-3p	HCoV-OC43	13633	13638	6mer	64
hsa-miR-1237-3p	HCoV-OC43	13791	13797	7mer-1a	64
hsa-miR-1237-3p	HCoV-OC43	20002	20007	6mer	64
hsa-miR-1237-3p	HCoV-OC43	22165	22170	6mer	64
hsa-miR-1237-3p	HCoV-OC43	24296	24301	6mer	64
hsa-miR-1237-3p	HCoV-OC43	26974	26979	6mer	64
hsa-miR-1237-3p	HCoV-OC43	29321	29327	7mer-1a	64
hsa-miR-1237-3p	HCoV-OC43	30111	30118	8mer-1a	64
hsa-miR-1237-3p	HCoV-OC43	30527	30532	6mer	64
hsa-miR-1237-3p	HCoV-OC43	3149	3154	6mer	64
hsa-miR-1237-3p	HCoV-OC43	5118	5125	8mer-1a	64
hsa-miR-1237-3p	HCoV-OC43	5749	5754	6mer	64
hsa-miR-1237-3p	HCoV-OC43	9074	9079	6mer	64
hsa-miR-1237-3p	HCoV-OC43	913	918	6mer	64
hsa-miR-506-3p	HCoV-OC43	10168	10173	6mer	67
hsa-miR-506-3p	HCoV-OC43	15114	15119	6mer	67
hsa-miR-506-3p	HCoV-OC43	15418	15425	8mer-1a	67
hsa-miR-506-3p	HCoV-OC43	22671	22676	6mer	67
hsa-miR-506-3p	HCoV-OC43	22778	22783	6mer	67
hsa-miR-124-5p	HCoV-OC43	10940	10946	7mer-1a	52
hsa-miR-124-5p	HCoV-OC43	11431	11437	7mer-m8	52
hsa-miR-124-5p	HCoV-OC43	12316	12322	7mer-m8	52
hsa-miR-124-5p	HCoV-OC43	13769	13774	6mer	52
hsa-miR-124-5p	HCoV-OC43	14083	14088	6mer	52
hsa-miR-124-5p	HCoV-OC43	16313	16318	6mer	52
hsa-miR-124-5p	HCoV-OC43	17048	17054	7mer-1a	52
hsa-miR-124-5p	HCoV-OC43	24260	24265	6mer	52
hsa-miR-124-5p	HCoV-OC43	28679	28684	6mer	52
hsa-miR-124-5p	HCoV-OC43	5709	5714	6mer	52
hsa-miR-124-5p	HCoV-OC43	9956	9962	7mer-1a	52
hsa-miR-1244	HCoV-OC43	10967	10974	8mer-1a	67
hsa-miR-1244	HCoV-OC43	13305	13310	6mer	67
hsa-miR-1244	HCoV-OC43	15358	15364	7mer-m8	67
hsa-miR-1244	HCoV-OC43	21432	21438	7mer-m8	67
hsa-miR-1244	HCoV-OC43	2199	2205	7mer-1a	67
hsa-miR-1244	HCoV-OC43	24918	24923	6mer	67
hsa-miR-1244	HCoV-OC43	26191	26197	7mer-m8	67
hsa-miR-1244	HCoV-OC43	27223	27229	7mer-1a	67
hsa-miR-1244	HCoV-OC43	28472	28477	6mer	67
hsa-miR-1244	HCoV-OC43	3990	3995	6mer	67
hsa-miR-1244	HCoV-OC43	7898	7904	7mer-m8	67
hsa-miR-1244	HCoV-OC43	9702	9707	6mer	67
hsa-miR-1248	HCoV-OC43	13633	13638	6mer	79
hsa-miR-1248	HCoV-OC43	13790	13797	8mer-1a	79
hsa-miR-1248	HCoV-OC43	20001	20007	7mer-m8	79
hsa-miR-1248	HCoV-OC43	22164	22170	7mer-m8	79
hsa-miR-1248	HCoV-OC43	24295	24301	7mer-m8	79
hsa-miR-1248	HCoV-OC43	26974	26979	6mer	79
hsa-miR-1248	HCoV-OC43	29321	29327	7mer-1a	79
hsa-miR-1248	HCoV-OC43	30112	30118	7mer-1a	79
hsa-miR-1248	HCoV-OC43	30527	30532	6mer	79
hsa-miR-1248	HCoV-OC43	3149	3154	6mer	79
hsa-miR-1248	HCoV-OC43	5119	5125	7mer-1a	79
hsa-miR-1248	HCoV-OC43	5748	5754	7mer-m8	79
hsa-miR-1248	HCoV-OC43	9074	9079	6mer	79
hsa-miR-1248	HCoV-OC43	912	918	7mer-m8	79
hsa-miR-1250-3p	HCoV-OC43	13032	13037	6mer	80
hsa-miR-1250-3p	HCoV-OC43	15022	15027	6mer	80
hsa-miR-1250-3p	HCoV-OC43	15920	15927	8mer-1a	80
hsa-miR-1250-3p	HCoV-OC43	16665	16670	6mer	80
hsa-miR-1250-3p	HCoV-OC43	21503	21508	6mer	80
hsa-miR-1250-3p	HCoV-OC43	21935	21941	7mer-m8	80
hsa-miR-1250-3p	HCoV-OC43	22350	22356	7mer-m8	80
hsa-miR-1250-3p	HCoV-OC43	27524	27529	6mer	80
hsa-miR-1250-3p	HCoV-OC43	30291	30298	8mer-1a	80
hsa-miR-1250-3p	HCoV-OC43	3342	3348	7mer-m8	80
hsa-miR-1250-3p	HCoV-OC43	6760	6765	6mer	80
hsa-miR-1250-3p	HCoV-OC43	7803	7810	8mer-1a	80
hsa-miR-1250-3p	HCoV-OC43	8983	8988	6mer	80
hsa-miR-1250-3p	HCoV-OC43	9813	9818	6mer	80
hsa-miR-1250-3p	HCoV-OC43	9959	9965	7mer-m8	80
hsa-miR-1251-3p	HCoV-OC43	15244	15250	7mer-m8	67
hsa-miR-1251-3p	HCoV-OC43	1744	1750	7mer-m8	67
hsa-miR-1251-3p	HCoV-OC43	19469	19474	6mer	67
hsa-miR-1251-3p	HCoV-OC43	20144	20149	6mer	67
hsa-miR-1251-3p	HCoV-OC43	25094	25099	6mer	67
hsa-miR-1251-3p	HCoV-OC43	6724	6729	6mer	67
hsa-miR-1251-3p	HCoV-OC43	8256	8263	8mer-1a	67
hsa-miR-1251-5p	HCoV-OC43	12098	12105	8mer-1a	60
hsa-miR-1251-5p	HCoV-OC43	19098	19103	6mer	60
hsa-miR-1251-5p	HCoV-OC43	19736	19743	8mer-1a	60
hsa-miR-1251-5p	HCoV-OC43	5383	5389	7mer-1a	60
hsa-miR-1251-5p	HCoV-OC43	6795	6801	7mer-m8	60
hsa-miR-1252-3p	HCoV-OC43	1289	1294	6mer	53
hsa-miR-1252-3p	HCoV-OC43	138	143	6mer	53
hsa-miR-1252-3p	HCoV-OC43	14861	14866	6mer	53
hsa-miR-1252-3p	HCoV-OC43	1737	1743	7mer-m8	53
hsa-miR-1252-3p	HCoV-OC43	17975	17980	6mer	53
