miRNA	Virus	Start	End	Site type	Target Score
hsa-let-7f-1-3p	HCoV-HKU1	11220	11225	6mer	97
hsa-miR-98-3p	HCoV-HKU1	11220	11225	6mer	97
hsa-let-7a-3p	HCoV-HKU1	11319	11324	6mer	97
hsa-let-7b-3p	HCoV-HKU1	11319	11324	6mer	97
hsa-let-7f-1-3p	HCoV-HKU1	11319	11324	6mer	97
hsa-miR-98-3p	HCoV-HKU1	11319	11324	6mer	97
hsa-let-7a-3p	HCoV-HKU1	12456	12462	7mer-1a	97
hsa-let-7b-3p	HCoV-HKU1	12456	12462	7mer-1a	97
hsa-let-7f-1-3p	HCoV-HKU1	12456	12462	7mer-1a	97
hsa-miR-98-3p	HCoV-HKU1	12456	12462	7mer-1a	97
hsa-let-7a-3p	HCoV-HKU1	15021	15027	7mer-m8	97
hsa-let-7b-3p	HCoV-HKU1	15021	15027	7mer-m8	97
hsa-let-7f-1-3p	HCoV-HKU1	15021	15027	7mer-m8	97
hsa-miR-98-3p	HCoV-HKU1	15021	15027	7mer-m8	97
hsa-let-7a-3p	HCoV-HKU1	1516	1522	7mer-m8	97
hsa-let-7b-3p	HCoV-HKU1	1516	1522	7mer-m8	97
hsa-let-7f-1-3p	HCoV-HKU1	1516	1522	7mer-m8	97
hsa-miR-98-3p	HCoV-HKU1	1516	1522	7mer-m8	97
hsa-let-7a-3p	HCoV-HKU1	16209	16214	6mer	97
hsa-let-7b-3p	HCoV-HKU1	16209	16214	6mer	97
hsa-let-7f-1-3p	HCoV-HKU1	16209	16214	6mer	97
hsa-miR-98-3p	HCoV-HKU1	16209	16214	6mer	97
hsa-let-7a-3p	HCoV-HKU1	16235	16241	7mer-1a	97
hsa-let-7b-3p	HCoV-HKU1	16235	16241	7mer-1a	97
hsa-let-7f-1-3p	HCoV-HKU1	16235	16241	7mer-1a	97
hsa-miR-98-3p	HCoV-HKU1	16235	16241	7mer-1a	97
hsa-let-7a-3p	HCoV-HKU1	16413	16419	7mer-m8	97
hsa-let-7b-3p	HCoV-HKU1	16413	16419	7mer-m8	97
hsa-let-7f-1-3p	HCoV-HKU1	16413	16419	7mer-m8	97
hsa-miR-98-3p	HCoV-HKU1	16413	16419	7mer-m8	97
hsa-let-7a-3p	HCoV-HKU1	16633	16640	8mer-1a	97
hsa-let-7b-3p	HCoV-HKU1	16633	16640	8mer-1a	97
hsa-let-7f-1-3p	HCoV-HKU1	16633	16640	8mer-1a	97
hsa-miR-98-3p	HCoV-HKU1	16633	16640	8mer-1a	97
hsa-let-7a-3p	HCoV-HKU1	17544	17549	6mer	97
hsa-let-7b-3p	HCoV-HKU1	17544	17549	6mer	97
hsa-let-7f-1-3p	HCoV-HKU1	17544	17549	6mer	97
hsa-miR-98-3p	HCoV-HKU1	17544	17549	6mer	97
hsa-let-7a-3p	HCoV-HKU1	18872	18878	7mer-1a	97
hsa-let-7b-3p	HCoV-HKU1	18872	18878	7mer-1a	97
hsa-let-7f-1-3p	HCoV-HKU1	18872	18878	7mer-1a	97
hsa-miR-98-3p	HCoV-HKU1	18872	18878	7mer-1a	97
hsa-let-7a-3p	HCoV-HKU1	20893	20900	8mer-1a	97
hsa-let-7b-3p	HCoV-HKU1	20893	20900	8mer-1a	97
hsa-let-7f-1-3p	HCoV-HKU1	20893	20900	8mer-1a	97
hsa-miR-98-3p	HCoV-HKU1	20893	20900	8mer-1a	97
hsa-let-7a-3p	HCoV-HKU1	23290	23296	7mer-m8	97
hsa-let-7b-3p	HCoV-HKU1	23290	23296	7mer-m8	97
hsa-let-7f-1-3p	HCoV-HKU1	23290	23296	7mer-m8	97
hsa-miR-98-3p	HCoV-HKU1	23290	23296	7mer-m8	97
hsa-let-7a-3p	HCoV-HKU1	26440	26445	6mer	97
hsa-let-7b-3p	HCoV-HKU1	26440	26445	6mer	97
hsa-let-7f-1-3p	HCoV-HKU1	26440	26445	6mer	97
hsa-miR-98-3p	HCoV-HKU1	26440	26445	6mer	97
hsa-let-7a-3p	HCoV-HKU1	27565	27572	8mer-1a	97
hsa-let-7b-3p	HCoV-HKU1	27565	27572	8mer-1a	97
hsa-let-7f-1-3p	HCoV-HKU1	27565	27572	8mer-1a	97
hsa-miR-98-3p	HCoV-HKU1	27565	27572	8mer-1a	97
hsa-let-7a-3p	HCoV-HKU1	4280	4286	7mer-1a	97
hsa-let-7b-3p	HCoV-HKU1	4280	4286	7mer-1a	97
hsa-let-7f-1-3p	HCoV-HKU1	4280	4286	7mer-1a	97
hsa-miR-98-3p	HCoV-HKU1	4280	4286	7mer-1a	97
hsa-let-7a-3p	HCoV-HKU1	7106	7112	7mer-m8	97
hsa-let-7b-3p	HCoV-HKU1	7106	7112	7mer-m8	97
hsa-let-7f-1-3p	HCoV-HKU1	7106	7112	7mer-m8	97
hsa-miR-98-3p	HCoV-HKU1	7106	7112	7mer-m8	97
hsa-let-7a-3p	HCoV-HKU1	722	728	7mer-m8	97
hsa-let-7b-3p	HCoV-HKU1	722	728	7mer-m8	97
hsa-let-7f-1-3p	HCoV-HKU1	722	728	7mer-m8	97
hsa-miR-98-3p	HCoV-HKU1	722	728	7mer-m8	97
hsa-let-7a-3p	HCoV-HKU1	7602	7608	7mer-1a	97
hsa-let-7b-3p	HCoV-HKU1	7602	7608	7mer-1a	97
hsa-let-7f-1-3p	HCoV-HKU1	7602	7608	7mer-1a	97
hsa-miR-98-3p	HCoV-HKU1	7602	7608	7mer-1a	97
hsa-let-7a-3p	HCoV-HKU1	8120	8126	7mer-m8	97
hsa-let-7b-3p	HCoV-HKU1	8120	8126	7mer-m8	97
hsa-let-7f-1-3p	HCoV-HKU1	8120	8126	7mer-m8	97
hsa-miR-98-3p	HCoV-HKU1	8120	8126	7mer-m8	97
hsa-let-7a-3p	HCoV-HKU1	8560	8566	7mer-m8	97
hsa-let-7b-3p	HCoV-HKU1	8560	8566	7mer-m8	97
hsa-let-7f-1-3p	HCoV-HKU1	8560	8566	7mer-m8	97
hsa-miR-98-3p	HCoV-HKU1	8560	8566	7mer-m8	97
hsa-let-7a-3p	HCoV-HKU1	9254	9260	7mer-m8	97
hsa-let-7b-3p	HCoV-HKU1	9254	9260	7mer-m8	97
hsa-let-7f-1-3p	HCoV-HKU1	9254	9260	7mer-m8	97
hsa-miR-98-3p	HCoV-HKU1	9254	9260	7mer-m8	97
hsa-let-7c-3p	HCoV-HKU1	10776	10782	7mer-m8	92
hsa-let-7c-3p	HCoV-HKU1	10863	10870	8mer-1a	92
hsa-let-7c-3p	HCoV-HKU1	1150	1155	6mer	92
hsa-let-7c-3p	HCoV-HKU1	13452	13459	8mer-1a	92
hsa-let-7c-3p	HCoV-HKU1	1372	1378	7mer-m8	92
hsa-let-7c-3p	HCoV-HKU1	14372	14378	7mer-m8	92
hsa-let-7c-3p	HCoV-HKU1	17343	17349	7mer-m8	92
hsa-let-7c-3p	HCoV-HKU1	18951	18956	6mer	92
hsa-let-7c-3p	HCoV-HKU1	20688	20694	7mer-m8	92
hsa-let-7c-3p	HCoV-HKU1	22537	22542	6mer	92
hsa-let-7c-3p	HCoV-HKU1	23889	23894	6mer	92
hsa-let-7c-3p	HCoV-HKU1	2538	2543	6mer	92
hsa-let-7c-3p	HCoV-HKU1	25761	25767	7mer-1a	92
hsa-let-7c-3p	HCoV-HKU1	25899	25905	7mer-1a	92
hsa-let-7c-3p	HCoV-HKU1	4039	4045	7mer-m8	92
hsa-let-7c-3p	HCoV-HKU1	5350	5356	7mer-1a	92
hsa-let-7c-3p	HCoV-HKU1	603	609	7mer-m8	92
hsa-let-7c-3p	HCoV-HKU1	8524	8529	6mer	92
hsa-let-7f-2-3p	HCoV-HKU1	10044	10050	7mer-1a	73
hsa-let-7f-2-3p	HCoV-HKU1	10684	10689	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	11183	11189	7mer-1a	73
hsa-let-7f-2-3p	HCoV-HKU1	11220	11225	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	11319	11324	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	12456	12462	7mer-1a	73
hsa-let-7f-2-3p	HCoV-HKU1	15022	15027	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	1517	1522	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	16209	16214	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	16234	16241	8mer-1a	73
hsa-let-7f-2-3p	HCoV-HKU1	16414	16419	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	16634	16640	7mer-1a	73
hsa-let-7f-2-3p	HCoV-HKU1	17544	17549	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	18872	18878	7mer-1a	73
hsa-let-7f-2-3p	HCoV-HKU1	20894	20900	7mer-1a	73
hsa-let-7f-2-3p	HCoV-HKU1	23291	23296	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	26440	26445	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	27566	27572	7mer-1a	73
hsa-let-7f-2-3p	HCoV-HKU1	4280	4286	7mer-1a	73
hsa-let-7f-2-3p	HCoV-HKU1	7107	7112	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	723	728	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	7602	7608	7mer-1a	73
hsa-let-7f-2-3p	HCoV-HKU1	8121	8126	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	8561	8566	6mer	73
hsa-let-7f-2-3p	HCoV-HKU1	9255	9260	6mer	73
hsa-miR-1-5p	HCoV-HKU1	10277	10283	7mer-1a	80
hsa-miR-1-5p	HCoV-HKU1	1281	1286	6mer	80
hsa-miR-1-5p	HCoV-HKU1	13182	13187	6mer	80
hsa-miR-1-5p	HCoV-HKU1	14018	14023	6mer	80
hsa-miR-1-5p	HCoV-HKU1	14378	14384	7mer-1a	80
hsa-miR-1-5p	HCoV-HKU1	14515	14520	6mer	80
hsa-miR-1-5p	HCoV-HKU1	15823	15829	7mer-1a	80
hsa-miR-1-5p	HCoV-HKU1	16949	16954	6mer	80
hsa-miR-1-5p	HCoV-HKU1	17416	17422	7mer-m8	80
hsa-miR-1-5p	HCoV-HKU1	17485	17490	6mer	80
hsa-miR-1-5p	HCoV-HKU1	20624	20630	7mer-1a	80
hsa-miR-1-5p	HCoV-HKU1	22652	22659	8mer-1a	80
hsa-miR-1-5p	HCoV-HKU1	23051	23056	6mer	80
hsa-miR-1-5p	HCoV-HKU1	25445	25450	6mer	80
hsa-miR-1-5p	HCoV-HKU1	26963	26968	6mer	80
hsa-miR-1-5p	HCoV-HKU1	27369	27375	7mer-m8	80
hsa-miR-1-5p	HCoV-HKU1	27762	27767	6mer	80
hsa-miR-1-5p	HCoV-HKU1	4241	4246	6mer	80
hsa-miR-1-5p	HCoV-HKU1	5316	5322	7mer-1a	80
hsa-miR-1-5p	HCoV-HKU1	5410	5415	6mer	80
hsa-miR-1-5p	HCoV-HKU1	7344	7350	7mer-1a	80
hsa-miR-1-5p	HCoV-HKU1	7432	7437	6mer	80
hsa-miR-1-5p	HCoV-HKU1	897	902	6mer	80
hsa-miR-1-5p	HCoV-HKU1	9463	9469	7mer-m8	80
hsa-miR-105-5p	HCoV-HKU1	11195	11201	7mer-m8	94
hsa-miR-105-5p	HCoV-HKU1	12031	12037	7mer-m8	94
hsa-miR-105-5p	HCoV-HKU1	13675	13682	8mer-1a	94
hsa-miR-105-5p	HCoV-HKU1	13683	13688	6mer	94
hsa-miR-105-5p	HCoV-HKU1	13883	13889	7mer-1a	94
hsa-miR-105-5p	HCoV-HKU1	1506	1511	6mer	94
hsa-miR-105-5p	HCoV-HKU1	15122	15128	7mer-1a	94
hsa-miR-105-5p	HCoV-HKU1	15782	15787	6mer	94
hsa-miR-105-5p	HCoV-HKU1	20506	20513	8mer-1a	94
hsa-miR-105-5p	HCoV-HKU1	20559	20565	7mer-m8	94
hsa-miR-105-5p	HCoV-HKU1	21158	21163	6mer	94
hsa-miR-105-5p	HCoV-HKU1	21209	21215	7mer-1a	94
hsa-miR-105-5p	HCoV-HKU1	21309	21314	6mer	94
hsa-miR-105-5p	HCoV-HKU1	22765	22770	6mer	94
hsa-miR-105-5p	HCoV-HKU1	29796	29802	7mer-1a	94
hsa-miR-105-5p	HCoV-HKU1	5361	5366	6mer	94
hsa-miR-105-5p	HCoV-HKU1	5954	5960	7mer-1a	94
hsa-miR-105-5p	HCoV-HKU1	6198	6203	6mer	94
hsa-miR-105-5p	HCoV-HKU1	8825	8830	6mer	94
hsa-miR-105-5p	HCoV-HKU1	9086	9092	7mer-m8	94
hsa-miR-105-5p	HCoV-HKU1	9799	9805	7mer-m8	94
hsa-miR-105-5p	HCoV-HKU1	9942	9948	7mer-1a	94
hsa-miR-10a-3p	HCoV-HKU1	11583	11588	6mer	67
hsa-miR-1179	HCoV-HKU1	11869	11876	8mer-1a	88
hsa-miR-1179	HCoV-HKU1	12514	12519	6mer	88
hsa-miR-1179	HCoV-HKU1	12572	12577	6mer	88
hsa-miR-1179	HCoV-HKU1	12821	12826	6mer	88
hsa-miR-1179	HCoV-HKU1	13294	13299	6mer	88
hsa-miR-1179	HCoV-HKU1	14902	14907	6mer	88
hsa-miR-1179	HCoV-HKU1	17518	17523	6mer	88
hsa-miR-1179	HCoV-HKU1	21381	21387	7mer-m8	88
hsa-miR-1179	HCoV-HKU1	21445	21450	6mer	88
hsa-miR-1179	HCoV-HKU1	23668	23674	7mer-1a	88
hsa-miR-1179	HCoV-HKU1	23773	23778	6mer	88
hsa-miR-1179	HCoV-HKU1	24997	25002	6mer	88
hsa-miR-1179	HCoV-HKU1	25108	25113	6mer	88
hsa-miR-1179	HCoV-HKU1	25981	25986	6mer	88
hsa-miR-1179	HCoV-HKU1	26059	26064	6mer	88
hsa-miR-1179	HCoV-HKU1	26209	26214	6mer	88
hsa-miR-1179	HCoV-HKU1	26359	26364	6mer	88
hsa-miR-1179	HCoV-HKU1	26719	26725	7mer-1a	88
hsa-miR-1179	HCoV-HKU1	27858	27863	6mer	88
hsa-miR-1179	HCoV-HKU1	2818	2824	7mer-m8	88
hsa-miR-1179	HCoV-HKU1	29202	29207	6mer	88
hsa-miR-1179	HCoV-HKU1	29436	29441	6mer	88
hsa-miR-1179	HCoV-HKU1	7022	7027	6mer	88
hsa-miR-1179	HCoV-HKU1	8092	8098	7mer-m8	88
hsa-miR-1179	HCoV-HKU1	9244	9250	7mer-m8	88
hsa-miR-1180-5p	HCoV-HKU1	10632	10639	8mer-1a	66
hsa-miR-1180-5p	HCoV-HKU1	11578	11583	6mer	66
hsa-miR-1180-5p	HCoV-HKU1	23710	23716	7mer-1a	66
hsa-miR-1180-5p	HCoV-HKU1	8947	8952	6mer	66
hsa-miR-1184	HCoV-HKU1	1061	1067	7mer-1a	58
hsa-miR-1184	HCoV-HKU1	12167	12173	7mer-m8	58
hsa-miR-1184	HCoV-HKU1	16759	16766	8mer-1a	58
hsa-miR-1184	HCoV-HKU1	4415	4421	7mer-m8	58
hsa-miR-1184	HCoV-HKU1	8400	8405	6mer	58
hsa-miR-1197	HCoV-HKU1	10319	10324	6mer	68
hsa-miR-1197	HCoV-HKU1	17685	17692	8mer-1a	68
hsa-miR-1197	HCoV-HKU1	177	182	6mer	68
hsa-miR-1197	HCoV-HKU1	19980	19985	6mer	68
hsa-miR-1197	HCoV-HKU1	22792	22799	8mer-1a	68
hsa-miR-1197	HCoV-HKU1	24361	24366	6mer	68
hsa-miR-1197	HCoV-HKU1	24424	24430	7mer-1a	68
hsa-miR-1197	HCoV-HKU1	5047	5054	8mer-1a	68
hsa-miR-122-5p	HCoV-HKU1	10497	10504	8mer-1a	50
hsa-miR-1226-3p	HCoV-HKU1	10530	10536	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	11099	11105	7mer-m8	89
hsa-miR-1226-3p	HCoV-HKU1	13166	13172	7mer-m8	89
hsa-miR-1226-3p	HCoV-HKU1	1413	1418	6mer	89
hsa-miR-1226-3p	HCoV-HKU1	15593	15598	6mer	89
hsa-miR-1226-3p	HCoV-HKU1	18503	18508	6mer	89
hsa-miR-1226-3p	HCoV-HKU1	18590	18596	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	23150	23155	6mer	89
hsa-miR-1226-3p	HCoV-HKU1	23843	23848	6mer	89
hsa-miR-1226-3p	HCoV-HKU1	24483	24488	6mer	89
hsa-miR-1226-3p	HCoV-HKU1	25730	25735	6mer	89
hsa-miR-1226-3p	HCoV-HKU1	2918	2925	8mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3060	3066	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3090	3096	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3120	3126	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3150	3156	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3180	3186	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3210	3216	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3240	3246	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3270	3276	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3300	3306	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3330	3336	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3360	3366	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3390	3396	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3420	3426	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3450	3456	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3480	3486	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	3510	3516	7mer-1a	89
hsa-miR-1226-3p	HCoV-HKU1	6336	6342	7mer-1a	89
hsa-miR-1244	HCoV-HKU1	15618	15624	7mer-m8	57
hsa-miR-1244	HCoV-HKU1	17001	17007	7mer-m8	57
hsa-miR-1244	HCoV-HKU1	23116	23122	7mer-1a	57
hsa-miR-1244	HCoV-HKU1	23599	23604	6mer	57
hsa-miR-1244	HCoV-HKU1	24193	24198	6mer	57
hsa-miR-1244	HCoV-HKU1	24460	24465	6mer	57
hsa-miR-1244	HCoV-HKU1	25065	25071	7mer-m8	57
hsa-miR-1244	HCoV-HKU1	25507	25512	6mer	57
hsa-miR-1244	HCoV-HKU1	27279	27284	6mer	57
hsa-miR-1244	HCoV-HKU1	27716	27721	6mer	57
hsa-miR-1244	HCoV-HKU1	28815	28820	6mer	57
hsa-miR-1244	HCoV-HKU1	632	638	7mer-1a	57
hsa-miR-1244	HCoV-HKU1	9962	9967	6mer	57
hsa-miR-1250-3p	HCoV-HKU1	10073	10078	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	10869	10875	7mer-1a	68
hsa-miR-1250-3p	HCoV-HKU1	13292	13297	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	15282	15287	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	15967	15974	8mer-1a	68
hsa-miR-1250-3p	HCoV-HKU1	16180	16187	8mer-1a	68
hsa-miR-1250-3p	HCoV-HKU1	17747	17753	7mer-1a	68
hsa-miR-1250-3p	HCoV-HKU1	1961	1966	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	2072	2077	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	20845	20850	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	24995	25000	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	25032	25037	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	26357	26362	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	26552	26557	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	26832	26837	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	29083	29088	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	3922	3927	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	4750	4755	6mer	68
hsa-miR-1250-3p	HCoV-HKU1	7020	7025	6mer	68
hsa-miR-1252-3p	HCoV-HKU1	13971	13976	6mer	85
hsa-miR-1252-3p	HCoV-HKU1	14144	14149	6mer	85
hsa-miR-1252-3p	HCoV-HKU1	15121	15126	6mer	85
hsa-miR-1252-3p	HCoV-HKU1	16318	16323	6mer	85
hsa-miR-1252-3p	HCoV-HKU1	16597	16603	7mer-1a	85
hsa-miR-1252-3p	HCoV-HKU1	18234	18240	7mer-m8	85
hsa-miR-1252-3p	HCoV-HKU1	19873	19878	6mer	85
hsa-miR-1252-3p	HCoV-HKU1	21315	21321	7mer-1a	85
hsa-miR-1252-3p	HCoV-HKU1	21837	21844	8mer-1a	85
hsa-miR-1252-3p	HCoV-HKU1	22000	22005	6mer	85
hsa-miR-1252-3p	HCoV-HKU1	23541	23546	6mer	85
hsa-miR-1252-3p	HCoV-HKU1	26869	26875	7mer-1a	85
hsa-miR-1252-3p	HCoV-HKU1	4235	4241	7mer-1a	85
hsa-miR-1252-3p	HCoV-HKU1	5360	5365	6mer	85
hsa-miR-1252-3p	HCoV-HKU1	5608	5613	6mer	85
hsa-miR-1252-3p	HCoV-HKU1	7258	7263	6mer	85
hsa-miR-1252-3p	HCoV-HKU1	8226	8232	7mer-m8	85
hsa-miR-1252-3p	HCoV-HKU1	8824	8829	6mer	85
hsa-miR-1255b-2-3p	HCoV-HKU1	10067	10073	7mer-1a	66
hsa-miR-1255b-2-3p	HCoV-HKU1	12326	12331	6mer	66
hsa-miR-1255b-2-3p	HCoV-HKU1	12881	12886	6mer	66
hsa-miR-1255b-2-3p	HCoV-HKU1	12938	12944	7mer-1a	66
hsa-miR-1255b-2-3p	HCoV-HKU1	13645	13650	6mer	66
hsa-miR-1255b-2-3p	HCoV-HKU1	14769	14776	8mer-1a	66
hsa-miR-1255b-2-3p	HCoV-HKU1	15607	15612	6mer	66
hsa-miR-1255b-2-3p	HCoV-HKU1	1898	1904	7mer-1a	66
hsa-miR-1255b-2-3p	HCoV-HKU1	21113	21118	6mer	66
hsa-miR-1255b-2-3p	HCoV-HKU1	22676	22681	6mer	66
hsa-miR-1255b-2-3p	HCoV-HKU1	24742	24748	7mer-1a	66
hsa-miR-1255b-2-3p	HCoV-HKU1	25162	25167	6mer	66
hsa-miR-1255b-2-3p	HCoV-HKU1	28209	28214	6mer	66
hsa-miR-1255b-2-3p	HCoV-HKU1	28272	28278	7mer-1a	66
hsa-miR-1255b-2-3p	HCoV-HKU1	2848	2853	6mer	66
hsa-miR-1255b-2-3p	HCoV-HKU1	4196	4201	6mer	66
hsa-miR-1255b-2-3p	HCoV-HKU1	4859	4864	6mer	66
hsa-miR-1255b-2-3p	HCoV-HKU1	6020	6025	6mer	66
hsa-miR-1255b-2-3p	HCoV-HKU1	6905	6911	7mer-m8	66
hsa-miR-1255b-2-3p	HCoV-HKU1	9155	9160	6mer	66
hsa-miR-125b-2-3p	HCoV-HKU1	876	881	6mer	83
hsa-miR-126-5p	HCoV-HKU1	10145	10150	6mer	98
hsa-miR-126-5p	HCoV-HKU1	10846	10852	7mer-m8	98
hsa-miR-126-5p	HCoV-HKU1	12836	12841	6mer	98
hsa-miR-126-5p	HCoV-HKU1	12925	12931	7mer-m8	98
hsa-miR-126-5p	HCoV-HKU1	15048	15054	7mer-m8	98
hsa-miR-126-5p	HCoV-HKU1	15931	15936	6mer	98
hsa-miR-126-5p	HCoV-HKU1	17146	17151	6mer	98
hsa-miR-126-5p	HCoV-HKU1	1717	1723	7mer-m8	98
hsa-miR-126-5p	HCoV-HKU1	17637	17642	6mer	98
hsa-miR-126-5p	HCoV-HKU1	19056	19061	6mer	98
hsa-miR-126-5p	HCoV-HKU1	19836	19842	7mer-m8	98
hsa-miR-126-5p	HCoV-HKU1	19864	19870	7mer-1a	98
hsa-miR-126-5p	HCoV-HKU1	21895	21901	7mer-m8	98
hsa-miR-126-5p	HCoV-HKU1	23235	23241	7mer-m8	98
hsa-miR-126-5p	HCoV-HKU1	24051	24057	7mer-m8	98
hsa-miR-126-5p	HCoV-HKU1	24249	24255	7mer-m8	98
hsa-miR-126-5p	HCoV-HKU1	24291	24297	7mer-m8	98
