miRNA	Virus	Start	End	Site type	Target Score
hsa-let-7g-3p	SARS-CoV-2	7378	7384	7mer-1a	61
hsa-let-7a-2-3p	SARS-CoV-2	7413	7418	6mer	61
hsa-let-7g-3p	SARS-CoV-2	7413	7418	6mer	61
hsa-let-7a-2-3p	SARS-CoV-2	7532	7538	7mer-1a	61
hsa-let-7g-3p	SARS-CoV-2	7532	7538	7mer-1a	61
hsa-let-7a-2-3p	SARS-CoV-2	9020	9026	7mer-1a	61
hsa-let-7g-3p	SARS-CoV-2	9020	9026	7mer-1a	61
hsa-let-7f-1-3p	SARS-CoV-2	11597	11603	7mer-1a	52
hsa-let-7f-1-3p	SARS-CoV-2	12300	12306	7mer-1a	52
hsa-let-7f-1-3p	SARS-CoV-2	17150	17155	6mer	52
hsa-let-7f-1-3p	SARS-CoV-2	19456	19462	7mer-1a	52
hsa-let-7f-1-3p	SARS-CoV-2	22917	22922	6mer	52
hsa-let-7f-1-3p	SARS-CoV-2	25860	25866	7mer-m8	52
hsa-let-7f-1-3p	SARS-CoV-2	26658	26664	7mer-m8	52
hsa-let-7f-1-3p	SARS-CoV-2	3376	3381	6mer	52
hsa-let-7f-1-3p	SARS-CoV-2	4867	4872	6mer	52
hsa-let-7f-1-3p	SARS-CoV-2	6290	6295	6mer	52
hsa-let-7f-1-3p	SARS-CoV-2	946	951	6mer	52
hsa-let-7c-3p	SARS-CoV-2	11836	11841	6mer	80
hsa-let-7c-3p	SARS-CoV-2	13160	13165	6mer	80
hsa-let-7c-3p	SARS-CoV-2	13312	13318	7mer-1a	80
hsa-let-7c-3p	SARS-CoV-2	14498	14504	7mer-m8	80
hsa-let-7c-3p	SARS-CoV-2	16211	16216	6mer	80
hsa-let-7c-3p	SARS-CoV-2	17426	17431	6mer	80
hsa-let-7c-3p	SARS-CoV-2	18497	18503	7mer-1a	80
hsa-let-7c-3p	SARS-CoV-2	18536	18543	8mer-1a	80
hsa-let-7c-3p	SARS-CoV-2	21009	21014	6mer	80
hsa-let-7c-3p	SARS-CoV-2	23773	23780	8mer-1a	80
hsa-let-7c-3p	SARS-CoV-2	23781	23786	6mer	80
hsa-let-7c-3p	SARS-CoV-2	23839	23845	7mer-m8	80
hsa-let-7c-3p	SARS-CoV-2	2411	2417	7mer-m8	80
hsa-let-7c-3p	SARS-CoV-2	27181	27187	7mer-m8	80
hsa-let-7c-3p	SARS-CoV-2	29758	29763	6mer	80
hsa-let-7c-3p	SARS-CoV-2	5571	5576	6mer	80
hsa-let-7c-3p	SARS-CoV-2	5929	5935	7mer-m8	80
hsa-let-7c-3p	SARS-CoV-2	7377	7384	8mer-1a	80
hsa-let-7c-3p	SARS-CoV-2	7413	7418	6mer	80
hsa-let-7c-3p	SARS-CoV-2	7532	7538	7mer-1a	80
hsa-let-7c-3p	SARS-CoV-2	9020	9026	7mer-1a	80
hsa-miR-1-3p	SARS-CoV-2	10074	10079	6mer	54
hsa-miR-206	SARS-CoV-2	10074	10079	6mer	54
hsa-miR-1-3p	SARS-CoV-2	10470	10475	6mer	54
hsa-miR-206	SARS-CoV-2	10470	10475	6mer	54
hsa-miR-1-3p	SARS-CoV-2	19313	19319	7mer-1a	54
hsa-miR-206	SARS-CoV-2	19313	19319	7mer-1a	54
hsa-miR-1-3p	SARS-CoV-2	27150	27156	7mer-1a	54
hsa-miR-206	SARS-CoV-2	27150	27156	7mer-1a	54
hsa-miR-1-3p	SARS-CoV-2	29357	29363	7mer-m8	54
hsa-miR-206	SARS-CoV-2	29357	29363	7mer-m8	54
hsa-miR-1-3p	SARS-CoV-2	4892	4899	8mer-1a	54
hsa-miR-206	SARS-CoV-2	4892	4899	8mer-1a	54
hsa-miR-1-5p	SARS-CoV-2	12608	12613	6mer	58
hsa-miR-1-5p	SARS-CoV-2	13307	13313	7mer-m8	58
hsa-miR-1-5p	SARS-CoV-2	15073	15079	7mer-m8	58
hsa-miR-1-5p	SARS-CoV-2	15592	15598	7mer-m8	58
hsa-miR-1-5p	SARS-CoV-2	16067	16072	6mer	58
hsa-miR-1-5p	SARS-CoV-2	17297	17302	6mer	58
hsa-miR-1-5p	SARS-CoV-2	25175	25182	8mer-1a	58
hsa-miR-1-5p	SARS-CoV-2	2966	2971	6mer	58
hsa-miR-1-5p	SARS-CoV-2	3108	3113	6mer	58
hsa-miR-1-5p	SARS-CoV-2	5703	5709	7mer-1a	58
hsa-miR-100-3p	SARS-CoV-2	10399	10404	6mer	79
hsa-miR-100-3p	SARS-CoV-2	10669	10674	6mer	79
hsa-miR-100-3p	SARS-CoV-2	1139	1146	8mer-1a	79
hsa-miR-100-3p	SARS-CoV-2	15379	15384	6mer	79
hsa-miR-100-3p	SARS-CoV-2	17157	17162	6mer	79
hsa-miR-100-3p	SARS-CoV-2	19558	19563	6mer	79
hsa-miR-100-3p	SARS-CoV-2	22864	22869	6mer	79
hsa-miR-100-3p	SARS-CoV-2	2303	2309	7mer-m8	79
hsa-miR-100-3p	SARS-CoV-2	26708	26713	6mer	79
hsa-miR-100-3p	SARS-CoV-2	28959	28965	7mer-1a	79
hsa-miR-100-3p	SARS-CoV-2	3963	3969	7mer-m8	79
hsa-miR-100-3p	SARS-CoV-2	708	713	6mer	79
hsa-miR-100-3p	SARS-CoV-2	8811	8817	7mer-m8	79
hsa-miR-100-3p	SARS-CoV-2	8998	9003	6mer	79
hsa-miR-107	SARS-CoV-2	12727	12732	6mer	85
hsa-miR-107	SARS-CoV-2	13089	13095	7mer-m8	85
hsa-miR-107	SARS-CoV-2	14561	14567	7mer-m8	85
hsa-miR-107	SARS-CoV-2	14780	14786	7mer-m8	85
hsa-miR-107	SARS-CoV-2	19857	19862	6mer	85
hsa-miR-107	SARS-CoV-2	22345	22351	7mer-1a	85
hsa-miR-107	SARS-CoV-2	24094	24099	6mer	85
hsa-miR-107	SARS-CoV-2	24235	24241	7mer-1a	85
hsa-miR-107	SARS-CoV-2	24634	24639	6mer	85
hsa-miR-107	SARS-CoV-2	25319	25325	7mer-1a	85
hsa-miR-107	SARS-CoV-2	25683	25688	6mer	85
hsa-miR-107	SARS-CoV-2	26371	26377	7mer-1a	85
hsa-miR-107	SARS-CoV-2	26723	26728	6mer	85
hsa-miR-107	SARS-CoV-2	27101	27107	7mer-1a	85
hsa-miR-107	SARS-CoV-2	28734	28741	8mer-1a	85
hsa-miR-107	SARS-CoV-2	28920	28926	7mer-m8	85
hsa-miR-107	SARS-CoV-2	28935	28940	6mer	85
hsa-miR-107	SARS-CoV-2	28938	28943	6mer	85
hsa-miR-107	SARS-CoV-2	29023	29028	6mer	85
hsa-miR-107	SARS-CoV-2	29461	29467	7mer-1a	85
hsa-miR-107	SARS-CoV-2	3163	3168	6mer	85
hsa-miR-107	SARS-CoV-2	8458	8463	6mer	85
hsa-miR-107	SARS-CoV-2	8614	8619	6mer	85
hsa-miR-107	SARS-CoV-2	8827	8833	7mer-1a	85
hsa-miR-107	SARS-CoV-2	953	958	6mer	85
hsa-miR-103a-2-5p	SARS-CoV-2	12147	12153	7mer-m8	65
hsa-miR-103a-2-5p	SARS-CoV-2	18269	18275	7mer-m8	65
hsa-miR-103a-2-5p	SARS-CoV-2	18333	18338	6mer	65
hsa-miR-103a-2-5p	SARS-CoV-2	20127	20132	6mer	65
hsa-miR-103a-2-5p	SARS-CoV-2	28624	28629	6mer	65
hsa-miR-103a-2-5p	SARS-CoV-2	29039	29045	7mer-m8	65
hsa-miR-103a-2-5p	SARS-CoV-2	3405	3411	7mer-m8	65
hsa-miR-103a-2-5p	SARS-CoV-2	4353	4359	7mer-1a	65
hsa-miR-103a-2-5p	SARS-CoV-2	4644	4650	7mer-m8	65
hsa-miR-103a-2-5p	SARS-CoV-2	5560	5565	6mer	65
hsa-miR-103a-2-5p	SARS-CoV-2	8113	8118	6mer	65
hsa-miR-103a-2-5p	SARS-CoV-2	9241	9246	6mer	65
hsa-miR-103a-2-5p	SARS-CoV-2	9792	9798	7mer-m8	65
hsa-miR-103a-2-5p	SARS-CoV-2	9946	9951	6mer	65
hsa-miR-103b	SARS-CoV-2	1008	1014	7mer-1a	81
hsa-miR-103b	SARS-CoV-2	10439	10445	7mer-1a	81
hsa-miR-103b	SARS-CoV-2	10753	10760	8mer-1a	81
hsa-miR-103b	SARS-CoV-2	11108	11113	6mer	81
hsa-miR-103b	SARS-CoV-2	11123	11128	6mer	81
hsa-miR-103b	SARS-CoV-2	12287	12293	7mer-1a	81
hsa-miR-103b	SARS-CoV-2	12347	12352	6mer	81
hsa-miR-103b	SARS-CoV-2	14575	14580	6mer	81
hsa-miR-103b	SARS-CoV-2	16206	16212	7mer-m8	81
hsa-miR-103b	SARS-CoV-2	2012	2018	7mer-1a	81
hsa-miR-103b	SARS-CoV-2	20269	20274	6mer	81
hsa-miR-103b	SARS-CoV-2	20305	20311	7mer-m8	81
hsa-miR-103b	SARS-CoV-2	20686	20691	6mer	81
hsa-miR-103b	SARS-CoV-2	24257	24262	6mer	81
hsa-miR-103b	SARS-CoV-2	4616	4622	7mer-m8	81
hsa-miR-103b	SARS-CoV-2	7400	7405	6mer	81
hsa-miR-103b	SARS-CoV-2	816	821	6mer	81
hsa-miR-1178-5p	SARS-CoV-2	13339	13345	7mer-m8	68
hsa-miR-1178-5p	SARS-CoV-2	14568	14574	7mer-m8	68
hsa-miR-1178-5p	SARS-CoV-2	17437	17442	6mer	68
hsa-miR-1178-5p	SARS-CoV-2	21055	21061	7mer-1a	68
hsa-miR-1178-5p	SARS-CoV-2	22441	22447	7mer-m8	68
hsa-miR-1178-5p	SARS-CoV-2	28329	28334	6mer	68
hsa-miR-1178-5p	SARS-CoV-2	3733	3740	8mer-1a	68
hsa-miR-1178-5p	SARS-CoV-2	5941	5948	8mer-1a	68
hsa-miR-1179	SARS-CoV-2	10950	10955	6mer	71
hsa-miR-1179	SARS-CoV-2	11438	11443	6mer	71
hsa-miR-1179	SARS-CoV-2	11602	11608	7mer-1a	71
hsa-miR-1179	SARS-CoV-2	12064	12069	6mer	71
hsa-miR-1179	SARS-CoV-2	12358	12363	6mer	71
hsa-miR-1179	SARS-CoV-2	1352	1357	6mer	71
hsa-miR-1179	SARS-CoV-2	14032	14037	6mer	71
hsa-miR-1179	SARS-CoV-2	14779	14784	6mer	71
hsa-miR-1179	SARS-CoV-2	14905	14911	7mer-1a	71
hsa-miR-1179	SARS-CoV-2	15891	15897	7mer-1a	71
hsa-miR-1179	SARS-CoV-2	16319	16324	6mer	71
hsa-miR-1179	SARS-CoV-2	16387	16392	6mer	71
hsa-miR-1179	SARS-CoV-2	16582	16587	6mer	71
hsa-miR-1179	SARS-CoV-2	17645	17650	6mer	71
hsa-miR-1179	SARS-CoV-2	17790	17796	7mer-m8	71
hsa-miR-1179	SARS-CoV-2	20714	20721	8mer-1a	71
hsa-miR-1179	SARS-CoV-2	21186	21192	7mer-m8	71
hsa-miR-1179	SARS-CoV-2	25079	25084	6mer	71
hsa-miR-1179	SARS-CoV-2	28733	28738	6mer	71
hsa-miR-1179	SARS-CoV-2	29770	29776	7mer-1a	71
hsa-miR-1179	SARS-CoV-2	4198	4204	7mer-1a	71
hsa-miR-1179	SARS-CoV-2	4396	4401	6mer	71
hsa-miR-1181	SARS-CoV-2	336	341	6mer	68
hsa-miR-1181	SARS-CoV-2	701	708	8mer-1a	68
hsa-miR-1183	SARS-CoV-2	10654	10659	6mer	51
hsa-miR-1183	SARS-CoV-2	11838	11843	6mer	51
hsa-miR-1183	SARS-CoV-2	14393	14399	7mer-m8	51
hsa-miR-1183	SARS-CoV-2	16224	16229	6mer	51
hsa-miR-1183	SARS-CoV-2	16926	16932	7mer-1a	51
hsa-miR-1183	SARS-CoV-2	20439	20444	6mer	51
hsa-miR-1183	SARS-CoV-2	27108	27113	6mer	51
hsa-miR-1183	SARS-CoV-2	27184	27190	7mer-1a	51
hsa-miR-1183	SARS-CoV-2	27958	27963	6mer	51
hsa-miR-1183	SARS-CoV-2	28130	28135	6mer	51
hsa-miR-1183	SARS-CoV-2	2845	2850	6mer	51
hsa-miR-1183	SARS-CoV-2	29760	29765	6mer	51
hsa-miR-1183	SARS-CoV-2	4683	4689	7mer-m8	51
hsa-miR-1183	SARS-CoV-2	7688	7694	7mer-m8	51
hsa-miR-1183	SARS-CoV-2	7747	7752	6mer	51
hsa-miR-1183	SARS-CoV-2	7945	7951	7mer-m8	51
hsa-miR-1183	SARS-CoV-2	9485	9490	6mer	51
hsa-miR-1184	SARS-CoV-2	14195	14201	7mer-1a	78
hsa-miR-1184	SARS-CoV-2	183	188	6mer	78
hsa-miR-1184	SARS-CoV-2	22346	22352	7mer-m8	78
hsa-miR-1184	SARS-CoV-2	24605	24612	8mer-1a	78
hsa-miR-1184	SARS-CoV-2	29462	29469	8mer-1a	78
hsa-miR-1184	SARS-CoV-2	8109	8115	7mer-1a	78
hsa-miR-1184	SARS-CoV-2	8828	8834	7mer-m8	78
hsa-miR-1197	SARS-CoV-2	17566	17571	6mer	60
hsa-miR-1197	SARS-CoV-2	21808	21814	7mer-1a	60
hsa-miR-1197	SARS-CoV-2	22660	22666	7mer-1a	60
hsa-miR-1197	SARS-CoV-2	24711	24716	6mer	60
hsa-miR-1197	SARS-CoV-2	27592	27597	6mer	60
hsa-miR-1197	SARS-CoV-2	28001	28008	8mer-1a	60
hsa-miR-1197	SARS-CoV-2	579	585	7mer-m8	60
hsa-miR-1197	SARS-CoV-2	8135	8141	7mer-m8	60
hsa-miR-1202	SARS-CoV-2	10571	10577	7mer-m8	57
hsa-miR-3972	SARS-CoV-2	10571	10577	7mer-m8	57
hsa-miR-1202	SARS-CoV-2	18167	18172	6mer	57
hsa-miR-3972	SARS-CoV-2	18167	18172	6mer	57
hsa-miR-1202	SARS-CoV-2	25071	25076	6mer	57
hsa-miR-3972	SARS-CoV-2	25071	25076	6mer	57
hsa-miR-1202	SARS-CoV-2	25835	25841	7mer-m8	57
hsa-miR-3972	SARS-CoV-2	25835	25841	7mer-m8	57
hsa-miR-1202	SARS-CoV-2	28344	28349	6mer	57
hsa-miR-3972	SARS-CoV-2	28344	28349	6mer	57
hsa-miR-1202	SARS-CoV-2	28904	28911	8mer-1a	57
hsa-miR-3972	SARS-CoV-2	28904	28911	8mer-1a	57
hsa-miR-1202	SARS-CoV-2	8874	8879	6mer	57
hsa-miR-3972	SARS-CoV-2	8874	8879	6mer	57
hsa-miR-122-5p	SARS-CoV-2	17071	17078	8mer-1a	67
hsa-miR-122-5p	SARS-CoV-2	25511	25516	6mer	67
hsa-miR-122-5p	SARS-CoV-2	26890	26896	7mer-1a	67
hsa-miR-122-5p	SARS-CoV-2	5309	5316	8mer-1a	67
hsa-miR-1226-3p	SARS-CoV-2	10422	10427	6mer	92
hsa-miR-1226-3p	SARS-CoV-2	15112	15118	7mer-m8	92
hsa-miR-1226-3p	SARS-CoV-2	16585	16592	8mer-1a	92
hsa-miR-1226-3p	SARS-CoV-2	22314	22320	7mer-1a	92
hsa-miR-1226-3p	SARS-CoV-2	22340	22346	7mer-m8	92
hsa-miR-1226-3p	SARS-CoV-2	2544	2550	7mer-1a	92
hsa-miR-1226-3p	SARS-CoV-2	26060	26065	6mer	92
hsa-miR-1226-3p	SARS-CoV-2	2997	3003	7mer-1a	92
hsa-miR-1226-3p	SARS-CoV-2	4181	4187	7mer-m8	92
hsa-miR-1226-3p	SARS-CoV-2	5375	5382	8mer-1a	92
hsa-miR-1226-3p	SARS-CoV-2	6286	6291	6mer	92
hsa-miR-1226-3p	SARS-CoV-2	656	662	7mer-m8	92
hsa-miR-1226-3p	SARS-CoV-2	9245	9251	7mer-m8	92
hsa-miR-1226-3p	SARS-CoV-2	9410	9416	7mer-m8	92
hsa-miR-1226-3p	SARS-CoV-2	9570	9575	6mer	92
hsa-miR-1227-3p	SARS-CoV-2	10573	10579	7mer-1a	65
hsa-miR-1227-3p	SARS-CoV-2	1296	1302	7mer-m8	65
hsa-miR-1227-3p	SARS-CoV-2	15232	15238	7mer-1a	65
hsa-miR-1227-3p	SARS-CoV-2	2116	2121	6mer	65
hsa-miR-1227-3p	SARS-CoV-2	24856	24862	7mer-1a	65
hsa-miR-1227-3p	SARS-CoV-2	25911	25917	7mer-1a	65
hsa-miR-1227-3p	SARS-CoV-2	26897	26902	6mer	65
hsa-miR-1227-3p	SARS-CoV-2	27413	27418	6mer	65
hsa-miR-1227-3p	SARS-CoV-2	28711	28716	6mer	65
hsa-miR-1227-3p	SARS-CoV-2	409	414	6mer	65
hsa-miR-1227-3p	SARS-CoV-2	4185	4191	7mer-m8	65
hsa-miR-1227-3p	SARS-CoV-2	712	717	6mer	65
hsa-miR-1227-3p	SARS-CoV-2	8875	8880	6mer	65
hsa-miR-1231	SARS-CoV-2	1019	1024	6mer	77
hsa-miR-1231	SARS-CoV-2	12353	12359	7mer-1a	77
hsa-miR-1231	SARS-CoV-2	12915	12920	6mer	77
hsa-miR-1231	SARS-CoV-2	14314	14319	6mer	77
hsa-miR-1231	SARS-CoV-2	14838	14844	7mer-1a	77
hsa-miR-1231	SARS-CoV-2	17536	17542	7mer-m8	77
hsa-miR-1231	SARS-CoV-2	18701	18706	6mer	77
hsa-miR-1231	SARS-CoV-2	19007	19013	7mer-1a	77
hsa-miR-1231	SARS-CoV-2	22783	22789	7mer-1a	77
hsa-miR-1231	SARS-CoV-2	2291	2296	6mer	77
hsa-miR-1231	SARS-CoV-2	23300	23305	6mer	77
hsa-miR-1231	SARS-CoV-2	24575	24580	6mer	77
hsa-miR-1231	SARS-CoV-2	24912	24918	7mer-1a	77
hsa-miR-1231	SARS-CoV-2	26054	26059	6mer	77
hsa-miR-1231	SARS-CoV-2	27657	27663	7mer-1a	77
hsa-miR-1231	SARS-CoV-2	29149	29155	7mer-1a	77
hsa-miR-1231	SARS-CoV-2	3257	3263	7mer-1a	77
hsa-miR-1231	SARS-CoV-2	3393	3398	6mer	77
hsa-miR-1231	SARS-CoV-2	4230	4236	7mer-1a	77
hsa-miR-1231	SARS-CoV-2	5540	5546	7mer-1a	77
hsa-miR-1236-3p	SARS-CoV-2	14268	14275	8mer-1a	74
hsa-miR-1236-3p	SARS-CoV-2	1676	1682	7mer-1a	74
hsa-miR-1236-3p	SARS-CoV-2	2159	2165	7mer-1a	74
hsa-miR-1236-3p	SARS-CoV-2	22626	22633	8mer-1a	74
hsa-miR-1236-3p	SARS-CoV-2	26262	26269	8mer-1a	74
hsa-miR-1236-3p	SARS-CoV-2	26553	26558	6mer	74
hsa-miR-1236-3p	SARS-CoV-2	27361	27366	6mer	74
hsa-miR-1236-3p	SARS-CoV-2	28536	28541	6mer	74
hsa-miR-1236-3p	SARS-CoV-2	29794	29800	7mer-m8	74
hsa-miR-1236-3p	SARS-CoV-2	3080	3085	6mer	74
hsa-miR-1236-3p	SARS-CoV-2	3182	3187	6mer	74
hsa-miR-1236-3p	SARS-CoV-2	3844	3849	6mer	74
hsa-miR-1236-3p	SARS-CoV-2	6527	6532	6mer	74
hsa-miR-1236-3p	SARS-CoV-2	9468	9473	6mer	74
hsa-miR-1238-5p	SARS-CoV-2	117	122	6mer	70
hsa-miR-4758-5p	SARS-CoV-2	117	122	6mer	73
hsa-miR-1238-5p	SARS-CoV-2	12396	12402	7mer-1a	70
hsa-miR-4758-5p	SARS-CoV-2	12396	12402	7mer-1a	73
hsa-miR-1238-5p	SARS-CoV-2	17000	17006	7mer-1a	70
hsa-miR-4758-5p	SARS-CoV-2	17000	17006	7mer-1a	73
hsa-miR-1238-5p	SARS-CoV-2	17874	17880	7mer-1a	70
hsa-miR-4758-5p	SARS-CoV-2	17874	17880	7mer-1a	73
hsa-miR-1238-5p	SARS-CoV-2	19972	19978	7mer-m8	70
hsa-miR-4758-5p	SARS-CoV-2	19972	19978	7mer-m8	73
hsa-miR-1238-5p	SARS-CoV-2	2399	2405	7mer-1a	70
hsa-miR-4758-5p	SARS-CoV-2	2399	2405	7mer-1a	73
hsa-miR-1238-5p	SARS-CoV-2	2706	2712	7mer-1a	70
hsa-miR-4758-5p	SARS-CoV-2	2706	2712	7mer-1a	73
hsa-miR-1238-5p	SARS-CoV-2	27573	27579	7mer-1a	70
hsa-miR-4758-5p	SARS-CoV-2	27573	27579	7mer-1a	73
hsa-miR-1238-5p	SARS-CoV-2	27737	27743	7mer-1a	70
hsa-miR-4758-5p	SARS-CoV-2	27737	27743	7mer-1a	73
hsa-miR-1238-5p	SARS-CoV-2	28441	28447	7mer-1a	70
hsa-miR-4758-5p	SARS-CoV-2	28441	28447	7mer-1a	73
hsa-miR-506-3p	SARS-CoV-2	14229	14234	6mer	63
hsa-miR-506-3p	SARS-CoV-2	24132	24137	6mer	63
hsa-miR-506-3p	SARS-CoV-2	29414	29419	6mer	63
hsa-miR-506-3p	SARS-CoV-2	3485	3491	7mer-1a	63
hsa-miR-506-3p	SARS-CoV-2	6771	6777	7mer-m8	63
hsa-miR-1244	SARS-CoV-2	11492	11498	7mer-m8	70
hsa-miR-1244	SARS-CoV-2	11746	11751	6mer	70
hsa-miR-1244	SARS-CoV-2	11975	11980	6mer	70
hsa-miR-1244	SARS-CoV-2	12004	12009	6mer	70
hsa-miR-1244	SARS-CoV-2	1328	1333	6mer	70
hsa-miR-1244	SARS-CoV-2	14801	14807	7mer-1a	70
hsa-miR-1244	SARS-CoV-2	14843	14850	8mer-1a	70
hsa-miR-1244	SARS-CoV-2	21884	21889	6mer	70
hsa-miR-1244	SARS-CoV-2	23276	23281	6mer	70
hsa-miR-1244	SARS-CoV-2	26200	26206	7mer-1a	70
hsa-miR-1244	SARS-CoV-2	2979	2984	6mer	70
hsa-miR-1244	SARS-CoV-2	3262	3269	8mer-1a	70
hsa-miR-1244	SARS-CoV-2	4190	4195	6mer	70
hsa-miR-1244	SARS-CoV-2	6721	6728	8mer-1a	70
hsa-miR-1244	SARS-CoV-2	6851	6857	7mer-1a	70
hsa-miR-1244	SARS-CoV-2	8500	8507	8mer-1a	70
hsa-miR-1250-3p	SARS-CoV-2	10067	10072	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	10872	10877	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	11087	11093	7mer-m8	77
hsa-miR-1250-3p	SARS-CoV-2	11846	11851	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	11993	11998	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	1350	1355	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	15831	15836	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	17653	17658	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	18043	18049	7mer-m8	77
hsa-miR-1250-3p	SARS-CoV-2	18220	18226	7mer-1a	77
hsa-miR-1250-3p	SARS-CoV-2	19627	19633	7mer-m8	77
hsa-miR-1250-3p	SARS-CoV-2	20704	20709	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	21068	21073	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	21082	21089	8mer-1a	77
hsa-miR-1250-3p	SARS-CoV-2	22403	22409	7mer-m8	77
hsa-miR-1250-3p	SARS-CoV-2	24423	24428	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	24644	24649	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	25192	25197	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	25965	25970	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	28271	28276	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	28571	28577	7mer-1a	77
hsa-miR-1250-3p	SARS-CoV-2	28970	28975	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	3387	3392	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	7906	7911	6mer	77
hsa-miR-1250-3p	SARS-CoV-2	8030	8035	6mer	77
hsa-miR-1252-3p	SARS-CoV-2	16083	16088	6mer	57
hsa-miR-1252-3p	SARS-CoV-2	17103	17108	6mer	57
hsa-miR-1252-3p	SARS-CoV-2	20602	20608	7mer-1a	57
hsa-miR-1252-3p	SARS-CoV-2	22679	22684	6mer	57
hsa-miR-1252-3p	SARS-CoV-2	22757	22762	6mer	57
hsa-miR-1252-3p	SARS-CoV-2	24008	24014	7mer-1a	57
hsa-miR-1252-3p	SARS-CoV-2	24107	24113	7mer-m8	57
hsa-miR-1252-3p	SARS-CoV-2	29322	29327	6mer	57
hsa-miR-1252-3p	SARS-CoV-2	689	694	6mer	57
hsa-miR-1252-3p	SARS-CoV-2	6905	6911	7mer-1a	57
hsa-miR-1252-3p	SARS-CoV-2	7430	7435	6mer	57
hsa-miR-1252-3p	SARS-CoV-2	7821	7827	7mer-m8	57
hsa-miR-1252-3p	SARS-CoV-2	9699	9704	6mer	57
hsa-miR-1256	SARS-CoV-2	11090	11095	6mer	82
hsa-miR-1256	SARS-CoV-2	14163	14168	6mer	82
hsa-miR-1256	SARS-CoV-2	16932	16938	7mer-1a	82
hsa-miR-1256	SARS-CoV-2	17397	17404	8mer-1a	82
hsa-miR-1256	SARS-CoV-2	20026	20031	6mer	82
hsa-miR-1256	SARS-CoV-2	25787	25792	6mer	82
hsa-miR-1256	SARS-CoV-2	3505	3512	8mer-1a	82
hsa-miR-1256	SARS-CoV-2	4429	4434	6mer	82
