miRNA	Virus	Start	End	Site type	Target Score
hsa-let-7c-3p	HCoV-NL63	17016	17022	7mer-m8	68
hsa-let-7c-3p	HCoV-NL63	17205	17211	7mer-m8	68
hsa-let-7c-3p	HCoV-NL63	2193	2198	6mer	68
hsa-let-7c-3p	HCoV-NL63	23254	23259	6mer	68
hsa-let-7c-3p	HCoV-NL63	3489	3495	7mer-m8	68
hsa-let-7c-3p	HCoV-NL63	3831	3837	7mer-m8	68
hsa-let-7c-3p	HCoV-NL63	9385	9390	6mer	68
hsa-let-7f-2-3p	HCoV-NL63	10826	10832	7mer-1a	72
hsa-let-7f-2-3p	HCoV-NL63	11307	11313	7mer-1a	72
hsa-let-7f-2-3p	HCoV-NL63	11769	11775	7mer-1a	72
hsa-let-7f-2-3p	HCoV-NL63	12653	12659	7mer-1a	72
hsa-let-7f-2-3p	HCoV-NL63	17951	17957	7mer-1a	72
hsa-let-7f-2-3p	HCoV-NL63	19236	19241	6mer	72
hsa-let-7f-2-3p	HCoV-NL63	20846	20852	7mer-m8	72
hsa-let-7f-2-3p	HCoV-NL63	25122	25128	7mer-1a	72
hsa-let-7f-2-3p	HCoV-NL63	3891	3897	7mer-m8	72
hsa-let-7f-2-3p	HCoV-NL63	4068	4074	7mer-m8	72
hsa-let-7f-2-3p	HCoV-NL63	5336	5342	7mer-1a	72
hsa-let-7f-2-3p	HCoV-NL63	7978	7983	6mer	72
hsa-let-7f-2-3p	HCoV-NL63	927	932	6mer	72
hsa-miR-1-5p	HCoV-NL63	10904	10910	7mer-1a	85
hsa-miR-1-5p	HCoV-NL63	10996	11002	7mer-m8	85
hsa-miR-1-5p	HCoV-NL63	11120	11125	6mer	85
hsa-miR-1-5p	HCoV-NL63	11847	11853	7mer-1a	85
hsa-miR-1-5p	HCoV-NL63	12263	12268	6mer	85
hsa-miR-1-5p	HCoV-NL63	13213	13220	8mer-1a	85
hsa-miR-1-5p	HCoV-NL63	14032	14038	7mer-m8	85
hsa-miR-1-5p	HCoV-NL63	15166	15171	6mer	85
hsa-miR-1-5p	HCoV-NL63	16817	16823	7mer-1a	85
hsa-miR-1-5p	HCoV-NL63	19160	19166	7mer-1a	85
hsa-miR-1-5p	HCoV-NL63	22962	22967	6mer	85
hsa-miR-1-5p	HCoV-NL63	24159	24165	7mer-m8	85
hsa-miR-1-5p	HCoV-NL63	25542	25547	6mer	85
hsa-miR-1-5p	HCoV-NL63	3809	3815	7mer-1a	85
hsa-miR-1-5p	HCoV-NL63	6038	6043	6mer	85
hsa-miR-1-5p	HCoV-NL63	8201	8208	8mer-1a	85
hsa-miR-107	HCoV-NL63	10720	10725	6mer	83
hsa-miR-107	HCoV-NL63	13739	13745	7mer-m8	83
hsa-miR-107	HCoV-NL63	1399	1404	6mer	83
hsa-miR-107	HCoV-NL63	16130	16136	7mer-m8	83
hsa-miR-107	HCoV-NL63	1693	1699	7mer-1a	83
hsa-miR-107	HCoV-NL63	23869	23874	6mer	83
hsa-miR-107	HCoV-NL63	24988	24993	6mer	83
hsa-miR-107	HCoV-NL63	26690	26695	6mer	83
hsa-miR-107	HCoV-NL63	4146	4152	7mer-m8	83
hsa-miR-107	HCoV-NL63	5808	5814	7mer-m8	83
hsa-miR-107	HCoV-NL63	8761	8767	7mer-1a	83
hsa-miR-107	HCoV-NL63	8854	8859	6mer	83
hsa-miR-107	HCoV-NL63	8857	8863	7mer-1a	83
hsa-miR-107	HCoV-NL63	8937	8944	8mer-1a	83
hsa-miR-107	HCoV-NL63	9729	9735	7mer-m8	83
hsa-miR-103b	HCoV-NL63	11354	11359	6mer	59
hsa-miR-103b	HCoV-NL63	12784	12789	6mer	59
hsa-miR-103b	HCoV-NL63	12949	12954	6mer	59
hsa-miR-103b	HCoV-NL63	16159	16165	7mer-1a	59
hsa-miR-103b	HCoV-NL63	18641	18646	6mer	59
hsa-miR-103b	HCoV-NL63	19597	19602	6mer	59
hsa-miR-103b	HCoV-NL63	23931	23937	7mer-m8	59
hsa-miR-103b	HCoV-NL63	8455	8461	7mer-m8	59
hsa-miR-103b	HCoV-NL63	9025	9031	7mer-m8	59
hsa-miR-103b	HCoV-NL63	9802	9808	7mer-m8	59
hsa-miR-106a-3p	HCoV-NL63	10229	10235	7mer-1a	77
hsa-miR-106a-3p	HCoV-NL63	10912	10918	7mer-m8	77
hsa-miR-106a-3p	HCoV-NL63	15189	15195	7mer-1a	77
hsa-miR-106a-3p	HCoV-NL63	15916	15922	7mer-1a	77
hsa-miR-106a-3p	HCoV-NL63	15951	15956	6mer	77
hsa-miR-106a-3p	HCoV-NL63	17878	17884	7mer-1a	77
hsa-miR-106a-3p	HCoV-NL63	21830	21835	6mer	77
hsa-miR-106a-3p	HCoV-NL63	22639	22644	6mer	77
hsa-miR-106a-3p	HCoV-NL63	23496	23501	6mer	77
hsa-miR-106a-3p	HCoV-NL63	4482	4489	8mer-1a	77
hsa-miR-106a-3p	HCoV-NL63	472	478	7mer-m8	77
hsa-miR-106a-3p	HCoV-NL63	6872	6878	7mer-1a	77
hsa-miR-106a-3p	HCoV-NL63	8699	8704	6mer	77
hsa-miR-106a-3p	HCoV-NL63	9461	9466	6mer	77
hsa-miR-1179	HCoV-NL63	1004	1009	6mer	62
hsa-miR-1179	HCoV-NL63	11147	11153	7mer-1a	62
hsa-miR-1179	HCoV-NL63	12580	12585	6mer	62
hsa-miR-1179	HCoV-NL63	16297	16302	6mer	62
hsa-miR-1179	HCoV-NL63	20535	20541	7mer-1a	62
hsa-miR-1179	HCoV-NL63	20763	20768	6mer	62
hsa-miR-1179	HCoV-NL63	20826	20831	6mer	62
hsa-miR-1179	HCoV-NL63	22983	22988	6mer	62
hsa-miR-1179	HCoV-NL63	2339	2345	7mer-1a	62
hsa-miR-1179	HCoV-NL63	27059	27064	6mer	62
hsa-miR-1179	HCoV-NL63	27186	27191	6mer	62
hsa-miR-1179	HCoV-NL63	4145	4150	6mer	62
hsa-miR-1179	HCoV-NL63	5819	5824	6mer	62
hsa-miR-1179	HCoV-NL63	6683	6688	6mer	62
hsa-miR-1179	HCoV-NL63	6776	6782	7mer-1a	62
hsa-miR-1179	HCoV-NL63	7118	7123	6mer	62
hsa-miR-1179	HCoV-NL63	869	875	7mer-1a	62
hsa-miR-1179	HCoV-NL63	919	925	7mer-m8	62
hsa-miR-1207-3p	HCoV-NL63	1239	1244	6mer	52
hsa-miR-1207-3p	HCoV-NL63	14020	14026	7mer-1a	52
hsa-miR-1207-3p	HCoV-NL63	14915	14920	6mer	52
hsa-miR-1207-3p	HCoV-NL63	15449	15454	6mer	52
hsa-miR-1207-3p	HCoV-NL63	25410	25417	8mer-1a	52
hsa-miR-1207-3p	HCoV-NL63	4772	4778	7mer-m8	52
hsa-miR-1207-3p	HCoV-NL63	6903	6908	6mer	52
hsa-miR-1207-3p	HCoV-NL63	7335	7340	6mer	52
hsa-miR-1224-5p	HCoV-NL63	11916	11923	8mer-1a	53
hsa-miR-1224-5p	HCoV-NL63	12253	12258	6mer	53
hsa-miR-1224-5p	HCoV-NL63	21465	21470	6mer	53
hsa-miR-1224-5p	HCoV-NL63	25233	25240	8mer-1a	53
hsa-miR-1226-3p	HCoV-NL63	1128	1134	7mer-1a	87
hsa-miR-1226-3p	HCoV-NL63	1215	1220	6mer	87
hsa-miR-1226-3p	HCoV-NL63	12674	12679	6mer	87
hsa-miR-1226-3p	HCoV-NL63	1410	1415	6mer	87
hsa-miR-1226-3p	HCoV-NL63	14444	14450	7mer-1a	87
hsa-miR-1226-3p	HCoV-NL63	14917	14923	7mer-m8	87
hsa-miR-1226-3p	HCoV-NL63	1560	1565	6mer	87
hsa-miR-1226-3p	HCoV-NL63	17795	17801	7mer-1a	87
hsa-miR-1226-3p	HCoV-NL63	180	186	7mer-1a	87
hsa-miR-1226-3p	HCoV-NL63	18587	18592	6mer	87
hsa-miR-1226-3p	HCoV-NL63	2052	2058	7mer-1a	87
hsa-miR-1226-3p	HCoV-NL63	20905	20911	7mer-1a	87
hsa-miR-1226-3p	HCoV-NL63	22291	22296	6mer	87
hsa-miR-1226-3p	HCoV-NL63	22416	22422	7mer-m8	87
hsa-miR-1226-3p	HCoV-NL63	26061	26066	6mer	87
hsa-miR-1226-3p	HCoV-NL63	2642	2648	7mer-m8	87
hsa-miR-1226-3p	HCoV-NL63	2889	2895	7mer-1a	87
hsa-miR-1226-3p	HCoV-NL63	2975	2981	7mer-m8	87
hsa-miR-1226-3p	HCoV-NL63	3822	3827	6mer	87
hsa-miR-1226-3p	HCoV-NL63	4046	4053	8mer-1a	87
hsa-miR-1226-3p	HCoV-NL63	5964	5969	6mer	87
hsa-miR-1226-3p	HCoV-NL63	7962	7967	6mer	87
hsa-miR-1226-3p	HCoV-NL63	9423	9429	7mer-1a	87
hsa-miR-1226-3p	HCoV-NL63	9468	9473	6mer	87
hsa-miR-1226-3p	HCoV-NL63	9867	9872	6mer	87
hsa-miR-1227-3p	HCoV-NL63	1080	1087	8mer-1a	62
hsa-miR-1227-3p	HCoV-NL63	12480	12485	6mer	62
hsa-miR-1227-3p	HCoV-NL63	14375	14381	7mer-1a	62
hsa-miR-1227-3p	HCoV-NL63	19801	19807	7mer-m8	62
hsa-miR-1227-3p	HCoV-NL63	22092	22098	7mer-1a	62
hsa-miR-1227-3p	HCoV-NL63	22111	22117	7mer-m8	62
hsa-miR-1227-3p	HCoV-NL63	23326	23331	6mer	62
hsa-miR-1227-3p	HCoV-NL63	23804	23809	6mer	62
hsa-miR-1227-3p	HCoV-NL63	9120	9126	7mer-1a	62
hsa-miR-1236-3p	HCoV-NL63	13648	13653	6mer	56
hsa-miR-1236-3p	HCoV-NL63	14611	14616	6mer	56
hsa-miR-1236-3p	HCoV-NL63	15619	15625	7mer-1a	56
hsa-miR-1236-3p	HCoV-NL63	25154	25159	6mer	56
hsa-miR-1236-3p	HCoV-NL63	27480	27486	7mer-m8	56
hsa-miR-1236-3p	HCoV-NL63	3088	3093	6mer	56
hsa-miR-1236-3p	HCoV-NL63	3209	3214	6mer	56
hsa-miR-1236-3p	HCoV-NL63	3344	3349	6mer	56
hsa-miR-1236-3p	HCoV-NL63	5483	5488	6mer	56
hsa-miR-506-3p	HCoV-NL63	11058	11063	6mer	59
hsa-miR-506-3p	HCoV-NL63	14885	14891	7mer-m8	59
hsa-miR-506-3p	HCoV-NL63	22919	22925	7mer-m8	59
hsa-miR-506-3p	HCoV-NL63	3738	3744	7mer-m8	59
hsa-miR-1244	HCoV-NL63	10800	10806	7mer-m8	71
hsa-miR-1244	HCoV-NL63	12082	12088	7mer-m8	71
hsa-miR-1244	HCoV-NL63	1552	1559	8mer-1a	71
hsa-miR-1244	HCoV-NL63	1556	1561	6mer	71
hsa-miR-1244	HCoV-NL63	15843	15850	8mer-1a	71
hsa-miR-1244	HCoV-NL63	1793	1798	6mer	71
hsa-miR-1244	HCoV-NL63	20805	20810	6mer	71
hsa-miR-1244	HCoV-NL63	21546	21551	6mer	71
hsa-miR-1244	HCoV-NL63	22779	22784	6mer	71
hsa-miR-1244	HCoV-NL63	24263	24269	7mer-m8	71
hsa-miR-1244	HCoV-NL63	7901	7907	7mer-1a	71
hsa-miR-1250-3p	HCoV-NL63	11144	11150	7mer-m8	55
hsa-miR-1250-3p	HCoV-NL63	11621	11627	7mer-m8	55
hsa-miR-1250-3p	HCoV-NL63	12527	12532	6mer	55
hsa-miR-1250-3p	HCoV-NL63	12578	12583	6mer	55
hsa-miR-1250-3p	HCoV-NL63	12895	12902	8mer-1a	55
hsa-miR-1250-3p	HCoV-NL63	17846	17851	6mer	55
hsa-miR-1250-3p	HCoV-NL63	18724	18729	6mer	55
hsa-miR-1250-3p	HCoV-NL63	19076	19081	6mer	55
hsa-miR-1250-3p	HCoV-NL63	19306	19311	6mer	55
hsa-miR-1250-3p	HCoV-NL63	19993	19999	7mer-m8	55
hsa-miR-1250-3p	HCoV-NL63	22465	22470	6mer	55
hsa-miR-1250-3p	HCoV-NL63	26130	26135	6mer	55
hsa-miR-1250-3p	HCoV-NL63	26862	26868	7mer-m8	55
hsa-miR-1250-3p	HCoV-NL63	27057	27062	6mer	55
hsa-miR-1250-3p	HCoV-NL63	27502	27507	6mer	55
hsa-miR-1250-3p	HCoV-NL63	3785	3790	6mer	55
hsa-miR-1250-3p	HCoV-NL63	4077	4082	6mer	55
hsa-miR-1250-3p	HCoV-NL63	4382	4388	7mer-m8	55
hsa-miR-1250-3p	HCoV-NL63	7116	7121	6mer	55
hsa-miR-1250-3p	HCoV-NL63	792	797	6mer	55
hsa-miR-1252-3p	HCoV-NL63	11111	11116	6mer	83
hsa-miR-1252-3p	HCoV-NL63	12722	12728	7mer-1a	83
hsa-miR-1252-3p	HCoV-NL63	13437	13442	6mer	83
hsa-miR-1252-3p	HCoV-NL63	13638	13643	6mer	83
hsa-miR-1252-3p	HCoV-NL63	17152	17158	7mer-1a	83
hsa-miR-1252-3p	HCoV-NL63	19275	19280	6mer	83
hsa-miR-1252-3p	HCoV-NL63	20454	20460	7mer-1a	83
hsa-miR-1252-3p	HCoV-NL63	22030	22036	7mer-m8	83
hsa-miR-1252-3p	HCoV-NL63	22936	22942	7mer-m8	83
hsa-miR-1252-3p	HCoV-NL63	23403	23409	7mer-1a	83
hsa-miR-1252-3p	HCoV-NL63	24902	24907	6mer	83
hsa-miR-1252-3p	HCoV-NL63	24968	24973	6mer	83
hsa-miR-1252-3p	HCoV-NL63	25137	25143	7mer-1a	83
hsa-miR-1252-3p	HCoV-NL63	26110	26116	7mer-1a	83
hsa-miR-1252-3p	HCoV-NL63	26190	26195	6mer	83
hsa-miR-1252-3p	HCoV-NL63	26360	26365	6mer	83
hsa-miR-1252-3p	HCoV-NL63	3591	3598	8mer-1a	83
hsa-miR-1252-3p	HCoV-NL63	551	557	7mer-m8	83
hsa-miR-1252-3p	HCoV-NL63	7382	7388	7mer-1a	83
hsa-miR-1252-3p	HCoV-NL63	7741	7748	8mer-1a	83
hsa-miR-1252-3p	HCoV-NL63	9012	9019	8mer-1a	83
hsa-miR-1252-3p	HCoV-NL63	92	97	6mer	83
hsa-miR-1253	HCoV-NL63	11189	11196	8mer-1a	84
hsa-miR-1253	HCoV-NL63	16801	16808	8mer-1a	84
hsa-miR-1253	HCoV-NL63	25181	25188	8mer-1a	84
hsa-miR-1253	HCoV-NL63	26619	26625	7mer-m8	84
hsa-miR-1253	HCoV-NL63	26815	26821	7mer-1a	84
hsa-miR-1253	HCoV-NL63	59	66	8mer-1a	84
hsa-miR-1253	HCoV-NL63	8741	8747	7mer-1a	84
hsa-miR-1255b-2-3p	HCoV-NL63	10012	10019	8mer-1a	81
hsa-miR-1255b-2-3p	HCoV-NL63	10460	10465	6mer	81
hsa-miR-1255b-2-3p	HCoV-NL63	14044	14050	7mer-1a	81
hsa-miR-1255b-2-3p	HCoV-NL63	15699	15706	8mer-1a	81
hsa-miR-1255b-2-3p	HCoV-NL63	16054	16060	7mer-1a	81
hsa-miR-1255b-2-3p	HCoV-NL63	19681	19687	7mer-1a	81
hsa-miR-1255b-2-3p	HCoV-NL63	1991	1996	6mer	81
hsa-miR-1255b-2-3p	HCoV-NL63	20404	20410	7mer-1a	81
hsa-miR-1255b-2-3p	HCoV-NL63	2081	2086	6mer	81
hsa-miR-1255b-2-3p	HCoV-NL63	21405	21410	6mer	81
hsa-miR-1255b-2-3p	HCoV-NL63	217	223	7mer-m8	81
hsa-miR-1255b-2-3p	HCoV-NL63	22068	22073	6mer	81
hsa-miR-1255b-2-3p	HCoV-NL63	25877	25882	6mer	81
hsa-miR-1255b-2-3p	HCoV-NL63	2693	2698	6mer	81
hsa-miR-1255b-2-3p	HCoV-NL63	3602	3607	6mer	81
hsa-miR-1255b-2-3p	HCoV-NL63	3620	3626	7mer-1a	81
hsa-miR-1255b-2-3p	HCoV-NL63	6176	6182	7mer-m8	81
hsa-miR-1255b-2-3p	HCoV-NL63	6295	6301	7mer-m8	81
hsa-miR-1255b-2-3p	HCoV-NL63	6573	6578	6mer	81
hsa-miR-1255b-2-3p	HCoV-NL63	6980	6985	6mer	81
hsa-miR-1255b-2-3p	HCoV-NL63	7091	7097	7mer-1a	81
hsa-miR-1255b-2-3p	HCoV-NL63	8969	8975	7mer-1a	81
hsa-miR-1255b-2-3p	HCoV-NL63	908	913	6mer	81
hsa-miR-1255b-2-3p	HCoV-NL63	9608	9613	6mer	81
hsa-miR-1256	HCoV-NL63	11762	11767	6mer	57
hsa-miR-1256	HCoV-NL63	14148	14155	8mer-1a	57
hsa-miR-1256	HCoV-NL63	21297	21303	7mer-1a	57
hsa-miR-1256	HCoV-NL63	24541	24546	6mer	57
hsa-miR-1256	HCoV-NL63	2810	2816	7mer-1a	57
hsa-miR-1256	HCoV-NL63	4630	4636	7mer-m8	57
hsa-miR-1256	HCoV-NL63	8304	8309	6mer	57
hsa-miR-125a-3p	HCoV-NL63	10565	10572	8mer-1a	83
hsa-miR-125a-3p	HCoV-NL63	1086	1091	6mer	83
hsa-miR-125a-3p	HCoV-NL63	1932	1937	6mer	83
hsa-miR-125a-3p	HCoV-NL63	19805	19810	6mer	83
hsa-miR-125a-3p	HCoV-NL63	22220	22225	6mer	83
hsa-miR-125a-3p	HCoV-NL63	25402	25407	6mer	83
hsa-miR-125a-3p	HCoV-NL63	8915	8922	8mer-1a	83
hsa-miR-126-5p	HCoV-NL63	11684	11689	6mer	98
hsa-miR-126-5p	HCoV-NL63	12347	12352	6mer	98
hsa-miR-126-5p	HCoV-NL63	14194	14200	7mer-1a	98
hsa-miR-126-5p	HCoV-NL63	14544	14550	7mer-m8	98
hsa-miR-126-5p	HCoV-NL63	14767	14772	6mer	98
hsa-miR-126-5p	HCoV-NL63	19848	19853	6mer	98
hsa-miR-126-5p	HCoV-NL63	20425	20430	6mer	98
hsa-miR-126-5p	HCoV-NL63	21167	21173	7mer-m8	98
hsa-miR-126-5p	HCoV-NL63	22143	22148	6mer	98
hsa-miR-126-5p	HCoV-NL63	22344	22349	6mer	98
hsa-miR-126-5p	HCoV-NL63	23420	23427	8mer-1a	98
hsa-miR-126-5p	HCoV-NL63	24538	24543	6mer	98
hsa-miR-126-5p	HCoV-NL63	3463	3469	7mer-m8	98
hsa-miR-126-5p	HCoV-NL63	5312	5317	6mer	98
hsa-miR-126-5p	HCoV-NL63	5815	5821	7mer-m8	98
hsa-miR-126-5p	HCoV-NL63	6679	6685	7mer-m8	98
hsa-miR-126-5p	HCoV-NL63	703	710	8mer-1a	98
hsa-miR-126-5p	HCoV-NL63	706	713	8mer-1a	98
hsa-miR-126-5p	HCoV-NL63	7085	7091	7mer-1a	98
hsa-miR-126-5p	HCoV-NL63	7387	7393	7mer-m8	98
hsa-miR-127-5p	HCoV-NL63	11105	11110	6mer	52
hsa-miR-127-5p	HCoV-NL63	1592	1598	7mer-1a	52
hsa-miR-127-5p	HCoV-NL63	19616	19623	8mer-1a	52
hsa-miR-127-5p	HCoV-NL63	23372	23378	7mer-1a	52
hsa-miR-127-5p	HCoV-NL63	26107	26112	6mer	52
hsa-miR-127-5p	HCoV-NL63	2932	2938	7mer-m8	52
hsa-miR-1273h-3p	HCoV-NL63	20920	20926	7mer-m8	74
hsa-miR-1273h-3p	HCoV-NL63	21849	21855	7mer-1a	74
hsa-miR-1273h-3p	HCoV-NL63	2295	2300	6mer	74
hsa-miR-1273h-3p	HCoV-NL63	3152	3158	7mer-1a	74
hsa-miR-1273h-3p	HCoV-NL63	6635	6642	8mer-1a	74
hsa-miR-1278	HCoV-NL63	13253	13258	6mer	61
hsa-miR-1278	HCoV-NL63	13603	13608	6mer	61
hsa-miR-1278	HCoV-NL63	14782	14787	6mer	61
hsa-miR-1278	HCoV-NL63	22815	22820	6mer	61
hsa-miR-1278	HCoV-NL63	23196	23203	8mer-1a	61
hsa-miR-1278	HCoV-NL63	24578	24584	7mer-1a	61
hsa-miR-1278	HCoV-NL63	24668	24674	7mer-1a	61
hsa-miR-1278	HCoV-NL63	25418	25424	7mer-1a	61
hsa-miR-1278	HCoV-NL63	27178	27184	7mer-m8	61
hsa-miR-1278	HCoV-NL63	27447	27452	6mer	61
hsa-miR-1278	HCoV-NL63	5570	5575	6mer	61
hsa-miR-1278	HCoV-NL63	6536	6541	6mer	61
hsa-miR-1278	HCoV-NL63	8174	8179	6mer	61
hsa-miR-1278	HCoV-NL63	9173	9178	6mer	61
hsa-miR-1278	HCoV-NL63	9275	9281	7mer-1a	61
hsa-miR-128-3p	HCoV-NL63	12563	12568	6mer	53
hsa-miR-128-3p	HCoV-NL63	20913	20918	6mer	53
hsa-miR-128-3p	HCoV-NL63	21042	21048	7mer-1a	53
hsa-miR-128-3p	HCoV-NL63	21584	21590	7mer-m8	53
hsa-miR-128-3p	HCoV-NL63	4119	4124	6mer	53
hsa-miR-128-3p	HCoV-NL63	6690	6695	6mer	53
hsa-miR-128-3p	HCoV-NL63	7838	7844	7mer-m8	53
hsa-miR-128-3p	HCoV-NL63	9176	9181	6mer	53
hsa-miR-1286	HCoV-NL63	16413	16419	7mer-1a	51
hsa-miR-1286	HCoV-NL63	16529	16535	7mer-m8	51
hsa-miR-1286	HCoV-NL63	4921	4926	6mer	51
hsa-miR-1286	HCoV-NL63	6922	6928	7mer-1a	51
hsa-miR-1286	HCoV-NL63	7639	7644	6mer	51
hsa-miR-1287-5p	HCoV-NL63	12075	12082	8mer-1a	50
hsa-miR-1287-5p	HCoV-NL63	25409	25414	6mer	50
hsa-miR-1287-5p	HCoV-NL63	2928	2934	7mer-m8	50
hsa-miR-1287-5p	HCoV-NL63	3840	3847	8mer-1a	50
hsa-miR-1290	HCoV-NL63	14128	14134	7mer-1a	61
hsa-miR-1290	HCoV-NL63	16703	16710	8mer-1a	61
hsa-miR-1290	HCoV-NL63	6307	6314	8mer-1a	61
hsa-miR-1295b-3p	HCoV-NL63	13122	13127	6mer	56
hsa-miR-1295b-3p	HCoV-NL63	15261	15266	6mer	56
hsa-miR-1295b-3p	HCoV-NL63	24554	24560	7mer-m8	56
hsa-miR-1295b-3p	HCoV-NL63	24881	24886	6mer	56
hsa-miR-1295b-3p	HCoV-NL63	3255	3261	7mer-m8	56
hsa-miR-1299	HCoV-NL63	11494	11499	6mer	74
hsa-miR-1299	HCoV-NL63	1644	1650	7mer-m8	74
hsa-miR-1299	HCoV-NL63	18141	18147	7mer-1a	74
hsa-miR-1299	HCoV-NL63	23837	23842	6mer	74
hsa-miR-1299	HCoV-NL63	26528	26533	6mer	74
hsa-miR-1299	HCoV-NL63	27196	27203	8mer-1a	74
hsa-miR-1299	HCoV-NL63	5185	5191	7mer-1a	74
hsa-miR-1299	HCoV-NL63	8229	8236	8mer-1a	74
hsa-miR-454-3p	HCoV-NL63	10780	10785	6mer	68
hsa-miR-454-3p	HCoV-NL63	11358	11363	6mer	68
hsa-miR-454-3p	HCoV-NL63	1285	1290	6mer	68
hsa-miR-454-3p	HCoV-NL63	15271	15277	7mer-1a	68
hsa-miR-454-3p	HCoV-NL63	19771	19778	8mer-1a	68
hsa-miR-454-3p	HCoV-NL63	21892	21898	7mer-m8	68
hsa-miR-454-3p	HCoV-NL63	22640	22647	8mer-1a	68
hsa-miR-454-3p	HCoV-NL63	23497	23503	7mer-m8	68
hsa-miR-454-3p	HCoV-NL63	6232	6237	6mer	68
hsa-miR-1305	HCoV-NL63	11405	11411	7mer-m8	97
hsa-miR-1305	HCoV-NL63	11627	11633	7mer-m8	97
hsa-miR-1305	HCoV-NL63	119	124	6mer	97
hsa-miR-1305	HCoV-NL63	12892	12899	8mer-1a	97
hsa-miR-1305	HCoV-NL63	14224	14231	8mer-1a	97
hsa-miR-1305	HCoV-NL63	16676	16681	6mer	97
hsa-miR-1305	HCoV-NL63	17257	17263	7mer-m8	97
hsa-miR-1305	HCoV-NL63	17944	17949	6mer	97
