miRNA	Virus	Start	End	Site type	Target Score
hsa-miR-100-3p	SARS-CoV	2798	2804	7mer-1a	78
hsa-miR-100-3p	SARS-CoV	28808	28814	7mer-1a	78
hsa-miR-100-3p	SARS-CoV	452	458	7mer-1a	78
hsa-miR-100-3p	SARS-CoV	4940	4945	6mer	78
hsa-miR-100-3p	SARS-CoV	5249	5255	7mer-1a	78
hsa-miR-100-3p	SARS-CoV	5366	5371	6mer	78
hsa-miR-100-3p	SARS-CoV	707	712	6mer	78
hsa-miR-100-3p	SARS-CoV	9882	9887	6mer	78
hsa-miR-107	SARS-CoV	10610	10616	7mer-m8	90
hsa-miR-107	SARS-CoV	10779	10784	6mer	90
hsa-miR-107	SARS-CoV	10796	10802	7mer-1a	90
hsa-miR-107	SARS-CoV	11058	11064	7mer-1a	90
hsa-miR-107	SARS-CoV	11071	11077	7mer-m8	90
hsa-miR-107	SARS-CoV	11303	11309	7mer-m8	90
hsa-miR-107	SARS-CoV	11563	11568	6mer	90
hsa-miR-107	SARS-CoV	11566	11571	6mer	90
hsa-miR-107	SARS-CoV	12176	12182	7mer-m8	90
hsa-miR-107	SARS-CoV	14491	14497	7mer-m8	90
hsa-miR-107	SARS-CoV	16251	16256	6mer	90
hsa-miR-107	SARS-CoV	21758	21763	6mer	90
hsa-miR-107	SARS-CoV	23747	23752	6mer	90
hsa-miR-107	SARS-CoV	24047	24052	6mer	90
hsa-miR-107	SARS-CoV	24059	24064	6mer	90
hsa-miR-107	SARS-CoV	24509	24514	6mer	90
hsa-miR-107	SARS-CoV	25194	25200	7mer-1a	90
hsa-miR-107	SARS-CoV	25518	25523	6mer	90
hsa-miR-107	SARS-CoV	26243	26249	7mer-1a	90
hsa-miR-107	SARS-CoV	26595	26600	6mer	90
hsa-miR-107	SARS-CoV	26973	26979	7mer-1a	90
hsa-miR-107	SARS-CoV	27587	27592	6mer	90
hsa-miR-107	SARS-CoV	28070	28076	7mer-1a	90
hsa-miR-107	SARS-CoV	28583	28589	7mer-m8	90
hsa-miR-107	SARS-CoV	28787	28792	6mer	90
hsa-miR-107	SARS-CoV	28872	28877	6mer	90
hsa-miR-107	SARS-CoV	3374	3380	7mer-m8	90
hsa-miR-107	SARS-CoV	5312	5318	7mer-m8	90
hsa-miR-107	SARS-CoV	6576	6582	7mer-1a	90
hsa-miR-107	SARS-CoV	6936	6941	6mer	90
hsa-miR-107	SARS-CoV	8388	8393	6mer	90
hsa-miR-107	SARS-CoV	8541	8547	7mer-1a	90
hsa-miR-107	SARS-CoV	8940	8945	6mer	90
hsa-miR-107	SARS-CoV	9372	9377	6mer	90
hsa-miR-107	SARS-CoV	9429	9434	6mer	90
hsa-miR-107	SARS-CoV	952	957	6mer	90
hsa-miR-107	SARS-CoV	9886	9891	6mer	90
hsa-miR-103b	SARS-CoV	11068	11073	6mer	54
hsa-miR-103b	SARS-CoV	12216	12223	8mer-1a	54
hsa-miR-103b	SARS-CoV	12277	12282	6mer	54
hsa-miR-103b	SARS-CoV	13953	13958	6mer	54
hsa-miR-103b	SARS-CoV	14505	14510	6mer	54
hsa-miR-103b	SARS-CoV	16136	16142	7mer-m8	54
hsa-miR-103b	SARS-CoV	16255	16261	7mer-1a	54
hsa-miR-103b	SARS-CoV	20199	20204	6mer	54
hsa-miR-103b	SARS-CoV	20235	20241	7mer-m8	54
hsa-miR-103b	SARS-CoV	22588	22593	6mer	54
hsa-miR-103b	SARS-CoV	24132	24137	6mer	54
hsa-miR-103b	SARS-CoV	29418	29424	7mer-m8	54
hsa-miR-103b	SARS-CoV	668	673	6mer	54
hsa-miR-103b	SARS-CoV	6883	6888	6mer	54
hsa-miR-103b	SARS-CoV	7382	7387	6mer	54
hsa-miR-103b	SARS-CoV	815	820	6mer	54
hsa-miR-103b	SARS-CoV	8968	8973	6mer	54
hsa-miR-105-5p	SARS-CoV	10110	10115	6mer	74
hsa-miR-105-5p	SARS-CoV	10535	10540	6mer	74
hsa-miR-105-5p	SARS-CoV	10862	10868	7mer-1a	74
hsa-miR-105-5p	SARS-CoV	15455	15460	6mer	74
hsa-miR-105-5p	SARS-CoV	1666	1672	7mer-1a	74
hsa-miR-105-5p	SARS-CoV	19710	19717	8mer-1a	74
hsa-miR-105-5p	SARS-CoV	22220	22225	6mer	74
hsa-miR-105-5p	SARS-CoV	23455	23461	7mer-m8	74
hsa-miR-105-5p	SARS-CoV	23984	23989	6mer	74
hsa-miR-105-5p	SARS-CoV	24097	24102	6mer	74
hsa-miR-105-5p	SARS-CoV	24796	24801	6mer	74
hsa-miR-105-5p	SARS-CoV	25504	25509	6mer	74
hsa-miR-105-5p	SARS-CoV	2792	2798	7mer-1a	74
hsa-miR-105-5p	SARS-CoV	28169	28174	6mer	74
hsa-miR-105-5p	SARS-CoV	28939	28945	7mer-m8	74
hsa-miR-105-5p	SARS-CoV	6266	6272	7mer-1a	74
hsa-miR-105-5p	SARS-CoV	7061	7067	7mer-m8	74
hsa-miR-105-5p	SARS-CoV	8877	8882	6mer	74
hsa-miR-1179	SARS-CoV	10880	10885	6mer	84
hsa-miR-1179	SARS-CoV	11019	11025	7mer-m8	84
hsa-miR-1179	SARS-CoV	11368	11373	6mer	84
hsa-miR-1179	SARS-CoV	11994	11999	6mer	84
hsa-miR-1179	SARS-CoV	12288	12293	6mer	84
hsa-miR-1179	SARS-CoV	12961	12967	7mer-1a	84
hsa-miR-1179	SARS-CoV	1351	1356	6mer	84
hsa-miR-1179	SARS-CoV	15821	15827	7mer-1a	84
hsa-miR-1179	SARS-CoV	16085	16091	7mer-1a	84
hsa-miR-1179	SARS-CoV	16512	16517	6mer	84
hsa-miR-1179	SARS-CoV	17328	17334	7mer-1a	84
hsa-miR-1179	SARS-CoV	17575	17580	6mer	84
hsa-miR-1179	SARS-CoV	18473	18478	6mer	84
hsa-miR-1179	SARS-CoV	19635	19640	6mer	84
hsa-miR-1179	SARS-CoV	20644	20650	7mer-m8	84
hsa-miR-1179	SARS-CoV	20685	20690	6mer	84
hsa-miR-1179	SARS-CoV	21116	21122	7mer-m8	84
hsa-miR-1179	SARS-CoV	22351	22356	6mer	84
hsa-miR-1179	SARS-CoV	22479	22485	7mer-1a	84
hsa-miR-1179	SARS-CoV	2291	2296	6mer	84
hsa-miR-1179	SARS-CoV	23256	23261	6mer	84
hsa-miR-1179	SARS-CoV	23970	23976	7mer-1a	84
hsa-miR-1179	SARS-CoV	24299	24305	7mer-m8	84
hsa-miR-1179	SARS-CoV	25331	25336	6mer	84
hsa-miR-1179	SARS-CoV	25946	25952	7mer-1a	84
hsa-miR-1179	SARS-CoV	27706	27711	6mer	84
hsa-miR-1179	SARS-CoV	28582	28587	6mer	84
hsa-miR-1179	SARS-CoV	29627	29633	7mer-1a	84
hsa-miR-1179	SARS-CoV	3373	3378	6mer	84
hsa-miR-1179	SARS-CoV	4276	4282	7mer-1a	84
hsa-miR-1179	SARS-CoV	4323	4328	6mer	84
hsa-miR-1179	SARS-CoV	5905	5910	6mer	84
hsa-miR-1184	SARS-CoV	10561	10567	7mer-m8	51
hsa-miR-1184	SARS-CoV	10797	10804	8mer-1a	51
hsa-miR-1184	SARS-CoV	182	188	7mer-1a	51
hsa-miR-1184	SARS-CoV	22236	22242	7mer-m8	51
hsa-miR-1184	SARS-CoV	25559	25565	7mer-m8	51
hsa-miR-1184	SARS-CoV	9979	9985	7mer-1a	51
hsa-miR-1200	SARS-CoV	13997	14002	6mer	70
hsa-miR-1200	SARS-CoV	14438	14443	6mer	70
hsa-miR-1200	SARS-CoV	14698	14704	7mer-m8	70
hsa-miR-1200	SARS-CoV	15992	15997	6mer	70
hsa-miR-1200	SARS-CoV	21655	21661	7mer-m8	70
hsa-miR-1200	SARS-CoV	22418	22424	7mer-m8	70
hsa-miR-1200	SARS-CoV	24803	24810	8mer-1a	70
hsa-miR-1200	SARS-CoV	26021	26026	6mer	70
hsa-miR-1200	SARS-CoV	27138	27143	6mer	70
hsa-miR-1200	SARS-CoV	27332	27337	6mer	70
hsa-miR-1200	SARS-CoV	27381	27387	7mer-1a	70
hsa-miR-1200	SARS-CoV	4741	4746	6mer	70
hsa-miR-1200	SARS-CoV	8631	8636	6mer	70
hsa-miR-1200	SARS-CoV	9238	9243	6mer	70
hsa-miR-1202	SARS-CoV	10192	10199	8mer-1a	64
hsa-miR-3972	SARS-CoV	10192	10199	8mer-1a	65
hsa-miR-1202	SARS-CoV	11510	11516	7mer-1a	64
hsa-miR-3972	SARS-CoV	11510	11516	7mer-1a	65
hsa-miR-1202	SARS-CoV	12738	12744	7mer-m8	64
hsa-miR-3972	SARS-CoV	12738	12744	7mer-m8	65
hsa-miR-1202	SARS-CoV	14521	14527	7mer-1a	64
hsa-miR-3972	SARS-CoV	14521	14527	7mer-1a	65
hsa-miR-1202	SARS-CoV	15160	15166	7mer-m8	64
hsa-miR-3972	SARS-CoV	15160	15166	7mer-m8	65
hsa-miR-1202	SARS-CoV	1571	1576	6mer	64
hsa-miR-3972	SARS-CoV	1571	1576	6mer	65
hsa-miR-1202	SARS-CoV	20860	20865	6mer	64
hsa-miR-3972	SARS-CoV	20860	20865	6mer	65
hsa-miR-1202	SARS-CoV	22951	22956	6mer	64
hsa-miR-3972	SARS-CoV	22951	22956	6mer	65
hsa-miR-1202	SARS-CoV	23451	23457	7mer-m8	64
hsa-miR-3972	SARS-CoV	23451	23457	7mer-m8	65
hsa-miR-1202	SARS-CoV	25710	25716	7mer-m8	64
hsa-miR-3972	SARS-CoV	25710	25716	7mer-m8	65
hsa-miR-1202	SARS-CoV	28718	28723	6mer	64
hsa-miR-3972	SARS-CoV	28718	28723	6mer	65
hsa-miR-1202	SARS-CoV	6277	6282	6mer	64
hsa-miR-3972	SARS-CoV	6277	6282	6mer	65
hsa-miR-1208	SARS-CoV	10989	10994	6mer	63
hsa-miR-1208	SARS-CoV	11523	11528	6mer	63
hsa-miR-1208	SARS-CoV	15187	15193	7mer-1a	63
hsa-miR-1208	SARS-CoV	20370	20376	7mer-1a	63
hsa-miR-1208	SARS-CoV	2041	2047	7mer-m8	63
hsa-miR-1208	SARS-CoV	24012	24017	6mer	63
hsa-miR-1208	SARS-CoV	25748	25754	7mer-m8	63
hsa-miR-1208	SARS-CoV	29618	29624	7mer-1a	63
hsa-miR-122-5p	SARS-CoV	17001	17008	8mer-1a	63
hsa-miR-122-5p	SARS-CoV	19249	19256	8mer-1a	63
hsa-miR-122-5p	SARS-CoV	25386	25391	6mer	63
hsa-miR-122-5p	SARS-CoV	26853	26859	7mer-m8	63
hsa-miR-122-5p	SARS-CoV	7616	7622	7mer-1a	63
hsa-miR-122-5p	SARS-CoV	770	775	6mer	63
hsa-miR-1225-5p	SARS-CoV	11491	11496	6mer	55
hsa-miR-1225-5p	SARS-CoV	15861	15866	6mer	55
hsa-miR-1225-5p	SARS-CoV	15969	15974	6mer	55
hsa-miR-1225-5p	SARS-CoV	16922	16929	8mer-1a	55
hsa-miR-1225-5p	SARS-CoV	17061	17066	6mer	55
hsa-miR-1225-5p	SARS-CoV	17	22	6mer	55
hsa-miR-1225-5p	SARS-CoV	19143	19148	6mer	55
hsa-miR-1225-5p	SARS-CoV	20574	20580	7mer-1a	55
hsa-miR-1225-5p	SARS-CoV	24170	24176	7mer-1a	55
hsa-miR-1225-5p	SARS-CoV	28256	28262	7mer-1a	55
hsa-miR-1226-3p	SARS-CoV	10352	10357	6mer	83
hsa-miR-1226-3p	SARS-CoV	10886	10891	6mer	83
hsa-miR-1226-3p	SARS-CoV	11429	11434	6mer	83
hsa-miR-1226-3p	SARS-CoV	15042	15048	7mer-m8	83
hsa-miR-1226-3p	SARS-CoV	1580	1586	7mer-1a	83
hsa-miR-1226-3p	SARS-CoV	1885	1891	7mer-m8	83
hsa-miR-1226-3p	SARS-CoV	2069	2074	6mer	83
hsa-miR-1226-3p	SARS-CoV	22696	22701	6mer	83
hsa-miR-1226-3p	SARS-CoV	23095	23100	6mer	83
hsa-miR-1226-3p	SARS-CoV	28017	28023	7mer-m8	83
hsa-miR-1226-3p	SARS-CoV	2998	3005	8mer-1a	83
hsa-miR-1226-3p	SARS-CoV	4108	4114	7mer-m8	83
hsa-miR-1226-3p	SARS-CoV	5305	5312	8mer-1a	83
hsa-miR-1226-3p	SARS-CoV	9340	9346	7mer-m8	83
hsa-miR-1227-3p	SARS-CoV	1295	1301	7mer-m8	65
hsa-miR-1227-3p	SARS-CoV	20861	20867	7mer-1a	65
hsa-miR-1227-3p	SARS-CoV	24731	24736	6mer	65
hsa-miR-1227-3p	SARS-CoV	25712	25718	7mer-1a	65
hsa-miR-1227-3p	SARS-CoV	2601	2607	7mer-1a	65
hsa-miR-1227-3p	SARS-CoV	27960	27966	7mer-1a	65
hsa-miR-1227-3p	SARS-CoV	28560	28565	6mer	65
hsa-miR-1227-3p	SARS-CoV	408	413	6mer	65
hsa-miR-1227-3p	SARS-CoV	4112	4118	7mer-m8	65
hsa-miR-1227-3p	SARS-CoV	6169	6175	7mer-1a	65
hsa-miR-1227-3p	SARS-CoV	711	716	6mer	65
hsa-miR-1227-3p	SARS-CoV	7316	7321	6mer	65
hsa-miR-1229-5p	SARS-CoV	11491	11496	6mer	70
hsa-miR-1229-5p	SARS-CoV	15861	15866	6mer	70
hsa-miR-1229-5p	SARS-CoV	15969	15974	6mer	70
hsa-miR-1229-5p	SARS-CoV	16923	16929	7mer-1a	70
hsa-miR-1229-5p	SARS-CoV	16	22	7mer-m8	70
hsa-miR-1229-5p	SARS-CoV	17061	17066	6mer	70
hsa-miR-1229-5p	SARS-CoV	19143	19148	6mer	70
hsa-miR-1229-5p	SARS-CoV	20573	20580	8mer-1a	70
hsa-miR-1229-5p	SARS-CoV	24170	24176	7mer-1a	70
hsa-miR-1229-5p	SARS-CoV	28256	28262	7mer-1a	70
hsa-miR-1231	SARS-CoV	1017	1023	7mer-m8	89
hsa-miR-1231	SARS-CoV	10545	10551	7mer-1a	89
hsa-miR-1231	SARS-CoV	10571	10576	6mer	89
hsa-miR-1231	SARS-CoV	12845	12850	6mer	89
hsa-miR-1231	SARS-CoV	14243	14249	7mer-m8	89
hsa-miR-1231	SARS-CoV	14768	14774	7mer-1a	89
hsa-miR-1231	SARS-CoV	17466	17472	7mer-m8	89
hsa-miR-1231	SARS-CoV	18502	18507	6mer	89
hsa-miR-1231	SARS-CoV	19421	19426	6mer	89
hsa-miR-1231	SARS-CoV	20843	20849	7mer-1a	89
hsa-miR-1231	SARS-CoV	21637	21642	6mer	89
hsa-miR-1231	SARS-CoV	21930	21935	6mer	89
hsa-miR-1231	SARS-CoV	24787	24793	7mer-1a	89
hsa-miR-1231	SARS-CoV	25929	25934	6mer	89
hsa-miR-1231	SARS-CoV	26402	26408	7mer-1a	89
hsa-miR-1231	SARS-CoV	27536	27542	7mer-1a	89
hsa-miR-1231	SARS-CoV	28998	29004	7mer-1a	89
hsa-miR-1231	SARS-CoV	29333	29340	8mer-1a	89
hsa-miR-1231	SARS-CoV	9043	9049	7mer-m8	89
hsa-miR-1231	SARS-CoV	9955	9960	6mer	89
hsa-miR-1236-3p	SARS-CoV	13617	13623	7mer-1a	85
hsa-miR-1236-3p	SARS-CoV	14198	14205	8mer-1a	85
hsa-miR-1236-3p	SARS-CoV	1675	1680	6mer	85
hsa-miR-1236-3p	SARS-CoV	24885	24890	6mer	85
hsa-miR-1236-3p	SARS-CoV	28385	28390	6mer	85
hsa-miR-1236-3p	SARS-CoV	29651	29657	7mer-m8	85
hsa-miR-1236-3p	SARS-CoV	3058	3063	6mer	85
hsa-miR-1236-3p	SARS-CoV	3193	3198	6mer	85
hsa-miR-1236-3p	SARS-CoV	369	375	7mer-m8	85
hsa-miR-1236-3p	SARS-CoV	4284	4291	8mer-1a	85
hsa-miR-1236-3p	SARS-CoV	4339	4345	7mer-1a	85
hsa-miR-1236-3p	SARS-CoV	4570	4575	6mer	85
hsa-miR-1236-3p	SARS-CoV	7376	7382	7mer-m8	85
hsa-miR-1236-3p	SARS-CoV	7485	7491	7mer-1a	85
hsa-miR-1236-3p	SARS-CoV	936	942	7mer-1a	85
hsa-miR-1236-5p	SARS-CoV	21315	21320	6mer	77
hsa-miR-1236-5p	SARS-CoV	2368	2374	7mer-1a	77
hsa-miR-1236-5p	SARS-CoV	25023	25029	7mer-1a	77
hsa-miR-1236-5p	SARS-CoV	25385	25390	6mer	77
hsa-miR-1236-5p	SARS-CoV	27728	27733	6mer	77
hsa-miR-1236-5p	SARS-CoV	28289	28295	7mer-1a	77
hsa-miR-1236-5p	SARS-CoV	28930	28937	8mer-1a	77
hsa-miR-1236-5p	SARS-CoV	7614	7620	7mer-m8	77
hsa-miR-1236-5p	SARS-CoV	782	787	6mer	77
hsa-miR-1236-5p	SARS-CoV	808	814	7mer-m8	77
hsa-miR-1236-5p	SARS-CoV	8172	8177	6mer	77
hsa-miR-1236-5p	SARS-CoV	8323	8329	7mer-1a	77
hsa-miR-1236-5p	SARS-CoV	8470	8476	7mer-1a	77
hsa-miR-1236-5p	SARS-CoV	8641	8647	7mer-m8	77
hsa-miR-1237-3p	SARS-CoV	10515	10520	6mer	69
hsa-miR-1237-3p	SARS-CoV	13543	13549	7mer-1a	69
hsa-miR-1237-3p	SARS-CoV	13846	13852	7mer-1a	69
hsa-miR-1237-3p	SARS-CoV	19981	19987	7mer-m8	69
hsa-miR-1237-3p	SARS-CoV	21026	21031	6mer	69
hsa-miR-1237-3p	SARS-CoV	28503	28508	6mer	69
hsa-miR-1237-3p	SARS-CoV	4031	4037	7mer-1a	69
hsa-miR-1237-3p	SARS-CoV	6367	6374	8mer-1a	69
hsa-miR-1238-5p	SARS-CoV	10929	10934	6mer	88
hsa-miR-4758-5p	SARS-CoV	10929	10934	6mer	88
hsa-miR-1238-5p	SARS-CoV	12367	12374	8mer-1a	88
hsa-miR-4758-5p	SARS-CoV	12367	12374	8mer-1a	88
hsa-miR-1238-5p	SARS-CoV	1431	1438	8mer-1a	88
hsa-miR-4758-5p	SARS-CoV	1431	1438	8mer-1a	88
hsa-miR-1238-5p	SARS-CoV	16930	16936	7mer-1a	88
hsa-miR-4758-5p	SARS-CoV	16930	16936	7mer-1a	88
hsa-miR-1238-5p	SARS-CoV	18420	18426	7mer-m8	88
hsa-miR-4758-5p	SARS-CoV	18420	18426	7mer-m8	88
hsa-miR-1238-5p	SARS-CoV	1932	1939	8mer-1a	88
hsa-miR-4758-5p	SARS-CoV	1932	1939	8mer-1a	88
hsa-miR-1238-5p	SARS-CoV	19368	19375	8mer-1a	88
hsa-miR-4758-5p	SARS-CoV	19368	19375	8mer-1a	88
hsa-miR-1238-5p	SARS-CoV	21581	21587	7mer-1a	88
hsa-miR-4758-5p	SARS-CoV	21581	21587	7mer-1a	88
hsa-miR-1238-5p	SARS-CoV	2369	2375	7mer-1a	88
hsa-miR-4758-5p	SARS-CoV	2369	2375	7mer-1a	88
hsa-miR-1238-5p	SARS-CoV	25024	25029	6mer	88
hsa-miR-4758-5p	SARS-CoV	25024	25029	6mer	88
hsa-miR-1238-5p	SARS-CoV	25847	25852	6mer	88
hsa-miR-4758-5p	SARS-CoV	25847	25852	6mer	88
hsa-miR-1238-5p	SARS-CoV	28290	28295	6mer	88
hsa-miR-4758-5p	SARS-CoV	28290	28295	6mer	88
hsa-miR-1238-5p	SARS-CoV	28932	28938	7mer-1a	88
hsa-miR-4758-5p	SARS-CoV	28932	28938	7mer-1a	88
hsa-miR-1238-5p	SARS-CoV	29390	29395	6mer	88
hsa-miR-4758-5p	SARS-CoV	29390	29395	6mer	88
hsa-miR-1238-5p	SARS-CoV	3419	3425	7mer-1a	88
hsa-miR-4758-5p	SARS-CoV	3419	3425	7mer-1a	88
hsa-miR-1238-5p	SARS-CoV	5330	5335	6mer	88
hsa-miR-4758-5p	SARS-CoV	5330	5335	6mer	88
hsa-miR-1238-5p	SARS-CoV	5703	5708	6mer	88
hsa-miR-4758-5p	SARS-CoV	5703	5708	6mer	88
hsa-miR-1238-5p	SARS-CoV	6563	6569	7mer-m8	88
hsa-miR-4758-5p	SARS-CoV	6563	6569	7mer-m8	88
hsa-miR-1238-5p	SARS-CoV	8324	8329	6mer	88
hsa-miR-4758-5p	SARS-CoV	8324	8329	6mer	88
hsa-miR-1238-5p	SARS-CoV	8471	8477	7mer-1a	88
hsa-miR-4758-5p	SARS-CoV	8471	8477	7mer-1a	88
hsa-miR-506-3p	SARS-CoV	11398	11403	6mer	82
hsa-miR-506-3p	SARS-CoV	15856	15862	7mer-m8	82
hsa-miR-506-3p	SARS-CoV	489	496	8mer-1a	82
hsa-miR-506-3p	SARS-CoV	6541	6546	6mer	82
hsa-miR-506-3p	SARS-CoV	6701	6707	7mer-m8	82
hsa-miR-506-3p	SARS-CoV	9853	9858	6mer	82
hsa-miR-1244	SARS-CoV	10657	10662	6mer	79
hsa-miR-1244	SARS-CoV	11630	11635	6mer	79
hsa-miR-1244	SARS-CoV	17810	17816	7mer-m8	79
hsa-miR-1244	SARS-CoV	20079	20085	7mer-m8	79
hsa-miR-1244	SARS-CoV	20867	20872	6mer	79
hsa-miR-1244	SARS-CoV	2119	2124	6mer	79
hsa-miR-1244	SARS-CoV	22947	22952	6mer	79
hsa-miR-1244	SARS-CoV	2447	2453	7mer-m8	79
hsa-miR-1244	SARS-CoV	25697	25703	7mer-m8	79
hsa-miR-1244	SARS-CoV	25731	25736	6mer	79
hsa-miR-1244	SARS-CoV	26072	26078	7mer-1a	79
hsa-miR-1244	SARS-CoV	27359	27365	7mer-1a	79
hsa-miR-1244	SARS-CoV	3217	3222	6mer	79
hsa-miR-1244	SARS-CoV	4117	4122	6mer	79
hsa-miR-1244	SARS-CoV	5469	5476	8mer-1a	79
hsa-miR-1244	SARS-CoV	7024	7030	7mer-1a	79
hsa-miR-1244	SARS-CoV	8457	8464	8mer-1a	79
hsa-miR-1244	SARS-CoV	9380	9385	6mer	79
hsa-miR-1248	SARS-CoV	10515	10520	6mer	80
hsa-miR-1248	SARS-CoV	13543	13549	7mer-1a	80
hsa-miR-1248	SARS-CoV	13845	13852	8mer-1a	80
hsa-miR-1248	SARS-CoV	19982	19987	6mer	80
hsa-miR-1248	SARS-CoV	21025	21031	7mer-m8	80
hsa-miR-1248	SARS-CoV	28502	28508	7mer-m8	80
hsa-miR-1248	SARS-CoV	4031	4037	7mer-1a	80
hsa-miR-1248	SARS-CoV	6368	6374	7mer-1a	80
hsa-miR-1250-3p	SARS-CoV	11776	11781	6mer	63
hsa-miR-1250-3p	SARS-CoV	1362	1368	7mer-m8	63
hsa-miR-1250-3p	SARS-CoV	15230	15235	6mer	63
hsa-miR-1250-3p	SARS-CoV	15761	15766	6mer	63
hsa-miR-1250-3p	SARS-CoV	17583	17588	6mer	63
hsa-miR-1250-3p	SARS-CoV	17973	17979	7mer-m8	63
hsa-miR-1250-3p	SARS-CoV	18150	18156	7mer-1a	63
hsa-miR-1250-3p	SARS-CoV	19557	19563	7mer-m8	63
hsa-miR-1250-3p	SARS-CoV	20414	20419	6mer	63
hsa-miR-1250-3p	SARS-CoV	20682	20688	7mer-m8	63
hsa-miR-1250-3p	SARS-CoV	22293	22299	7mer-m8	63
hsa-miR-1250-3p	SARS-CoV	2289	2294	6mer	63
hsa-miR-1250-3p	SARS-CoV	24175	24180	6mer	63
hsa-miR-1250-3p	SARS-CoV	24519	24524	6mer	63
hsa-miR-1250-3p	SARS-CoV	25943	25949	7mer-m8	63
hsa-miR-1250-3p	SARS-CoV	28117	28122	6mer	63
hsa-miR-1250-3p	SARS-CoV	28420	28426	7mer-1a	63
hsa-miR-1250-3p	SARS-CoV	404	409	6mer	63
hsa-miR-1250-3p	SARS-CoV	7685	7690	6mer	63
