"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000069855",3.19049069160617,0.969733884207192,0.3079230468433,3.14927347643673,0.00163676946397743,0.00396625491720599
"ENSMUSG00000010122",35.9748774230329,-0.659106877538264,0.193890794922738,-3.39937168136788,0.000675408638921608,0.00176023562270128
"ENSMUSG00000041000",104.546874861398,-0.390750726466864,0.0932165278025527,-4.19186098944316,2.76675514341284e-05,9.10965358453985e-05
"ENSMUSG00000028789",114.436246019099,-1.06348404941062,0.151949385878504,-6.99893614746801,2.57913362453389e-12,2.05749444647416e-11
"ENSMUSG00000028889",191.56068143789,0.543579275258802,0.0789251628013078,6.88727467851095,5.68713485417689e-12,4.35410710442983e-11
"ENSMUSG00000028792",424.812821303621,0.66019504392558,0.0729412065562029,9.05105735284053,1.41590554183523e-19,2.25607614710956e-18
"ENSMUSG00000028873",44.9940967479487,1.42010196816684,0.149828704154523,9.47817026237001,2.58780781125622e-21,4.78174968440209e-20
"ENSMUSG00000028871",56.4178579164492,-0.374202723849548,0.132885951661484,-2.81596902585156,0.00486303549423233,0.0107998990991975
"ENSMUSG00000028869",837.749904071794,0.298118126319588,0.0609763549191244,4.88907752382043,1.01309596020479e-06,4.10998233024202e-06
"ENSMUSG00000050213",329.479699252971,0.0890726773828075,0.0368950313313843,2.41421877603988,0.0157689907865263,0.0313590648456884
"ENSMUSG00000042677",109.427667887599,0.731539448170645,0.120356309100575,6.07811467165661,1.21603784692617e-09,7.20247088272908e-09
"ENSMUSG00000006576",138.896856309406,-0.448512020028299,0.124695914391492,-3.59684615343661,0.000322098857785672,0.000887086297422538
"ENSMUSG00000028859",619.209503752243,0.921453406923881,0.133306187055638,6.91230787764783,4.76831557797657e-12,3.68345747236676e-11
"ENSMUSG00000028861",276.367560507639,0.336715822876719,0.0502143091871329,6.70557513042518,2.00614640818813e-11,1.44636426146247e-10
"ENSMUSG00000042608",468.296187623351,0.276789141566333,0.0965741611634061,2.86607865118288,0.00415590979432991,0.00935873311389369
"ENSMUSG00000050212",66.8411772602342,-0.590234684900452,0.174860803873464,-3.37545448622991,0.000736938802930211,0.00190628402483151
"ENSMUSG00000073758",186.68221991894,-0.462558216552952,0.106163490105261,-4.35703664314657,1.31835203431655e-05,4.57256662353827e-05
"ENSMUSG00000032908",639.650380794773,-1.17837510237138,0.215908623409619,-5.45774913369614,4.82208294192995e-08,2.32451437518455e-07
"ENSMUSG00000026245",750.860716419507,0.402974590383069,0.056044943153808,7.19020428439293,6.46944518741025e-13,5.50131389393864e-12
"ENSMUSG00000032883",608.48672264764,-0.208192676213135,0.0698312122168035,-2.98136992906215,0.00286961919968971,0.00665022277432585
"ENSMUSG00000044816",1.33352067291933,1.66390002196847,0.482019814072173,3.45193283220372,0.000556586261417201,0.00146987299259285
"ENSMUSG00000025950",2048.66658483249,-0.244937694507672,0.0640809996917998,-3.822313879086,0.000132205258154846,0.000388207795294313
"ENSMUSG00000028849",675.677783216898,0.312617120332546,0.12336763160678,2.53402870964547,0.0112759492920631,0.023103474358145
"ENSMUSG00000079470",443.188712803423,-0.149386568774656,0.0645182282383544,-2.31541647769319,0.0205901506108314,0.0398834752121608
"ENSMUSG00000047330",157.807869538287,0.979223568043374,0.156760669133295,6.24661513284771,4.19442871440115e-10,2.62559020738849e-09
"ENSMUSG00000026193",15409.5178787552,0.570157123723919,0.0970026342561987,5.87774886832504,4.15883198583345e-09,2.28691421992846e-08
"ENSMUSG00000056174",119.7840018976,-0.374058632234834,0.071665058150167,-5.21953992489661,1.79368146598623e-07,8.00329498404581e-07
"ENSMUSG00000028845",30.0624172733262,-0.573873644287662,0.185796128725324,-3.08872767277117,0.00201015606138433,0.00479637158024997
"ENSMUSG00000073652",8.76940452551946,-0.601668857444289,0.204325836177247,-2.94465383673927,0.00323316171747882,0.0074297694100872
"ENSMUSG00000026249",1379.40554262156,0.383846560252264,0.0751607039561907,5.10701124454607,3.27294279144941e-07,1.41186227512631e-06
"ENSMUSG00000028842",2344.05573994928,-0.334696014170047,0.0634968399069855,-5.27106568862847,1.35633912255083e-07,6.14608187234189e-07
"ENSMUSG00000043230",151.754014259784,-0.81560850408634,0.198750603326873,-4.10367812944426,4.06633097481952e-05,0.000130575370132367
"ENSMUSG00000038608",4117.20988280962,0.264430826581542,0.0622371803750313,4.2487597443863,2.14957306422674e-05,7.20635887251353e-05
"ENSMUSG00000039354",500.181009049931,-0.220483722314092,0.0624373928328848,-3.53127688890249,0.000413558586296595,0.00111766065245695
"ENSMUSG00000042500",790.754434256808,-0.57543024990824,0.0601850986286453,-9.56100867191006,1.16614537576972e-21,2.22071966970156e-20
"ENSMUSG00000055567",44.4589927248341,-0.955394206781843,0.244074594882322,-3.91435334448665,9.06468120302755e-05,0.000273790680539161
"ENSMUSG00000042489",144.074931382591,1.30024779170563,0.0975525963077029,13.3286846369968,1.57652807866936e-40,1.11612005506737e-38
"ENSMUSG00000039323",326.267062060838,-0.965882357125874,0.200802573782052,-4.81010944697467,1.50847675060714e-06,5.97335616992995e-06
"ENSMUSG00000055322",16581.7024983703,-0.783461156819837,0.104844672330498,-7.47258911115829,7.86320842872098e-14,7.35515553179792e-13
"ENSMUSG00000026005",893.871648243873,0.205437524908028,0.0751604376493388,2.73331996636977,0.00626993899903121,0.0135769711826209
"ENSMUSG00000061815",47.4287179917964,-0.921737183370549,0.151762733831923,-6.07354098135431,1.25120049148246e-09,7.39617631720132e-09
"ENSMUSG00000026004",1315.8513769753,-0.310743025148612,0.0861568419633981,-3.60671326927958,0.000310099998964737,0.000857047654824004
"ENSMUSG00000026180",255.70036080824,0.745227423498917,0.162948247964084,4.57339942472517,4.79874079330759e-06,1.77778919642072e-05
"ENSMUSG00000048480",59.2486537023406,-1.3773134269392,0.293099274255597,-4.6991362583113,2.6126410391995e-06,1.00055173272526e-05
"ENSMUSG00000006304",3717.98046233184,0.52175048649173,0.0611085419617504,8.53809418032439,1.36453685375526e-17,1.80601054405013e-16
"ENSMUSG00000026003",1015.35709905573,0.169682819300619,0.0656117881312907,2.58616361683482,0.00970508490506166,0.0201641037853698
"ENSMUSG00000026000",405.812449973704,-0.188786494990208,0.0543502383518217,-3.4735173334135,0.000513684182636938,0.00136576444022749
"ENSMUSG00000026179",185.466185336953,-0.935407325290586,0.13616241897125,-6.86979074224651,6.4296149003838e-12,4.88731948617384e-11
"ENSMUSG00000062209",91.1671255055349,-0.725234851263725,0.228527458843448,-3.17351295522235,0.0015060618033521,0.00367567037122015
"ENSMUSG00000006301",2716.35286753524,-0.310931488929271,0.0372720524208809,-8.34221537945354,7.29114994785818e-17,9.05275997308691e-16
"ENSMUSG00000025997",520.775928452797,0.227944576987494,0.0841029856630553,2.71030303134203,0.00672217614793138,0.0144591261764095
"ENSMUSG00000073650",98.8723680654774,-0.427492156969418,0.107416835951342,-3.97975003809519,6.89877670226276e-05,0.00021296787928514
"ENSMUSG00000026177",203.995468381044,1.83108604674318,0.182380434239389,10.0399259075111,1.01750556011415e-23,2.33405690936986e-22
"ENSMUSG00000026171",311.774941761669,0.219897715919148,0.070475937983924,3.1201814719984,0.00180739654469983,0.00435052397619546
"ENSMUSG00000026196",114.538104778331,1.19550890656287,0.0959974696274345,12.453546027855,1.33767108191196e-35,7.14466746797531e-34
"ENSMUSG00000033276",181.952660017612,-0.476252203752555,0.0998878825858202,-4.76786764744338,1.86186026463527e-06,7.27378562161016e-06
"ENSMUSG00000026192",630.621474859803,0.255700355077184,0.0551725386194475,4.6345584501898,3.57700157872874e-06,1.34616655202814e-05
"ENSMUSG00000026174",567.912279314227,0.384068513717776,0.0532464849490924,7.21303038285014,5.47201989957493e-13,4.6862606853428e-12
"ENSMUSG00000033257",1694.47243291359,-0.119137422977819,0.0368236715147176,-3.23534884157877,0.00121494195863437,0.00302195469540181
"ENSMUSG00000026170",227.456440475098,-0.576036860756044,0.0654350120795214,-8.80319025624999,1.32980842824881e-18,1.92364034897242e-17
"ENSMUSG00000006542",46.6092096394004,-1.39233093861007,0.149967916270563,-9.28419206744268,1.62938622317444e-20,2.81755837997779e-19
"ENSMUSG00000033227",1.40367016332537,1.68909304297242,0.433689827840437,3.89470292947215,9.83191514532454e-05,0.00029548121211677
"ENSMUSG00000026135",667.76638407573,-0.191592160545799,0.0420980697871145,-4.55109133303879,5.33683735949803e-06,1.96784977228386e-05
"ENSMUSG00000047021",820.930720202652,-0.29655873994367,0.12842867846339,-2.30913175695572,0.0209362710106035,0.0404584136752757
"ENSMUSG00000026162",27.5309537013755,-0.298025227744968,0.0952796257414731,-3.12790090668088,0.00176059528436252,0.00424656050533766
"ENSMUSG00000026205",16.000750611944,0.4449344133121,0.161765432751417,2.75049128694772,0.005950597406453,0.0129483324144839
"ENSMUSG00000026197",90.8658471382845,-0.322711523818925,0.130667466026212,-2.46971594102995,0.0135220378731639,0.0272447934960076
"ENSMUSG00000026198",185.071226541855,-0.17467376539033,0.0630998959998561,-2.76821003620557,0.00563651174170423,0.012350521479911
"ENSMUSG00000033124",340.83646171425,-0.185826986233644,0.0804823022885647,-2.30891737623723,0.0209481665670654,0.0404770685042525
"ENSMUSG00000026199",396.311637266033,-0.524412506239995,0.0421150873386192,-12.4518916943837,1.36569334054793e-35,7.25142996379756e-34
"ENSMUSG00000026201",383.962886337678,-0.152001682892502,0.0547653090685546,-2.7755103637273,0.00551151427182261,0.012106018633558
"ENSMUSG00000026203",135.116034651482,-0.373318541936571,0.109422736704446,-3.41170905773374,0.000645569768617104,0.00168856433393865
"ENSMUSG00000026277",1490.17077291494,-0.29622409392369,0.0461618810027599,-6.41707156400277,1.38920629575001e-10,9.11313272426415e-10
"ENSMUSG00000026280",727.697291599753,-0.163200689052866,0.0325733160743731,-5.01025712826528,5.43573591733157e-07,2.27947364728425e-06
"ENSMUSG00000026281",275.738799166457,0.109773339909711,0.0472003612163987,2.32568855578107,0.0200351714516413,0.0389170378971896
"ENSMUSG00000026283",604.004343356107,-0.165062616809558,0.0374549674768992,-4.40696195801965,1.04830590856373e-05,3.69702413895312e-05
"ENSMUSG00000073609",216.538205918258,-0.432049134090814,0.0718604490065381,-6.01233557629879,1.8286927642925e-09,1.0554152964761e-08
"ENSMUSG00000026285",10.3983959025325,1.95135624006516,0.213189291120778,9.15316257118966,5.52906856512587e-20,9.14906276867254e-19
"ENSMUSG00000040693",823.873729263152,-0.609525471136463,0.152269757439878,-4.00293191100096,6.25623118951798e-05,0.000194730589076497
"ENSMUSG00000044768",444.843419530384,0.484671095332274,0.0751086584658359,6.45293239464173,1.09706307766229e-10,7.29745016250453e-10
"ENSMUSG00000026335",7921.61954755417,-0.514074340149348,0.0649558217039515,-7.91421502590392,2.48817944263382e-15,2.68815700047088e-14
"ENSMUSG00000056536",1443.50875027852,0.396377384740682,0.0710591547968366,5.57813255553003,2.43114370477592e-08,1.22016784271114e-07
"ENSMUSG00000026321",341.412292951155,1.09593449192725,0.0928980989870622,11.7971681215983,4.03668451112345e-32,1.68690429350258e-30
"ENSMUSG00000038866",1194.53728218401,0.760734228200521,0.0541280813964711,14.0543357269286,7.2458608839996e-45,6.22902507327832e-43
"ENSMUSG00000044340",1200.01221731063,-0.259611500765218,0.0594786896270585,-4.36478177971011,1.27249724373725e-05,4.42372284636791e-05
"ENSMUSG00000009905",918.165818314573,-0.468476164449742,0.0622806189143938,-7.5220216596382,5.393564606237e-14,5.13013813679645e-13
"ENSMUSG00000067006",1.61589265861551,2.47605482644802,0.46249226566941,5.35372158681223,8.61634034530011e-08,3.99155227748789e-07
"ENSMUSG00000059956",9.15698257271305,0.706908331131356,0.266667795446008,2.65089502070933,0.00802787894641443,0.0169505612420608
"ENSMUSG00000062345",46.1995736334096,1.45571244767859,0.248815832444648,5.85056197339222,4.89914874434902e-09,2.6712271906292e-08
"ENSMUSG00000026315",397.386501195111,0.54528768770714,0.0751902097647501,7.25211020707613,4.10327787075013e-13,3.56308202985339e-12
"ENSMUSG00000026377",497.31592993903,0.378082539906065,0.0727095727430949,5.19990044834875,1.99395293955425e-07,8.84660418229857e-07
"ENSMUSG00000064302",2126.7333912492,-0.0839910101644937,0.0205836844325002,-4.08046530444655,4.4945638019406e-05,0.000143029015188496
"ENSMUSG00000005370",601.729251929873,0.215672338799041,0.0508916633731628,4.23787167689186,2.25648671064952e-05,7.53818552689782e-05
"ENSMUSG00000005371",1570.29038025077,-0.191448537939115,0.0765512788391829,-2.500918872189,0.0123871550910788,0.0251716919022113
"ENSMUSG00000029442",300.012482786469,-0.383869380184705,0.0997579775037829,-3.84800684406566,0.000119082727376312,0.000352657558616234
"ENSMUSG00000034709",579.645192812848,0.0960309306805338,0.0343474582949714,2.79586716012093,0.00517606708201043,0.0114318007134248
"ENSMUSG00000029438",469.231710446653,-0.699885694295085,0.0871760502937069,-8.0284171161355,9.87382832213934e-16,1.10784476506887e-14
"ENSMUSG00000033855",669.508051085312,-0.89700577381444,0.104686939502481,-8.56845923739302,1.04878802715972e-17,1.40042679395816e-16
"ENSMUSG00000024107",3.78135477881004,-1.80150806202953,0.37350284188975,-4.82327805838033,1.41217886815068e-06,5.61419623579039e-06
"ENSMUSG00000024109",173.838919223696,-1.07902795265633,0.129397380457288,-8.33887014438052,7.50037226047588e-17,9.30613198751692e-16
"ENSMUSG00000001034",183.47929193763,0.252929650941389,0.105646040618527,2.39412333354434,0.01666014560477,0.0329357935289491
"ENSMUSG00000029433",689.16983423662,-0.0637627240593491,0.0276521690660052,-2.30588507929157,0.0211170545665431,0.0407423518317626
"ENSMUSG00000029431",10.6583670650034,-0.516223834567824,0.223126749810905,-2.31359007830891,0.0206902184451373,0.0400443606442903
"ENSMUSG00000001036",2051.68378295052,-0.464553918459749,0.0420541775696667,-11.0465581615565,2.27781186252823e-28,7.34309599182539e-27
"ENSMUSG00000049550",3839.43090387103,-0.216180371941233,0.0300192932703729,-7.20138112493773,5.96056802510758e-13,5.08295392334753e-12
"ENSMUSG00000004837",614.271289039464,-0.452008992954226,0.0950043390586151,-4.75777209160256,1.9574131670885e-06,7.6157715313467e-06
"ENSMUSG00000004798",1883.49641873639,-0.420800021041397,0.0630227860559842,-6.67695047101842,2.43965352866513e-11,1.74152096294945e-10
"ENSMUSG00000029427",637.147931921525,-0.0776738235562616,0.0249433523270433,-3.11400899677982,0.0018456386193633,0.00443429784340772
"ENSMUSG00000029422",2239.68574482501,-0.134833048783458,0.0592916150867163,-2.27406604772462,0.0229620157017523,0.0438381207131699
"ENSMUSG00000029414",146.798924213885,1.67979064562259,0.143050032802921,11.7426792060707,7.70076005631008e-32,3.15242225162281e-30
"ENSMUSG00000042331",1358.22531748589,0.126655205236419,0.0392681264273751,3.22539465871037,0.00125799121296493,0.00311786317513123
"ENSMUSG00000014243",37.2127251557994,0.453159180023077,0.0959509672490726,4.72282034267307,2.32596308298403e-06,8.94777631444179e-06
"ENSMUSG00000045502",108.894944468266,0.689229910157548,0.1317526189703,5.23124257828164,1.68374384407889e-07,7.53324104514403e-07
"ENSMUSG00000023106",516.69102870123,0.429762816042459,0.063580051444935,6.75939711081651,1.38567120706467e-11,1.01647794803488e-10
"ENSMUSG00000061882",76.3456431663563,-0.435892314301677,0.0811019227287411,-5.37462367889343,7.67427921099865e-08,3.59014673739722e-07
"ENSMUSG00000018501",7472.31301651912,-0.121639022330923,0.0359618555133076,-3.38244566623964,0.000718434881322276,0.00186188701012217
"ENSMUSG00000005417",9634.08781497401,-0.314966026645196,0.0564486743725252,-5.57968863124441,2.40949516922337e-08,1.20997541835854e-07
"ENSMUSG00000020325",231.848613915587,0.364723094331143,0.126824779080628,2.87580311178206,0.00403001002456304,0.00910332469637595
"ENSMUSG00000032633",478.541412861141,-0.400868848473631,0.079399087327078,-5.04878408516568,4.44630912282552e-07,1.88957670890699e-06
"ENSMUSG00000062257",49.7978981820724,-0.690349351211544,0.186365641275362,-3.70427374105685,0.0002119972320446,0.000602232262801128
"ENSMUSG00000019373",1028.38198870439,0.2555002555574,0.0491972726307407,5.19338251685424,2.06507275891753e-07,9.14865239674556e-07
"ENSMUSG00000059974",20.4895898948413,-0.70198379070918,0.160050604093976,-4.38601150356795,1.15448018309392e-05,4.04538640244461e-05
"ENSMUSG00000035852",133.646729112539,1.71603901275057,0.146497146636524,11.7138050272628,1.08307549600629e-31,4.36445578781284e-30
"ENSMUSG00000006498",1842.44335603782,0.218379990029949,0.0877254695334006,2.48935675342043,0.0127974477930449,0.0259150112179293
"ENSMUSG00000032615",88.5462394752685,0.211417170877937,0.0681178259889448,3.10369815549088,0.00191118204595621,0.0045783664378513
"ENSMUSG00000047412",1999.34242437772,-0.581693900909015,0.0781233939382924,-7.44583500005746,9.63331468471505e-14,8.92304925619091e-13
"ENSMUSG00000028233",720.730739389264,0.197863295527628,0.0681072725211966,2.9051713305073,0.003670521188993,0.00835189299532274
"ENSMUSG00000031995",385.520581915084,0.452268988657904,0.13713011392175,3.29810116628343,0.000973410563434741,0.00246051258774676
"ENSMUSG00000042228",3129.58329247159,0.433830395502833,0.0719868522226702,6.02652265112116,1.67524843212448e-09,9.7182711905987e-09
"ENSMUSG00000031996",9319.56146774895,-0.559743974075183,0.0645139589259338,-8.67632344060307,4.08768559063424e-18,5.67653753597846e-17
"ENSMUSG00000028234",2983.04636254353,0.307416629221208,0.0451879593236865,6.8030651045591,1.02416335090638e-11,7.63701816353282e-11
"ENSMUSG00000003282",171.482862838582,-0.238590800404073,0.0742120134068958,-3.21498891420595,0.00130449559926993,0.00322338612833563
"ENSMUSG00000042198",186.425673852335,-0.399246519460902,0.0722581567064593,-5.52527960383485,3.28961295924783e-08,1.62438136633756e-07
"ENSMUSG00000042496",218.706953926975,-0.191572148007393,0.0579739089093198,-3.30445456605387,0.000951613988024419,0.00241251050776644
"ENSMUSG00000000538",934.590448909098,-0.38796477478054,0.0558753154056352,-6.94340196496524,3.82768268703664e-12,2.99268755084766e-11
"ENSMUSG00000066324",2641.02105280133,-0.238757010401983,0.0797818840940231,-2.99262186037883,0.00276592219131671,0.00642723559271985
"ENSMUSG00000049119",115.310587046819,0.210995949402441,0.0693295262226056,3.04337792133424,0.00233938337365956,0.00549794105488799
"ENSMUSG00000035835",11.6117376010892,0.71001236714484,0.246854666555241,2.87623635822964,0.00402448233086772,0.00909197591279627
"ENSMUSG00000042185",837.468914199821,-0.095270579304683,0.0280694444668799,-3.3941027731096,0.000688538477572723,0.00179135107877509
"ENSMUSG00000028249",8106.7568173817,0.503826904028444,0.0766661338057491,6.57170094562225,4.97436952567624e-11,3.43806634942699e-10
"ENSMUSG00000057729",2.37649733571587,1.08201194028788,0.43261938639192,2.50107132117204,0.0123818240293431,0.025163691230635
"ENSMUSG00000028793",719.890345731183,1.32142941597862,0.145824006787848,9.06180981504025,1.2830375868845e-19,2.04979447398459e-18
"ENSMUSG00000028786",8.91808872565279,0.645545730063164,0.195374573883125,3.30414402054863,0.000952668778581052,0.00241382869610158
"ENSMUSG00000041272",65.2031174812301,0.289342598773668,0.103767244655429,2.78838085885833,0.00529722277120556,0.0116736770860076
"ENSMUSG00000041444",1487.71301576529,-0.30229621878578,0.0485536875533204,-6.22601977355079,4.78433709873711e-10,2.97627972582705e-09
"ENSMUSG00000041261",2145.8525388104,-0.659513750832369,0.120615467929104,-5.4679035960796,4.55389430236013e-08,2.20406042467849e-07
"ENSMUSG00000018415",953.450669930945,-1.03039566562978,0.0710450607797201,-14.503410290894,1.15277304614743e-47,1.11887160226342e-45
"ENSMUSG00000028785",2.5531459420567,0.931256268900294,0.340250239958253,2.73697461319808,0.0062007077977708,0.0134367276285147
"ENSMUSG00000041235",1460.69167224829,0.116936844554051,0.0455921499511456,2.56484602457562,0.0103221599870058,0.0213234871547564
"ENSMUSG00000035773",13.0485732019001,-0.563076804185008,0.145319982577986,-3.87473762517715,0.000106739642221596,0.000318876511836252
"ENSMUSG00000019564",230.995027076859,0.458700031557054,0.0865696741054856,5.29862259846475,1.16679521452783e-07,5.33675044536885e-07
"ENSMUSG00000037661",83.2255499483854,0.842120572479859,0.0871549257918467,9.66234053702378,4.35791638040867e-22,8.63594559994707e-21
"ENSMUSG00000032034",55.1908451598732,-0.638792581404699,0.260247953989782,-2.45455371161066,0.0141059589853486,0.0283233097055386
"ENSMUSG00000028207",2298.78805853254,-0.170117042097743,0.0649933317525176,-2.61745378349761,0.00885884838728415,0.0185510717939498
"ENSMUSG00000037652",3948.92328020946,-0.301839820484698,0.057067838073203,-5.28914062063324,1.22892386327809e-07,5.60105087194126e-07
"ENSMUSG00000028811",553.097457097807,0.284899981710999,0.0682190015717148,4.17625551748217,2.96346925837911e-05,9.71481941556528e-05
"ENSMUSG00000020671",3142.31261037935,0.187726184813221,0.069989666785212,2.68219857924635,0.00731400296373967,0.0155983101599991
"ENSMUSG00000020668",387.460221709819,-0.400735337872508,0.0633775221518068,-6.32298840766661,2.56552554729432e-10,1.64706375196673e-09
"ENSMUSG00000071456",190.331322666425,-0.180543321748099,0.0582928228309707,-3.09717925775551,0.00195371692371018,0.00466972747567057
"ENSMUSG00000022895",2358.28206557214,-0.262779944685869,0.0395005000828182,-6.65257260376235,2.88013659444257e-11,2.04383278063961e-10
"ENSMUSG00000032038",876.377185190141,0.335036530974066,0.0518359809206212,6.46339714275153,1.0237813340647e-10,6.8453053421741e-10
"ENSMUSG00000032040",233.341773224355,0.172889941383937,0.0536650109375657,3.22165109749215,0.00127454238460007,0.00315801724803529
"ENSMUSG00000032041",631.240203392067,0.279148278648372,0.0657962410146247,4.24261742530739,2.2092787627268e-05,7.39279138155829e-05
"ENSMUSG00000022913",127.819425541894,0.292550604850443,0.0558464267932003,5.23848385025169,1.61901140667389e-07,7.26539493985483e-07
"ENSMUSG00000022914",5327.90671371356,-0.285159608898191,0.0442931428522291,-6.43800801965084,1.21051606114624e-10,8.00199430680081e-10
"ENSMUSG00000032042",2595.30108635121,0.180588619584958,0.0403163648597513,4.47928825461254,7.48923409362463e-06,2.70298166917644e-05
"ENSMUSG00000001120",187.201535817999,-0.374410805101897,0.0806987320947815,-4.63961199120388,3.49063933915274e-06,1.31558480145563e-05
"ENSMUSG00000028807",162.584027909786,-0.290686985923366,0.0627958896902436,-4.62907663793366,3.67299826610548e-06,1.37970532039122e-05
"ENSMUSG00000039048",355.818625280904,0.196558192234708,0.0490739936702258,4.00534330985097,6.192747325236e-05,0.000192854351323936
"ENSMUSG00000040859",881.649696388679,-0.319235060293786,0.0467660688297892,-6.82621114585622,8.71865807598806e-12,6.54189252891989e-11
"ENSMUSG00000057191",249.073036138336,1.69030320334807,0.153870847486646,10.9852076007755,4.50202339604341e-28,1.4258776906802e-26
"ENSMUSG00000037643",3127.86041847424,-0.363509321495754,0.0564938073330796,-6.43449855224935,1.2388161920665e-10,8.18008365595338e-10
"ENSMUSG00000047945",176.312757918971,1.46308587597049,0.118430604085498,12.3539509678955,4.63766270293237e-35,2.37177690583677e-33
"ENSMUSG00000028800",326.074937659133,0.147348413231848,0.0479933297607309,3.07018525212667,0.00213926034931799,0.00506758523635188
"ENSMUSG00000001435",567.537513636594,0.94532823576297,0.159226354843121,5.93700858563496,2.90269472212406e-09,1.62740210616477e-08
"ENSMUSG00000000409",154.578698966766,0.912587657684019,0.121185135616931,7.53052470534615,5.05368278035678e-14,4.82465019745008e-13
"ENSMUSG00000027660",3507.10281209593,0.164617395730816,0.0706662064292812,2.32950662061584,0.0198322426777658,0.0385475656533389
"ENSMUSG00000038119",749.552331476381,-0.15915839361012,0.0666367339821714,-2.38844829419015,0.0169196889789989,0.0333935875301046
"ENSMUSG00000028798",710.984617073402,0.198761687854686,0.0821852021292724,2.41846077767194,0.0155863257933971,0.0310402580858465
"ENSMUSG00000040681",2258.62656130024,0.144057356551619,0.0549408559070442,2.62204427239636,0.00874040760337471,0.0183221758550538
"ENSMUSG00000032182",294.674680395112,-0.24916625120743,0.0720501902273332,-3.45823169128713,0.000543733562662132,0.0014399328160099
