Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Irx2	ENSMUST00000074372.5	Iroquois related homeobox 2 (Drosophila) 	378	1	1	0	0	1	mmu-miR-223-5p	-0.40	-0.41	< 0.1
Rab11fip1	ENSMUST00000033878.7	RAB11 family interacting protein 1 (class I) 	543	7	1	0	6	0	mmu-miR-223-5p	-0.39	-0.44	< 0.1
Micu2	ENSMUST00000022543.8	mitochondrial calcium uptake 2 	2984	2	1	0	1	0	mmu-miR-223-5p	-0.39	-0.39	< 0.1
Klk1b11	ENSMUST00000007156.4	kallikrein 1-related peptidase b11 	5	1	0	1	0	0	mmu-miR-223-5p	-0.39	-0.39	< 0.1
Ano8	ENSMUST00000093450.4	anoctamin 8 	534	1	1	0	0	0	mmu-miR-223-5p	-0.39	-0.39	< 0.1
Zfp449	ENSMUST00000101560.3	zinc finger protein 449 	81	2	0	1	1	1	mmu-miR-223-5p	-0.39	-0.39	< 0.1
P4ha3	ENSMUST00000057023.6	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III 	57	5	0	0	5	3	mmu-miR-223-5p	-0.39	-0.39	< 0.1
Lmo3	ENSMUST00000162772.2	LIM domain only 3 	6	2	2	0	0	0	mmu-miR-223-5p	-0.39	-0.52	< 0.1
Polr3d	ENSMUST00000000793.6	polymerase (RNA) III (DNA directed) polypeptide D 	875	3	0	1	2	0	mmu-miR-223-5p	-0.38	-0.39	< 0.1
Nppc	ENSMUST00000027449.5	natriuretic peptide type C 	5	1	1	0	0	0	mmu-miR-223-5p	-0.38	-0.38	< 0.1
Pygo1	ENSMUST00000038489.5	pygopus 1 	359	4	1	0	3	2	mmu-miR-223-5p	-0.38	-0.40	< 0.1
E2f8	ENSMUST00000058745.9	E2F transcription factor 8 	453	3	0	0	3	0	mmu-miR-223-5p	-0.38	-0.38	< 0.1
Rnf103	ENSMUST00000064637.5	ring finger protein 103 	685	2	1	0	1	0	mmu-miR-223-5p	-0.38	-0.43	< 0.1
1700012B09Rik	ENSMUST00000060330.4	RIKEN cDNA 1700012B09 gene 	9	1	0	1	0	1	mmu-miR-223-5p	-0.38	-0.38	< 0.1
Magee2	ENSMUST00000033575.6	melanoma antigen, family E, 2 	5	1	1	0	0	0	mmu-miR-223-5p	-0.38	-0.38	< 0.1
Dusp4	ENSMUST00000033930.4	dual specificity phosphatase 4 	544	1	1	0	0	0	mmu-miR-223-5p	-0.38	-0.38	< 0.1
Mageb4	ENSMUST00000113969.4	melanoma antigen, family B, 4 	5	1	1	0	0	0	mmu-miR-223-5p	-0.38	-0.38	< 0.1
Zfp429	ENSMUST00000181071.2	zinc finger protein 429 	9	2	0	0	2	1	mmu-miR-223-5p	-0.38	-0.38	< 0.1
Utp6	ENSMUST00000043152.5	UTP6, small subunit (SSU) processome component, homolog (yeast) 	515	1	1	0	0	0	mmu-miR-223-5p	-0.37	-0.38	< 0.1
4930451C15Rik	ENSMUST00000100123.4	RIKEN cDNA 4930451C15 gene 	29	2	1	1	0	0	mmu-miR-223-5p	-0.37	-0.38	< 0.1
Uck2	ENSMUST00000027839.8	uridine-cytidine kinase 2 	188	1	1	0	0	0	mmu-miR-223-5p	-0.37	-0.59	< 0.1
Ankrd29	ENSMUST00000118525.2	ankyrin repeat domain 29 	88	2	1	1	0	0	mmu-miR-223-5p	-0.37	-0.48	< 0.1
4930544L04Rik	ENSMUST00000097982.2	RIKEN cDNA 4930544L04 gene 	5	1	1	0	0	0	mmu-miR-223-5p	-0.37	-0.37	< 0.1
Olfr1033	ENSMUST00000111589.1	olfactory receptor 1033 	52	1	1	0	0	0	mmu-miR-223-5p	-0.36	-0.41	< 0.1
Bcl7c	ENSMUST00000106282.2	B cell CLL/lymphoma 7C 	163	2	2	0	0	0	mmu-miR-223-5p	-0.36	-0.50	< 0.1
Zcchc7	ENSMUST00000147272.2	zinc finger, CCHC domain containing 7 	368	1	1	0	0	0	mmu-miR-223-5p	-0.36	-0.36	< 0.1
Vps33b	ENSMUST00000032749.6	vacuolar protein sorting 33B (yeast) 	1383	3	0	0	3	0	mmu-miR-223-5p	-0.36	-0.36	< 0.1
Fuz	ENSMUST00000071207.8	fuzzy homolog (Drosophila) 	173	1	1	0	0	0	mmu-miR-223-5p	-0.36	-0.37	< 0.1
Rgs5	ENSMUST00000027997.3	regulator of G-protein signaling 5 	2393	3	0	0	3	0	mmu-miR-223-5p	-0.36	-0.36	< 0.1
Trmt2b	ENSMUST00000087541.6	TRM2 tRNA methyltransferase 2B 	510	2	1	0	1	0	mmu-miR-223-5p	-0.35	-0.37	< 0.1
Tctex1d1	ENSMUST00000116317.3	Tctex1 domain containing 1 	5	1	1	0	0	0	mmu-miR-223-5p	-0.35	-0.35	< 0.1
Nrk	ENSMUST00000113052.2	Nik related kinase 	126	2	2	0	0	0	mmu-miR-223-5p	-0.35	-0.35	< 0.1
Zfp738	ENSMUST00000137496.3	zinc finger protein 738 	14	2	2	0	0	2	mmu-miR-223-5p	-0.35	-0.37	< 0.1
Ereg	ENSMUST00000031324.4	epiregulin 	23	3	1	0	2	1	mmu-miR-223-5p	-0.35	-0.41	< 0.1
Adap2	ENSMUST00000021050.8	ArfGAP with dual PH domains 2 	586	2	1	0	1	0	mmu-miR-223-5p	-0.35	-0.36	< 0.1
Scamp1	ENSMUST00000022197.9	secretory carrier membrane protein 1 	305	1	1	0	0	1	mmu-miR-223-5p	-0.35	-0.36	< 0.1
Tfap2b	ENSMUST00000027059.5	transcription factor AP-2 beta 	41	1	1	0	0	1	mmu-miR-223-5p	-0.35	-0.35	< 0.1
Gm4861	ENSMUST00000068546.5	predicted gene 4861 	19	1	1	0	0	0	mmu-miR-223-5p	-0.35	-0.35	< 0.1
Tmem221	ENSMUST00000052072.6	transmembrane protein 221 	35	1	1	0	0	0	mmu-miR-223-5p	-0.35	-0.35	< 0.1
3110007F17Rik	ENSMUST00000113348.2	RIKEN cDNA 3110007F17 gene 	5	2	1	0	1	1	mmu-miR-223-5p	-0.34	-0.34	< 0.1
Olfr912	ENSMUST00000071681.2	olfactory receptor 912 	8	1	1	0	0	0	mmu-miR-223-5p	-0.34	-0.34	< 0.1
Papss1	ENSMUST00000029666.9	3'-phosphoadenosine 5'-phosphosulfate synthase 1 	131	1	1	0	0	0	mmu-miR-223-5p	-0.34	-0.35	< 0.1
Abhd17b	ENSMUST00000052556.3	abhydrolase domain containing 17B 	1392	1	1	0	0	0	mmu-miR-223-5p	-0.34	-0.36	< 0.1
Gpr149	ENSMUST00000058535.5	G protein-coupled receptor 149 	430	4	0	3	1	1	mmu-miR-223-5p	-0.34	-0.38	< 0.1
Fancl	ENSMUST00000004120.3	Fanconi anemia, complementation group L 	327	1	1	0	0	0	mmu-miR-223-5p	-0.34	-0.42	< 0.1
Ncf1	ENSMUST00000144086.1	neutrophil cytosolic factor 1 	95	1	1	0	0	0	mmu-miR-223-5p	-0.34	-0.35	< 0.1
Tmem236	ENSMUST00000077517.7	transmembrane protein 236 	14	1	1	0	0	0	mmu-miR-223-5p	-0.34	-0.34	< 0.1
Fech	ENSMUST00000025484.7	ferrochelatase 	5989	6	0	0	6	0	mmu-miR-223-5p	-0.34	-0.44	< 0.1
Rgs7bp	ENSMUST00000063551.5	regulator of G-protein signalling 7 binding protein 	26	3	2	0	1	1	mmu-miR-223-5p	-0.34	-0.51	< 0.1
Ccl11	ENSMUST00000000342.2	chemokine (C-C motif) ligand 11 	75	1	0	0	1	1	mmu-miR-223-5p	-0.34	-0.34	< 0.1
2610528A11Rik	ENSMUST00000179488.2	RIKEN cDNA 2610528A11 gene 	5	2	0	0	2	0	mmu-miR-223-5p	-0.34	-0.34	< 0.1
Tor1aip2	ENSMUST00000111757.4	torsin A interacting protein 2 	1299	2	0	2	0	1	mmu-miR-223-5p	-0.33	-0.34	< 0.1
Gm6563	ENSMUST00000056396.5	predicted pseudogene 6563 	5	2	0	0	2	0	mmu-miR-223-5p	-0.33	-0.33	< 0.1
Nab1	ENSMUST00000186764.1	Ngfi-A binding protein 1 	4719	1	1	0	0	0	mmu-miR-223-5p	-0.33	-0.34	< 0.1
Cnfn	ENSMUST00000167591.2	cornifelin 	5	1	0	1	0	0	mmu-miR-223-5p	-0.33	-0.33	< 0.1
Ugcg	ENSMUST00000030074.7	UDP-glucose ceramide glucosyltransferase 	811	2	1	0	1	0	mmu-miR-223-5p	-0.33	-0.34	< 0.1
A530054K11Rik	ENSMUST00000012314.8	RIKEN cDNA A530054K11 gene 	22	1	0	0	1	2	mmu-miR-223-5p	-0.33	-0.33	< 0.1
Sytl5	ENSMUST00000067529.3	synaptotagmin-like 5 	28	4	0	1	3	2	mmu-miR-223-5p	-0.33	-0.37	< 0.1
Ankrd34b	ENSMUST00000061594.7	ankyrin repeat domain 34B 	9	1	1	0	0	0	mmu-miR-223-5p	-0.33	-0.33	< 0.1
Pcdhb9	ENSMUST00000057228.1	protocadherin beta 9 	27	1	0	1	0	0	mmu-miR-223-5p	-0.33	-0.33	< 0.1
Tnfrsf21	ENSMUST00000024708.4	tumor necrosis factor receptor superfamily, member 21 	460	1	1	0	0	0	mmu-miR-223-5p	-0.33	-0.35	< 0.1
Lpcat2b	ENSMUST00000166599.1	lysophosphatidylcholine acyltransferase 2B 	5	1	1	0	0	0	mmu-miR-223-5p	-0.33	-0.33	< 0.1
Ccdc94	ENSMUST00000086869.4	coiled-coil domain containing 94 	655	1	1	0	0	1	mmu-miR-223-5p	-0.33	-0.33	< 0.1
Efnb2	ENSMUST00000001319.8	ephrin B2 	86	2	2	0	0	0	mmu-miR-223-5p	-0.33	-0.36	< 0.1
Dusp18	ENSMUST00000055931.4	dual specificity phosphatase 18 	302	2	1	0	1	0	mmu-miR-223-5p	-0.33	-0.36	< 0.1
Defb43	ENSMUST00000100491.1	defensin beta 43 	5	1	0	1	0	0	mmu-miR-223-5p	-0.33	-0.33	< 0.1
Muc19	ENSMUST00000178108.1	mucin 19 	5	1	1	0	0	0	mmu-miR-223-5p	-0.33	-0.33	< 0.1
Necab1	ENSMUST00000041606.8	N-terminal EF-hand calcium binding protein 1 	85	3	1	2	0	0	mmu-miR-223-5p	-0.32	-0.34	< 0.1
Pdgfd	ENSMUST00000058692.7	platelet-derived growth factor, D polypeptide 	359	2	0	0	2	0	mmu-miR-223-5p	-0.32	-0.33	< 0.1
Tmem167	ENSMUST00000161568.2	transmembrane protein 167 	3072	2	1	1	0	1	mmu-miR-223-5p	-0.32	-0.40	< 0.1
Spopl	ENSMUST00000132484.1	speckle-type POZ protein-like 	543	3	1	2	0	1	mmu-miR-223-5p	-0.32	-0.44	< 0.1
AU041133	ENSMUST00000105314.2	expressed sequence AU041133 	97	3	0	1	2	2	mmu-miR-223-5p	-0.32	-0.63	< 0.1
Treml2	ENSMUST00000170941.1	triggering receptor expressed on myeloid cells-like 2 	20	10	0	0	10	1	mmu-miR-223-5p	-0.32	-0.66	< 0.1
Hacl1	ENSMUST00000022437.9	2-hydroxyacyl-CoA lyase 1 	1588	2	0	1	1	0	mmu-miR-223-5p	-0.32	-0.48	< 0.1
Ccdc115	ENSMUST00000042493.9	coiled-coil domain containing 115 	19	1	1	0	0	0	mmu-miR-223-5p	-0.32	-0.32	< 0.1
Tmem50b	ENSMUST00000023686.9	transmembrane protein 50B 	1821	1	1	0	0	0	mmu-miR-223-5p	-0.32	-0.32	< 0.1
Ggps1	ENSMUST00000170957.1	geranylgeranyl diphosphate synthase 1 	548	1	1	0	0	0	mmu-miR-223-5p	-0.32	-0.40	< 0.1
Rsph4a	ENSMUST00000169670.2	radial spoke head 4 homolog A (Chlamydomonas) 	34	4	2	0	2	0	mmu-miR-223-5p	-0.32	-0.38	< 0.1
Pecam1	ENSMUST00000103069.4	platelet/endothelial cell adhesion molecule 1 	170	1	1	0	0	0	mmu-miR-223-5p	-0.32	-0.32	< 0.1
Gm6710	ENSMUST00000109012.3	predicted gene 6710 	0	8	0	2	6	1	mmu-miR-223-5p	-0.32	-0.32	< 0.1
Slc31a2	ENSMUST00000084530.3	solute carrier family 31, member 2 	293	2	0	1	1	0	mmu-miR-223-5p	-0.31	-0.42	< 0.1
Gucy1a2	ENSMUST00000115733.1	guanylate cyclase 1, soluble, alpha 2 	95	3	1	0	2	1	mmu-miR-223-5p	-0.31	-0.40	< 0.1
Rab12	ENSMUST00000070538.5	RAB12, member RAS oncogene family 	3783	1	1	0	0	1	mmu-miR-223-5p	-0.31	-0.31	< 0.1
Epas1	ENSMUST00000024954.9	endothelial PAS domain protein 1 	55091	5	0	0	5	0	mmu-miR-223-5p	-0.31	-0.31	< 0.1
Pank4	ENSMUST00000070953.5	pantothenate kinase 4 	146	2	0	0	2	0	mmu-miR-223-5p	-0.31	-0.39	< 0.1
Rock2	ENSMUST00000020904.6	Rho-associated coiled-coil containing protein kinase 2 	1341	2	0	0	2	1	mmu-miR-223-5p	-0.31	-0.31	< 0.1
Wdr86	ENSMUST00000068693.6	WD repeat domain 86 	51	1	1	0	0	0	mmu-miR-223-5p	-0.31	-0.31	< 0.1
Ptp4a1	ENSMUST00000027232.8	protein tyrosine phosphatase 4a1 	153	1	1	0	0	1	mmu-miR-223-5p	-0.31	-0.39	< 0.1
Zfp955b	ENSMUST00000099414.3	zinc finger protein 955B 	38	3	0	1	2	1	mmu-miR-223-5p	-0.31	-0.38	< 0.1
Arf1	ENSMUST00000163300.2	ADP-ribosylation factor 1 	50	1	1	0	0	0	mmu-miR-223-5p	-0.31	-0.40	< 0.1
