a_Gene_ID	miRNA_family_ID	species_ID	MSA_start	MSA_end	UTR_start	UTR_end	Group_num	Site_type	miRNA in this species	Group_type	Species_in_this_group	Species_in_this_group_with_this_site_type	ORF_overlap
MERS	let-7a-3p/let-7b-3p/let-7f-1-3p/98-3p	9606	24944	24950	24944	24950	27	7mer-m8	x	7mer-m8	9606		0
MERS	let-7a-3p/let-7b-3p/let-7f-1-3p/98-3p	9606	26550	26555	26550	26555	28	6mer	x	6mer	9606		0
MERS	let-7a-3p/let-7b-3p/let-7f-1-3p/98-3p	9606	27066	27072	27066	27072	29	7mer-1a	x	7mer-1a	9606		0
MERS	let-7a-3p/let-7b-3p/let-7f-1-3p/98-3p	9606	27761	27768	27761	27768	30	8mer-1a	x	8mer-1a	9606		0
MERS	let-7a-3p/let-7b-3p/let-7f-1-3p/98-3p	9606	6028	6034	6028	6034	31	7mer-1a	x	7mer-1a	9606		0
MERS	let-7a-3p/let-7b-3p/let-7f-1-3p/98-3p	9606	6551	6558	6551	6558	32	8mer-1a	x	8mer-1a	9606		0
MERS	let-7a-3p/let-7b-3p/let-7f-1-3p/98-3p	9606	7333	7339	7333	7339	33	7mer-1a	x	7mer-1a	9606		0
MERS	let-7a-3p/let-7b-3p/let-7f-1-3p/98-3p	9606	7999	8005	7999	8005	34	7mer-1a	x	7mer-1a	9606		0
MERS	let-7a-3p/let-7b-3p/let-7f-1-3p/98-3p	9606	9531	9536	9531	9536	35	6mer	x	6mer	9606		0
MERS	let-7c-3p	9606	11334	11341	11334	11341	36	8mer-1a	x	8mer-1a	9606		0
MERS	let-7c-3p	9606	11391	11397	11391	11397	37	7mer-m8	x	7mer-m8	9606		0
MERS	let-7c-3p	9606	15224	15231	15224	15231	38	8mer-1a	x	8mer-1a	9606		0
MERS	let-7c-3p	9606	2061	2067	2061	2067	39	7mer-m8	x	7mer-m8	9606		0
MERS	let-7c-3p	9606	22174	22179	22174	22179	40	6mer	x	6mer	9606		0
MERS	let-7c-3p	9606	2332	2337	2332	2337	41	6mer	x	6mer	9606		0
MERS	let-7c-3p	9606	25918	25924	25918	25924	42	7mer-m8	x	7mer-m8	9606		0
MERS	let-7c-3p	9606	27103	27108	27103	27108	43	6mer	x	6mer	9606		0
MERS	let-7d-3p	9606	16854	16860	16854	16860	44	7mer-1a	x	7mer-1a	9606		0
MERS	let-7d-3p	9606	18494	18499	18494	18499	45	6mer	x	6mer	9606		0
MERS	let-7d-3p	9606	2005	2011	2005	2011	46	7mer-1a	x	7mer-1a	9606		0
MERS	let-7d-3p	9606	21810	21815	21810	21815	47	6mer	x	6mer	9606		0
MERS	let-7d-3p	9606	22397	22402	22397	22402	48	6mer	x	6mer	9606		0
MERS	let-7d-3p	9606	24292	24297	24292	24297	49	6mer	x	6mer	9606		0
MERS	let-7d-3p	9606	25904	25909	25904	25909	50	6mer	x	6mer	9606		0
MERS	let-7e-3p	9606	16854	16860	16854	16860	51	7mer-1a	x	7mer-1a	9606		0
MERS	let-7e-3p	9606	18494	18499	18494	18499	52	6mer	x	6mer	9606		0
MERS	let-7e-3p	9606	2004	2011	2004	2011	53	8mer-1a	x	8mer-1a	9606		0
MERS	let-7e-3p	9606	21809	21815	21809	21815	54	7mer-m8	x	7mer-m8	9606		0
MERS	let-7e-3p	9606	22397	22402	22397	22402	55	6mer	x	6mer	9606		0
MERS	let-7e-3p	9606	24292	24297	24292	24297	56	6mer	x	6mer	9606		0
MERS	let-7e-3p	9606	25903	25909	25903	25909	57	7mer-m8	x	7mer-m8	9606		0
MERS	let-7f-2-3p/1185-3p	9606	10833	10839	10833	10839	58	7mer-m8	x	7mer-m8	9606		0
MERS	let-7f-2-3p/1185-3p	9606	11790	11796	11790	11796	59	7mer-1a	x	7mer-1a	9606		0
MERS	let-7f-2-3p/1185-3p	9606	12274	12280	12274	12280	60	7mer-1a	x	7mer-1a	9606		0
MERS	let-7f-2-3p/1185-3p	9606	12405	12410	12405	12410	61	6mer	x	6mer	9606		0
MERS	let-7f-2-3p/1185-3p	9606	13795	13800	13795	13800	62	6mer	x	6mer	9606		0
MERS	let-7f-2-3p/1185-3p	9606	16082	16089	16082	16089	63	8mer-1a	x	8mer-1a	9606		0
MERS	let-7f-2-3p/1185-3p	9606	20097	20103	20097	20103	64	7mer-1a	x	7mer-1a	9606		0
MERS	let-7f-2-3p/1185-3p	9606	24945	24950	24945	24950	65	6mer	x	6mer	9606		0
MERS	let-7f-2-3p/1185-3p	9606	26550	26555	26550	26555	66	6mer	x	6mer	9606		0
MERS	let-7f-2-3p/1185-3p	9606	27065	27072	27065	27072	67	8mer-1a	x	8mer-1a	9606		0
MERS	let-7f-2-3p/1185-3p	9606	27762	27768	27762	27768	68	7mer-1a	x	7mer-1a	9606		0
MERS	let-7f-2-3p/1185-3p	9606	6028	6034	6028	6034	69	7mer-1a	x	7mer-1a	9606		0
MERS	let-7f-2-3p/1185-3p	9606	6552	6558	6552	6558	70	7mer-1a	x	7mer-1a	9606		0
MERS	let-7f-2-3p/1185-3p	9606	7333	7339	7333	7339	71	7mer-1a	x	7mer-1a	9606		0
MERS	let-7f-2-3p/1185-3p	9606	7998	8005	7998	8005	72	8mer-1a	x	8mer-1a	9606		0
MERS	let-7f-2-3p/1185-3p	9606	9531	9536	9531	9536	73	6mer	x	6mer	9606		0
MERS	let-7i-3p	9606	10967	10972	10967	10972	74	6mer	x	6mer	9606		0
MERS	let-7i-3p	9606	11263	11268	11263	11268	75	6mer	x	6mer	9606		0
MERS	let-7i-3p	9606	12113	12118	12113	12118	76	6mer	x	6mer	9606		0
MERS	let-7i-3p	9606	13223	13228	13223	13228	77	6mer	x	6mer	9606		0
MERS	let-7i-3p	9606	26444	26451	26444	26451	78	8mer-1a	x	8mer-1a	9606		0
MERS	let-7i-3p	9606	26484	26490	26484	26490	79	7mer-1a	x	7mer-1a	9606		0
MERS	let-7i-3p	9606	28778	28784	28778	28784	80	7mer-1a	x	7mer-1a	9606		0
MERS	let-7i-3p	9606	3394	3400	3394	3400	81	7mer-m8	x	7mer-m8	9606		0
MERS	let-7i-3p	9606	7020	7026	7020	7026	82	7mer-1a	x	7mer-1a	9606		0
MERS	let-7i-3p	9606	712	718	712	718	83	7mer-1a	x	7mer-1a	9606		0
MERS	miR-1-3p/206	9606	15016	15021	15016	15021	84	6mer	x	6mer	9606		0
MERS	miR-1-3p/206	9606	17206	17211	17206	17211	85	6mer	x	6mer	9606		0
MERS	miR-1-3p/206	9606	1722	1727	1722	1727	86	6mer	x	6mer	9606		0
MERS	miR-1-3p/206	9606	18686	18691	18686	18691	87	6mer	x	6mer	9606		0
MERS	miR-1-3p/206	9606	19293	19298	19293	19298	88	6mer	x	6mer	9606		0
MERS	miR-1-3p/206	9606	22340	22345	22340	22345	89	6mer	x	6mer	9606		0
MERS	miR-1-3p/206	9606	26937	26943	26937	26943	90	7mer-m8	x	7mer-m8	9606		0
MERS	miR-1-3p/206	9606	26986	26991	26986	26991	91	6mer	x	6mer	9606		0
MERS	miR-1-3p/206	9606	27204	27211	27204	27211	92	8mer-1a	x	8mer-1a	9606		0
MERS	miR-1-3p/206	9606	28900	28905	28900	28905	93	6mer	x	6mer	9606		0
MERS	miR-1-3p/206	9606	4102	4109	4102	4109	94	8mer-1a	x	8mer-1a	9606		0
MERS	miR-1-3p/206	9606	4850	4855	4850	4855	95	6mer	x	6mer	9606		0
MERS	miR-1-3p/206	9606	7306	7313	7306	7313	96	8mer-1a	x	8mer-1a	9606		0
MERS	miR-1-3p/206	9606	748	754	748	754	97	7mer-1a	x	7mer-1a	9606		0
MERS	miR-1-3p/206	9606	8825	8831	8825	8831	98	7mer-1a	x	7mer-1a	9606		0
MERS	miR-1-5p	9606	11298	11303	11298	11303	99	6mer	x	6mer	9606		0
MERS	miR-1-5p	9606	13853	13859	13853	13859	100	7mer-m8	x	7mer-m8	9606		0
MERS	miR-1-5p	9606	14226	14232	14226	14232	101	7mer-1a	x	7mer-1a	9606		0
MERS	miR-1-5p	9606	17336	17341	17336	17341	102	6mer	x	6mer	9606		0
MERS	miR-1-5p	9606	17521	17527	17521	17527	103	7mer-m8	x	7mer-m8	9606		0
MERS	miR-1-5p	9606	1930	1935	1930	1935	104	6mer	x	6mer	9606		0
MERS	miR-1-5p	9606	19364	19370	19364	19370	105	7mer-1a	x	7mer-1a	9606		0
MERS	miR-1-5p	9606	20234	20240	20234	20240	106	7mer-m8	x	7mer-m8	9606		0
MERS	miR-1-5p	9606	22806	22812	22806	22812	107	7mer-1a	x	7mer-1a	9606		0
MERS	miR-1-5p	9606	23923	23928	23923	23928	108	6mer	x	6mer	9606		0
MERS	miR-1-5p	9606	25062	25068	25062	25068	109	7mer-m8	x	7mer-m8	9606		0
MERS	miR-1-5p	9606	27652	27657	27652	27657	110	6mer	x	6mer	9606		0
MERS	miR-1-5p	9606	27956	27961	27956	27961	111	6mer	x	6mer	9606		0
MERS	miR-1-5p	9606	27976	27982	27976	27982	112	7mer-1a	x	7mer-1a	9606		0
MERS	miR-1-5p	9606	6761	6767	6761	6767	113	7mer-m8	x	7mer-m8	9606		0
MERS	miR-1-5p	9606	717	723	717	723	114	7mer-m8	x	7mer-m8	9606		0
MERS	miR-1-5p	9606	8167	8172	8167	8172	115	6mer	x	6mer	9606		0
MERS	miR-1-5p	9606	9199	9204	9199	9204	116	6mer	x	6mer	9606		0
MERS	miR-10-5p	9606	12762	12767	12762	12767	117	6mer	x	6mer	9606		0
MERS	miR-10-5p	9606	17815	17821	17815	17821	118	7mer-m8	x	7mer-m8	9606		0
MERS	miR-10-5p	9606	21431	21437	21431	21437	119	7mer-1a	x	7mer-1a	9606		0
MERS	miR-10-5p	9606	26263	26268	26263	26268	120	6mer	x	6mer	9606		0
MERS	miR-10-5p	9606	26777	26783	26777	26783	121	7mer-1a	x	7mer-1a	9606		0
MERS	miR-10-5p	9606	28746	28751	28746	28751	122	6mer	x	6mer	9606		0
MERS	miR-100-3p	9606	10643	10648	10643	10648	123	6mer	x	6mer	9606		0
MERS	miR-100-3p	9606	19417	19422	19417	19422	124	6mer	x	6mer	9606		0
MERS	miR-100-3p	9606	20456	20463	20456	20463	125	8mer-1a	x	8mer-1a	9606		0
MERS	miR-100-3p	9606	20679	20684	20679	20684	126	6mer	x	6mer	9606		0
MERS	miR-100-3p	9606	22378	22384	22378	22384	127	7mer-m8	x	7mer-m8	9606		0
MERS	miR-100-3p	9606	23214	23221	23214	23221	128	8mer-1a	x	8mer-1a	9606		0
MERS	miR-100-3p	9606	24709	24714	24709	24714	129	6mer	x	6mer	9606		0
MERS	miR-100-3p	9606	25309	25314	25309	25314	130	6mer	x	6mer	9606		0
MERS	miR-100-3p	9606	29458	29463	29458	29463	131	6mer	x	6mer	9606		0
MERS	miR-100-3p	9606	4807	4812	4807	4812	132	6mer	x	6mer	9606		0
MERS	miR-100-3p	9606	5335	5341	5335	5341	133	7mer-m8	x	7mer-m8	9606		0
MERS	miR-100-3p	9606	9495	9500	9495	9500	134	6mer	x	6mer	9606		0
MERS	miR-101-3p.1	9606	11486	11491	11486	11491	135	6mer	x	6mer	9606		0
MERS	miR-101-3p.1	9606	15681	15686	15681	15686	136	6mer	x	6mer	9606		0
MERS	miR-101-3p.1	9606	18539	18545	18539	18545	137	7mer-1a	x	7mer-1a	9606		0
MERS	miR-101-3p.1	9606	23400	23405	23400	23405	138	6mer	x	6mer	9606		0
MERS	miR-101-3p.1	9606	23861	23866	23861	23866	139	6mer	x	6mer	9606		0
MERS	miR-101-3p.1	9606	2514	2519	2514	2519	140	6mer	x	6mer	9606		0
MERS	miR-101-3p.1	9606	25405	25410	25405	25410	141	6mer	x	6mer	9606		0
MERS	miR-101-3p.1	9606	2636	2642	2636	2642	142	7mer-1a	x	7mer-1a	9606		0
MERS	miR-101-3p.1	9606	26519	26524	26519	26524	143	6mer	x	6mer	9606		0
MERS	miR-101-3p.1	9606	2903	2908	2903	2908	144	6mer	x	6mer	9606		0
MERS	miR-101-3p.1	9606	3446	3451	3446	3451	145	6mer	x	6mer	9606		0
MERS	miR-101-3p.1	9606	3563	3568	3563	3568	146	6mer	x	6mer	9606		0
MERS	miR-101-3p.1	9606	4175	4180	4175	4180	147	6mer	x	6mer	9606		0
MERS	miR-101-3p.1	9606	9035	9040	9035	9040	148	6mer	x	6mer	9606		0
MERS	miR-101-3p.2	9606	10832	10837	10832	10837	149	6mer	x	6mer	9606		0
MERS	miR-101-3p.2	9606	12724	12730	12724	12730	150	7mer-1a	x	7mer-1a	9606		0
MERS	miR-101-3p.2	9606	16081	16086	16081	16086	151	6mer	x	6mer	9606		0
MERS	miR-101-3p.2	9606	16865	16870	16865	16870	152	6mer	x	6mer	9606		0
MERS	miR-101-3p.2	9606	18539	18545	18539	18545	153	7mer-m8	x	7mer-m8	9606		0
MERS	miR-101-3p.2	9606	19146	19152	19146	19152	154	7mer-1a	x	7mer-1a	9606		0
MERS	miR-101-3p.2	9606	20951	20956	20951	20956	155	6mer	x	6mer	9606		0
MERS	miR-101-3p.2	9606	25432	25437	25432	25437	156	6mer	x	6mer	9606		0
MERS	miR-101-3p.2	9606	2636	2642	2636	2642	157	7mer-m8	x	7mer-m8	9606		0
MERS	miR-101-3p.2	9606	6192	6197	6192	6197	158	6mer	x	6mer	9606		0
MERS	miR-101-3p.2	9606	9991	9996	9991	9996	159	6mer	x	6mer	9606		0
MERS	miR-101-5p	9606	20391	20397	20391	20397	160	7mer-1a	x	7mer-1a	9606		0
MERS	miR-101-5p	9606	20927	20932	20927	20932	161	6mer	x	6mer	9606		0
MERS	miR-101-5p	9606	21654	21660	21654	21660	162	7mer-1a	x	7mer-1a	9606		0
MERS	miR-101-5p	9606	27069	27074	27069	27074	163	6mer	x	6mer	9606		0
MERS	miR-101-5p	9606	7071	7076	7071	7076	164	6mer	x	6mer	9606		0
MERS	miR-101-5p	9606	8067	8073	8067	8073	165	7mer-m8	x	7mer-m8	9606		0
MERS	miR-103-3p/107	9606	11801	11806	11801	11806	166	6mer	x	6mer	9606		0
MERS	miR-103-3p/107	9606	12968	12973	12968	12973	167	6mer	x	6mer	9606		0
MERS	miR-103-3p/107	9606	14751	14757	14751	14757	168	7mer-m8	x	7mer-m8	9606		0
MERS	miR-103-3p/107	9606	16291	16297	16291	16297	169	7mer-m8	x	7mer-m8	9606		0
MERS	miR-103-3p/107	9606	16606	16611	16606	16611	170	6mer	x	6mer	9606		0
MERS	miR-103-3p/107	9606	18409	18415	18409	18415	171	7mer-1a	x	7mer-1a	9606		0
MERS	miR-103-3p/107	9606	18955	18960	18955	18960	172	6mer	x	6mer	9606		0
MERS	miR-103-3p/107	9606	24356	24361	24356	24361	173	6mer	x	6mer	9606		0
MERS	miR-103-3p/107	9606	25410	25416	25410	25416	174	7mer-1a	x	7mer-1a	9606		0
MERS	miR-103-3p/107	9606	26481	26486	26481	26486	175	6mer	x	6mer	9606		0
MERS	miR-103-3p/107	9606	28577	28583	28577	28583	176	7mer-1a	x	7mer-1a	9606		0
MERS	miR-103-3p/107	9606	2885	2890	2885	2890	177	6mer	x	6mer	9606		0
MERS	miR-103-3p/107	9606	29290	29296	29290	29296	178	7mer-m8	x	7mer-m8	9606		0
MERS	miR-103-3p/107	9606	29294	29299	29294	29299	179	6mer	x	6mer	9606		0
MERS	miR-103-3p/107	9606	29297	29302	29297	29302	180	6mer	x	6mer	9606		0
MERS	miR-103-3p/107	9606	3296	3302	3296	3302	181	7mer-1a	x	7mer-1a	9606		0
MERS	miR-103-3p/107	9606	3709	3715	3709	3715	182	7mer-m8	x	7mer-m8	9606		0
MERS	miR-103-3p/107	9606	5452	5457	5452	5457	183	6mer	x	6mer	9606		0
MERS	miR-103-3p/107	9606	6746	6751	6746	6751	184	6mer	x	6mer	9606		0
MERS	miR-103-3p/107	9606	8345	8351	8345	8351	185	7mer-1a	x	7mer-1a	9606		0
MERS	miR-103-3p/107	9606	9479	9484	9479	9484	186	6mer	x	6mer	9606		0
MERS	miR-103a-2-5p	9606	11411	11416	11411	11416	187	6mer	x	6mer	9606		0
MERS	miR-103a-2-5p	9606	12351	12357	12351	12357	188	7mer-m8	x	7mer-m8	9606		0
MERS	miR-103a-2-5p	9606	13662	13668	13662	13668	189	7mer-1a	x	7mer-1a	9606		0
MERS	miR-103a-2-5p	9606	20330	20337	20330	20337	190	8mer-1a	x	8mer-1a	9606		0
MERS	miR-103a-2-5p	9606	2264	2270	2264	2270	191	7mer-1a	x	7mer-1a	9606		0
MERS	miR-103a-2-5p	9606	2583	2590	2583	2590	192	8mer-1a	x	8mer-1a	9606		0
MERS	miR-103a-2-5p	9606	3358	3365	3358	3365	193	8mer-1a	x	8mer-1a	9606		0
MERS	miR-103a-2-5p	9606	4453	4459	4453	4459	194	7mer-m8	x	7mer-m8	9606		0
MERS	miR-103b	9606	11744	11750	11744	11750	195	7mer-m8	x	7mer-m8	9606		0
MERS	miR-103b	9606	11805	11810	11805	11810	196	6mer	x	6mer	9606		0
MERS	miR-103b	9606	12135	12140	12135	12140	197	6mer	x	6mer	9606		0
MERS	miR-103b	9606	12260	12267	12260	12267	198	8mer-1a	x	8mer-1a	9606		0
MERS	miR-103b	9606	12321	12326	12321	12326	199	6mer	x	6mer	9606		0
MERS	miR-103b	9606	14363	14369	14363	14369	200	7mer-1a	x	7mer-1a	9606		0
MERS	miR-103b	9606	15284	15289	15284	15289	201	6mer	x	6mer	9606		0
MERS	miR-103b	9606	16129	16134	16129	16134	202	6mer	x	6mer	9606		0
MERS	miR-103b	9606	16296	16302	16296	16302	203	7mer-1a	x	7mer-1a	9606		0
MERS	miR-103b	9606	17232	17238	17232	17238	204	7mer-1a	x	7mer-1a	9606		0
MERS	miR-103b	9606	21269	21274	21269	21274	205	6mer	x	6mer	9606		0
MERS	miR-103b	9606	24474	24479	24474	24479	206	6mer	x	6mer	9606		0
MERS	miR-103b	9606	26951	26957	26951	26957	207	7mer-m8	x	7mer-m8	9606		0
MERS	miR-103b	9606	28114	28120	28114	28120	208	7mer-1a	x	7mer-1a	9606		0
MERS	miR-103b	9606	29947	29952	29947	29952	209	6mer	x	6mer	9606		0
MERS	miR-103b	9606	3685	3690	3685	3690	210	6mer	x	6mer	9606		0
MERS	miR-103b	9606	3941	3948	3941	3948	211	8mer-1a	x	8mer-1a	9606		0
MERS	miR-103b	9606	9888	9893	9888	9893	212	6mer	x	6mer	9606		0
MERS	miR-105-3p	9606	16264	16269	16264	16269	213	6mer	x	6mer	9606		0
MERS	miR-105-3p	9606	20053	20058	20053	20058	214	6mer	x	6mer	9606		0
MERS	miR-105-3p	9606	497	502	497	502	215	6mer	x	6mer	9606		0
MERS	miR-105-5p	9606	10554	10561	10554	10561	216	8mer-1a	x	8mer-1a	9606		0
MERS	miR-105-5p	9606	13508	13515	13508	13515	217	8mer-1a	x	8mer-1a	9606		0
MERS	miR-105-5p	9606	14427	14432	14427	14432	218	6mer	x	6mer	9606		0
MERS	miR-105-5p	9606	17688	17693	17688	17693	219	6mer	x	6mer	9606		0
MERS	miR-105-5p	9606	18975	18981	18975	18981	220	7mer-1a	x	7mer-1a	9606		0
MERS	miR-105-5p	9606	19690	19695	19690	19695	221	6mer	x	6mer	9606		0
MERS	miR-105-5p	9606	19807	19812	19807	19812	222	6mer	x	6mer	9606		0
MERS	miR-105-5p	9606	24367	24372	24367	24372	223	6mer	x	6mer	9606		0
MERS	miR-105-5p	9606	25349	25354	25349	25354	224	6mer	x	6mer	9606		0
MERS	miR-105-5p	9606	28217	28222	28217	28222	225	6mer	x	6mer	9606		0
MERS	miR-105-5p	9606	4669	4675	4669	4675	226	7mer-1a	x	7mer-1a	9606		0
MERS	miR-105-5p	9606	5197	5202	5197	5202	227	6mer	x	6mer	9606		0
MERS	miR-105-5p	9606	7149	7156	7149	7156	228	8mer-1a	x	8mer-1a	9606		0
MERS	miR-105-5p	9606	8332	8338	8332	8338	229	7mer-m8	x	7mer-m8	9606		0
MERS	miR-106a-3p	9606	11223	11228	11223	11228	230	6mer	x	6mer	9606		0
MERS	miR-106a-3p	9606	12983	12989	12983	12989	231	7mer-1a	x	7mer-1a	9606		0
MERS	miR-106a-3p	9606	1468	1474	1468	1474	232	7mer-1a	x	7mer-1a	9606		0
MERS	miR-106a-3p	9606	22672	22678	22672	22678	233	7mer-1a	x	7mer-1a	9606		0
MERS	miR-106a-3p	9606	23311	23316	23311	23316	234	6mer	x	6mer	9606		0
MERS	miR-106a-3p	9606	24187	24192	24187	24192	235	6mer	x	6mer	9606		0
MERS	miR-106a-3p	9606	25967	25973	25967	25973	236	7mer-m8	x	7mer-m8	9606		0
MERS	miR-106a-3p	9606	26653	26658	26653	26658	237	6mer	x	6mer	9606		0
MERS	miR-106a-3p	9606	30008	30014	30008	30014	238	7mer-1a	x	7mer-1a	9606		0
MERS	miR-106a-3p	9606	5191	5196	5191	5196	239	6mer	x	6mer	9606		0
MERS	miR-106a-3p	9606	6407	6412	6407	6412	240	6mer	x	6mer	9606		0
MERS	miR-106a-3p	9606	7216	7222	7216	7222	241	7mer-m8	x	7mer-m8	9606		0
MERS	miR-106a-3p	9606	8390	8396	8390	8396	242	7mer-m8	x	7mer-m8	9606		0
MERS	miR-106b-3p	9606	3640	3645	3640	3645	243	6mer	x	6mer	9606		0
MERS	miR-106b-3p	9606	6566	6571	6566	6571	244	6mer	x	6mer	9606		0
MERS	miR-10a-3p	9606	25706	25711	25706	25711	245	6mer	x	6mer	9606		0
MERS	miR-10a-3p	9606	6994	6999	6994	6999	246	6mer	x	6mer	9606		0
MERS	miR-10b-3p	9606	24722	24728	24722	24728	247	7mer-1a	x	7mer-1a	9606		0
MERS	miR-10b-3p	9606	26068	26073	26068	26073	248	6mer	x	6mer	9606		0
MERS	miR-10b-3p	9606	28546	28551	28546	28551	249	6mer	x	6mer	9606		0
MERS	miR-1178-3p	9606	20260	20265	20260	20265	250	6mer	x	6mer	9606		0
MERS	miR-1178-3p	9606	23147	23153	23147	23153	251	7mer-1a	x	7mer-1a	9606		0
MERS	miR-1178-3p	9606	23905	23912	23905	23912	252	8mer-1a	x	8mer-1a	9606		0
MERS	miR-1178-3p	9606	25618	25623	25618	25623	253	6mer	x	6mer	9606		0
MERS	miR-1178-3p	9606	2678	2684	2678	2684	254	7mer-1a	x	7mer-1a	9606		0
MERS	miR-1178-3p	9606	29618	29624	29618	29624	255	7mer-1a	x	7mer-1a	9606		0
MERS	miR-1178-3p	9606	8744	8749	8744	8749	256	6mer	x	6mer	9606		0
MERS	miR-1178-5p	9606	10985	10990	10985	10990	257	6mer	x	6mer	9606		0
MERS	miR-1178-5p	9606	13304	13310	13304	13310	258	7mer-m8	x	7mer-m8	9606		0
MERS	miR-1178-5p	9606	15908	15913	15908	15913	259	6mer	x	6mer	9606		0
MERS	miR-1178-5p	9606	19027	19033	19027	19033	260	7mer-m8	x	7mer-m8	9606		0
MERS	miR-1178-5p	9606	3602	3608	3602	3608	261	7mer-m8	x	7mer-m8	9606		0
MERS	miR-1178-5p	9606	6002	6009	6002	6009	262	8mer-1a	x	8mer-1a	9606		0
MERS	miR-1178-5p	9606	6351	6357	6351	6357	263	7mer-1a	x	7mer-1a	9606		0
MERS	miR-1179	9606	11253	11258	11253	11258	264	6mer	x	6mer	9606		0
MERS	miR-1179	9606	12773	12778	12773	12778	265	6mer	x	6mer	9606		0
MERS	miR-1179	9606	1325	1332	1325	1332	266	8mer-1a	x	8mer-1a	9606		0
MERS	miR-1179	9606	1413	1418	1413	1418	267	6mer	x	6mer	9606		0
MERS	miR-1179	9606	14750	14755	14750	14755	268	6mer	x	6mer	9606		0
MERS	miR-1179	9606	14876	14881	14876	14881	269	6mer	x	6mer	9606		0
MERS	miR-1179	9606	15133	15138	15133	15138	270	6mer	x	6mer	9606		0
MERS	miR-1179	9606	15804	15809	15804	15809	271	6mer	x	6mer	9606		0
MERS	miR-1179	9606	16290	16295	16290	16295	272	6mer	x	6mer	9606		0
MERS	miR-1179	9606	17288	17293	17288	17293	273	6mer	x	6mer	9606		0
MERS	miR-1179	9606	17761	17767	17761	17767	274	7mer-m8	x	7mer-m8	9606		0
MERS	miR-1179	9606	17779	17784	17779	17784	275	6mer	x	6mer	9606		0
MERS	miR-1179	9606	1899	1905	1899	1905	276	7mer-1a	x	7mer-1a	9606		0
MERS	miR-1179	9606	20365	20371	20365	20371	277	7mer-1a	x	7mer-1a	9606		0
MERS	miR-1179	9606	23540	23545	23540	23545	278	6mer	x	6mer	9606		0
MERS	miR-1179	9606	24690	24695	24690	24695	279	6mer	x	6mer	9606		0
