a_Gene_ID	miRNA_family_ID	species_ID	MSA_start	MSA_end	UTR_start	UTR_end	Group_num	Site_type	miRNA in this species	Group_type	Species_in_this_group	Species_in_this_group_with_this_site_type	ORF_overlap
229E	miR-101-3p.1	9606	5884	5889	5884	5889	96	6mer	x	6mer	9606		0
229E	miR-101-3p.1	9606	6285	6290	6285	6290	97	6mer	x	6mer	9606		0
229E	miR-101-3p.1	9606	6404	6409	6404	6409	98	6mer	x	6mer	9606		0
229E	miR-101-3p.1	9606	7779	7784	7779	7784	99	6mer	x	6mer	9606		0
229E	miR-101-3p.1	9606	8038	8043	8038	8043	100	6mer	x	6mer	9606		0
229E	miR-101-3p.2	9606	10921	10927	10921	10927	101	7mer-m8	x	7mer-m8	9606		0
229E	miR-101-3p.2	9606	15462	15467	15462	15467	102	6mer	x	6mer	9606		0
229E	miR-101-5p	9606	12737	12742	12737	12742	103	6mer	x	6mer	9606		0
229E	miR-101-5p	9606	21699	21704	21699	21704	104	6mer	x	6mer	9606		0
229E	miR-101-5p	9606	27148	27153	27148	27153	105	6mer	x	6mer	9606		0
229E	miR-101-5p	9606	5099	5105	5099	5105	106	7mer-1a	x	7mer-1a	9606		0
229E	miR-101-5p	9606	6219	6224	6219	6224	107	6mer	x	6mer	9606		0
229E	miR-101-5p	9606	7085	7090	7085	7090	108	6mer	x	6mer	9606		0
229E	miR-103-3p/107	9606	11377	11383	11377	11383	109	7mer-1a	x	7mer-1a	9606		0
229E	miR-103-3p/107	9606	13001	13007	13001	13007	110	7mer-m8	x	7mer-m8	9606		0
229E	miR-103-3p/107	9606	13820	13827	13820	13827	111	8mer-1a	x	8mer-1a	9606		0
229E	miR-103-3p/107	9606	18018	18023	18018	18023	112	6mer	x	6mer	9606		0
229E	miR-103-3p/107	9606	22951	22957	22951	22957	113	7mer-1a	x	7mer-1a	9606		0
229E	miR-103-3p/107	9606	23385	23391	23385	23391	114	7mer-m8	x	7mer-m8	9606		0
229E	miR-103-3p/107	9606	2367	2373	2367	2373	115	7mer-m8	x	7mer-m8	9606		0
229E	miR-103-3p/107	9606	26243	26248	26243	26248	116	6mer	x	6mer	9606		0
229E	miR-103-3p/107	9606	4197	4203	4197	4203	117	7mer-m8	x	7mer-m8	9606		0
229E	miR-103-3p/107	9606	4819	4824	4819	4824	118	6mer	x	6mer	9606		0
229E	miR-103-3p/107	9606	5460	5466	5460	5466	119	7mer-m8	x	7mer-m8	9606		0
229E	miR-103-3p/107	9606	6543	6548	6543	6548	120	6mer	x	6mer	9606		0
229E	miR-103-3p/107	9606	8536	8542	8536	8542	121	7mer-1a	x	7mer-1a	9606		0
229E	miR-103-3p/107	9606	8782	8788	8782	8788	122	7mer-1a	x	7mer-1a	9606		0
229E	miR-103-3p/107	9606	8938	8943	8938	8943	123	6mer	x	6mer	9606		0
229E	miR-103-3p/107	9606	8941	8947	8941	8947	124	7mer-1a	x	7mer-1a	9606		0
229E	miR-103-3p/107	9606	9021	9027	9021	9027	125	7mer-m8	x	7mer-m8	9606		0
229E	miR-103-3p/107	9606	9810	9816	9810	9816	126	7mer-m8	x	7mer-m8	9606		0
229E	miR-103-3p/107	9606	9937	9942	9937	9942	127	6mer	x	6mer	9606		0
229E	miR-103a-2-5p	9606	11394	11401	11394	11401	128	8mer-1a	x	8mer-1a	9606		0
229E	miR-103a-2-5p	9606	16673	16679	16673	16679	129	7mer-m8	x	7mer-m8	9606		0
229E	miR-103a-2-5p	9606	20268	20273	20268	20273	130	6mer	x	6mer	9606		0
229E	miR-103a-2-5p	9606	21211	21216	21211	21216	131	6mer	x	6mer	9606		0
229E	miR-103a-2-5p	9606	2722	2728	2722	2728	132	7mer-1a	x	7mer-1a	9606		0
229E	miR-103a-2-5p	9606	3285	3291	3285	3291	133	7mer-m8	x	7mer-m8	9606		0
229E	miR-103a-2-5p	9606	8753	8758	8753	8758	134	6mer	x	6mer	9606		0
229E	miR-103b	9606	11299	11306	11299	11306	135	8mer-1a	x	8mer-1a	9606		0
229E	miR-103b	9606	11384	11389	11384	11389	136	6mer	x	6mer	9606		0
229E	miR-103b	9606	14353	14358	14353	14358	137	6mer	x	6mer	9606		0
229E	miR-103b	9606	14382	14389	14382	14389	138	8mer-1a	x	8mer-1a	9606		0
229E	miR-103b	9606	15053	15058	15053	15058	139	6mer	x	6mer	9606		0
229E	miR-103b	9606	18349	18354	18349	18354	140	6mer	x	6mer	9606		0
229E	miR-103b	9606	19617	19622	19617	19622	141	6mer	x	6mer	9606		0
229E	miR-103b	9606	22106	22111	22106	22111	142	6mer	x	6mer	9606		0
229E	miR-103b	9606	24479	24484	24479	24484	143	6mer	x	6mer	9606		0
229E	miR-103b	9606	26586	26591	26586	26591	144	6mer	x	6mer	9606		0
229E	miR-103b	9606	3177	3182	3177	3182	145	6mer	x	6mer	9606		0
229E	miR-103b	9606	3512	3517	3512	3517	146	6mer	x	6mer	9606		0
229E	miR-103b	9606	3590	3595	3590	3595	147	6mer	x	6mer	9606		0
229E	miR-103b	9606	83	88	83	88	148	6mer	x	6mer	9606		0
229E	miR-103b	9606	8763	8768	8763	8768	149	6mer	x	6mer	9606		0
229E	miR-103b	9606	8846	8851	8846	8851	150	6mer	x	6mer	9606		0
229E	miR-103b	9606	9249	9254	9249	9254	151	6mer	x	6mer	9606		0
229E	miR-103b	9606	9534	9540	9534	9540	152	7mer-1a	x	7mer-1a	9606		0
229E	miR-103b	9606	9905	9911	9905	9911	153	7mer-1a	x	7mer-1a	9606		0
229E	miR-105-3p	9606	4920	4926	4920	4926	154	7mer-1a	x	7mer-1a	9606		0
229E	miR-105-5p	9606	10254	10259	10254	10259	155	6mer	x	6mer	9606		0
229E	miR-105-5p	9606	11589	11594	11589	11594	156	6mer	x	6mer	9606		0
229E	miR-105-5p	9606	12589	12596	12589	12596	157	8mer-1a	x	8mer-1a	9606		0
229E	miR-105-5p	9606	131	136	131	136	158	6mer	x	6mer	9606		0
229E	miR-105-5p	9606	1748	1755	1748	1755	159	8mer-1a	x	8mer-1a	9606		0
229E	miR-105-5p	9606	18662	18667	18662	18667	160	6mer	x	6mer	9606		0
229E	miR-105-5p	9606	18781	18788	18781	18788	161	8mer-1a	x	8mer-1a	9606		0
229E	miR-105-5p	9606	20130	20135	20130	20135	162	6mer	x	6mer	9606		0
229E	miR-105-5p	9606	21042	21047	21042	21047	163	6mer	x	6mer	9606		0
229E	miR-105-5p	9606	23619	23624	23619	23624	164	6mer	x	6mer	9606		0
229E	miR-105-5p	9606	25031	25037	25031	25037	165	7mer-1a	x	7mer-1a	9606		0
229E	miR-105-5p	9606	27216	27221	27216	27221	166	6mer	x	6mer	9606		0
229E	miR-105-5p	9606	3402	3408	3402	3408	167	7mer-1a	x	7mer-1a	9606		0
229E	miR-105-5p	9606	5163	5169	5163	5169	168	7mer-1a	x	7mer-1a	9606		0
229E	miR-105-5p	9606	5507	5513	5507	5513	169	7mer-m8	x	7mer-m8	9606		0
229E	miR-105-5p	9606	6470	6475	6470	6475	170	6mer	x	6mer	9606		0
229E	miR-105-5p	9606	6666	6672	6666	6672	171	7mer-1a	x	7mer-1a	9606		0
229E	miR-105-5p	9606	8928	8934	8928	8934	172	7mer-1a	x	7mer-1a	9606		0
229E	miR-105-5p	9606	8952	8957	8952	8957	173	6mer	x	6mer	9606		0
229E	miR-106a-3p	9606	11758	11763	11758	11763	174	6mer	x	6mer	9606		0
229E	miR-106a-3p	9606	12085	12091	12085	12091	175	7mer-1a	x	7mer-1a	9606		0
229E	miR-106a-3p	9606	12318	12323	12318	12323	176	6mer	x	6mer	9606		0
229E	miR-106a-3p	9606	14621	14627	14621	14627	177	7mer-1a	x	7mer-1a	9606		0
229E	miR-106a-3p	9606	18449	18454	18449	18454	178	6mer	x	6mer	9606		0
229E	miR-106a-3p	9606	20420	20426	20420	20426	179	7mer-1a	x	7mer-1a	9606		0
229E	miR-106a-3p	9606	21330	21336	21330	21336	180	7mer-1a	x	7mer-1a	9606		0
229E	miR-106a-3p	9606	22194	22199	22194	22199	181	6mer	x	6mer	9606		0
229E	miR-106a-3p	9606	22911	22917	22911	22917	182	7mer-m8	x	7mer-m8	9606		0
229E	miR-106a-3p	9606	23607	23613	23607	23613	183	7mer-1a	x	7mer-1a	9606		0
229E	miR-106a-3p	9606	23830	23836	23830	23836	184	7mer-1a	x	7mer-1a	9606		0
229E	miR-106a-3p	9606	24110	24117	24110	24117	185	8mer-1a	x	8mer-1a	9606		0
229E	miR-106a-3p	9606	2801	2806	2801	2806	186	6mer	x	6mer	9606		0
229E	miR-106a-3p	9606	444	449	444	449	187	6mer	x	6mer	9606		0
229E	miR-106a-3p	9606	457	463	457	463	188	7mer-m8	x	7mer-m8	9606		0
229E	miR-106a-3p	9606	5414	5419	5414	5419	189	6mer	x	6mer	9606		0
229E	miR-106a-3p	9606	8324	8329	8324	8329	190	6mer	x	6mer	9606		0
229E	miR-106b-3p	9606	15359	15364	15359	15364	191	6mer	x	6mer	9606		0
229E	miR-106b-3p	9606	26803	26809	26803	26809	192	7mer-m8	x	7mer-m8	9606		0
229E	miR-106b-3p	9606	8349	8355	8349	8355	193	7mer-m8	x	7mer-m8	9606		0
229E	miR-10a-3p	9606	10807	10812	10807	10812	194	6mer	x	6mer	9606		0
229E	miR-10a-3p	9606	5278	5283	5278	5283	195	6mer	x	6mer	9606		0
229E	miR-1178-3p	9606	17862	17867	17862	17867	196	6mer	x	6mer	9606		0
229E	miR-1178-3p	9606	25629	25635	25629	25635	197	7mer-1a	x	7mer-1a	9606		0
229E	miR-1178-3p	9606	2896	2901	2896	2901	198	6mer	x	6mer	9606		0
229E	miR-1178-3p	9606	3571	3577	3571	3577	199	7mer-1a	x	7mer-1a	9606		0
229E	miR-1178-3p	9606	4615	4621	4615	4621	200	7mer-1a	x	7mer-1a	9606		0
229E	miR-1178-5p	9606	11060	11065	11060	11065	201	6mer	x	6mer	9606		0
229E	miR-1178-5p	9606	12403	12410	12403	12410	202	8mer-1a	x	8mer-1a	9606		0
229E	miR-1178-5p	9606	24951	24956	24951	24956	203	6mer	x	6mer	9606		0
229E	miR-1178-5p	9606	2807	2813	2807	2813	204	7mer-1a	x	7mer-1a	9606		0
229E	miR-1178-5p	9606	6500	6505	6500	6505	205	6mer	x	6mer	9606		0
229E	miR-1179	9606	11249	11254	11249	11254	206	6mer	x	6mer	9606		0
229E	miR-1179	9606	11843	11848	11843	11848	207	6mer	x	6mer	9606		0
229E	miR-1179	9606	12757	12762	12757	12762	208	6mer	x	6mer	9606		0
229E	miR-1179	9606	13032	13037	13032	13037	209	6mer	x	6mer	9606		0
229E	miR-1179	9606	19012	19017	19012	19017	210	6mer	x	6mer	9606		0
229E	miR-1179	9606	19085	19091	19085	19091	211	7mer-m8	x	7mer-m8	9606		0
229E	miR-1179	9606	23384	23389	23384	23389	212	6mer	x	6mer	9606		0
229E	miR-1179	9606	4196	4201	4196	4201	213	6mer	x	6mer	9606		0
229E	miR-1179	9606	5401	5407	5401	5407	214	7mer-m8	x	7mer-m8	9606		0
229E	miR-1179	9606	7190	7196	7190	7196	215	7mer-1a	x	7mer-1a	9606		0
229E	miR-1179	9606	7337	7343	7337	7343	216	7mer-1a	x	7mer-1a	9606		0
229E	miR-1179	9606	8114	8119	8114	8119	217	6mer	x	6mer	9606		0
229E	miR-1180-5p	9606	15139	15145	15139	15145	218	7mer-1a	x	7mer-1a	9606		0
229E	miR-1180-5p	9606	18293	18300	18293	18300	219	8mer-1a	x	8mer-1a	9606		0
229E	miR-1180-5p	9606	480	485	480	485	220	6mer	x	6mer	9606		0
229E	miR-1180-5p	9606	5273	5278	5273	5278	221	6mer	x	6mer	9606		0
229E	miR-1181	9606	13055	13061	13055	13061	222	7mer-1a	x	7mer-1a	9606		0
229E	miR-1182	9606	11060	11065	11060	11065	223	6mer	x	6mer	9606		0
229E	miR-1182	9606	12404	12410	12404	12410	224	7mer-1a	x	7mer-1a	9606		0
229E	miR-1182	9606	24950	24956	24950	24956	225	7mer-m8	x	7mer-m8	9606		0
229E	miR-1182	9606	2806	2813	2806	2813	226	8mer-1a	x	8mer-1a	9606		0
229E	miR-1182	9606	6499	6505	6499	6505	227	7mer-m8	x	7mer-m8	9606		0
229E	miR-1183	9606	10926	10931	10926	10931	228	6mer	x	6mer	9606		0
229E	miR-1183	9606	11947	11952	11947	11952	229	6mer	x	6mer	9606		0
229E	miR-1183	9606	13595	13600	13595	13600	230	6mer	x	6mer	9606		0
229E	miR-1183	9606	14145	14150	14145	14150	231	6mer	x	6mer	9606		0
229E	miR-1183	9606	15263	15270	15263	15270	232	8mer-1a	x	8mer-1a	9606		0
229E	miR-1183	9606	17063	17068	17063	17068	233	6mer	x	6mer	9606		0
229E	miR-1183	9606	21049	21054	21049	21054	234	6mer	x	6mer	9606		0
229E	miR-1183	9606	2192	2198	2192	2198	235	7mer-1a	x	7mer-1a	9606		0
229E	miR-1183	9606	24084	24090	24084	24090	236	7mer-1a	x	7mer-1a	9606		0
229E	miR-1183	9606	25690	25696	25690	25696	237	7mer-m8	x	7mer-m8	9606		0
229E	miR-1183	9606	4060	4065	4060	4065	238	6mer	x	6mer	9606		0
229E	miR-1183	9606	5420	5427	5420	5427	239	8mer-1a	x	8mer-1a	9606		0
229E	miR-1183	9606	6004	6009	6004	6009	240	6mer	x	6mer	9606		0
229E	miR-1183	9606	8255	8260	8255	8260	241	6mer	x	6mer	9606		0
229E	miR-1184	9606	11378	11384	11378	11384	242	7mer-m8	x	7mer-m8	9606		0
229E	miR-1184	9606	11550	11555	11550	11555	243	6mer	x	6mer	9606		0
229E	miR-1184	9606	12161	12167	12161	12167	244	7mer-m8	x	7mer-m8	9606		0
229E	miR-1184	9606	2049	2054	2049	2054	245	6mer	x	6mer	9606		0
229E	miR-1184	9606	21237	21243	21237	21243	246	7mer-1a	x	7mer-1a	9606		0
229E	miR-1184	9606	22503	22509	22503	22509	247	7mer-1a	x	7mer-1a	9606		0
229E	miR-1184	9606	2381	2388	2381	2388	248	8mer-1a	x	8mer-1a	9606		0
229E	miR-1184	9606	25611	25616	25611	25616	249	6mer	x	6mer	9606		0
229E	miR-1184	9606	6138	6143	6138	6143	250	6mer	x	6mer	9606		0
229E	miR-1184	9606	8942	8948	8942	8948	251	7mer-m8	x	7mer-m8	9606		0
229E	miR-1185-5p	9606	1078	1083	1078	1083	252	6mer	x	6mer	9606		0
229E	miR-1185-5p	9606	16481	16487	16481	16487	253	7mer-1a	x	7mer-1a	9606		0
229E	miR-1185-5p	9606	19651	19658	19651	19658	254	8mer-1a	x	8mer-1a	9606		0
229E	miR-1185-5p	9606	26737	26742	26737	26742	255	6mer	x	6mer	9606		0
229E	miR-1193	9606	13091	13096	13091	13096	256	6mer	x	6mer	9606		0
229E	miR-1193	9606	25415	25421	25415	25421	257	7mer-m8	x	7mer-m8	9606		0
229E	miR-1193	9606	2646	2651	2646	2651	258	6mer	x	6mer	9606		0
229E	miR-1193	9606	8631	8637	8631	8637	259	7mer-m8	x	7mer-m8	9606		0
229E	miR-1197	9606	13149	13155	13149	13155	260	7mer-m8	x	7mer-m8	9606		0
229E	miR-1197	9606	16609	16614	16609	16614	261	6mer	x	6mer	9606		0
229E	miR-1197	9606	166	173	166	173	262	8mer-1a	x	8mer-1a	9606		0
229E	miR-1197	9606	20384	20390	20384	20390	263	7mer-1a	x	7mer-1a	9606		0
229E	miR-1197	9606	21369	21374	21369	21374	264	6mer	x	6mer	9606		0
229E	miR-1197	9606	8003	8009	8003	8009	265	7mer-1a	x	7mer-1a	9606		0
229E	miR-1199-3p	9606	391	396	391	396	266	6mer	x	6mer	9606		0
229E	miR-1199-5p/6751-3p	9606	5816	5821	5816	5821	267	6mer	x	6mer	9606		0
229E	miR-1199-5p/6751-3p	9606	6596	6602	6596	6602	268	7mer-1a	x	7mer-1a	9606		0
229E	miR-1200	9606	26219	26224	26219	26224	269	6mer	x	6mer	9606		0
229E	miR-1200	9606	26278	26285	26278	26285	270	8mer-1a	x	8mer-1a	9606		0
229E	miR-1202/3972	9606	11904	11909	11904	11909	271	6mer	x	6mer	9606		0
229E	miR-1202/3972	9606	12092	12099	12092	12099	272	8mer-1a	x	8mer-1a	9606		0
229E	miR-1202/3972	9606	17453	17458	17453	17458	273	6mer	x	6mer	9606		0
229E	miR-1202/3972	9606	7957	7962	7957	7962	274	6mer	x	6mer	9606		0
229E	miR-1202/3972	9606	8045	8051	8045	8051	275	7mer-m8	x	7mer-m8	9606		0
229E	miR-1204	9606	26423	26428	26423	26428	276	6mer	x	6mer	9606		0
229E	miR-1205	9606	11379	11384	11379	11384	277	6mer	x	6mer	9606		0
229E	miR-1205	9606	11550	11555	11550	11555	278	6mer	x	6mer	9606		0
229E	miR-1205	9606	12162	12167	12162	12167	279	6mer	x	6mer	9606		0
229E	miR-1205	9606	2049	2054	2049	2054	280	6mer	x	6mer	9606		0
229E	miR-1205	9606	21237	21243	21237	21243	281	7mer-1a	x	7mer-1a	9606		0
229E	miR-1205	9606	22503	22509	22503	22509	282	7mer-1a	x	7mer-1a	9606		0
229E	miR-1205	9606	2382	2388	2382	2388	283	7mer-1a	x	7mer-1a	9606		0
229E	miR-1205	9606	25611	25616	25611	25616	284	6mer	x	6mer	9606		0
229E	miR-1205	9606	6138	6143	6138	6143	285	6mer	x	6mer	9606		0
229E	miR-1205	9606	8943	8948	8943	8948	286	6mer	x	6mer	9606		0
229E	miR-1206	9606	10987	10994	10987	10994	287	8mer-1a	x	8mer-1a	9606		0
229E	miR-1206	9606	15206	15212	15206	15212	288	7mer-1a	x	7mer-1a	9606		0
229E	miR-1206	9606	17219	17225	17219	17225	289	7mer-1a	x	7mer-1a	9606		0
229E	miR-1206	9606	20204	20209	20204	20209	290	6mer	x	6mer	9606		0
229E	miR-1206	9606	4388	4394	4388	4394	291	7mer-m8	x	7mer-m8	9606		0
229E	miR-1206	9606	4431	4437	4431	4437	292	7mer-1a	x	7mer-1a	9606		0
229E	miR-1206	9606	6684	6689	6684	6689	293	6mer	x	6mer	9606		0
