a_Gene_ID	miRNA_family_ID	species_ID	MSA_start	MSA_end	UTR_start	UTR_end	Group_num	Site_type	miRNA in this species	Group_type	Species_in_this_group	Species_in_this_group_with_this_site_type	ORF_overlap
SARS-2	miR-100-3p	9606	1139	1146	1139	1146	105	8mer-1a	x	8mer-1a	9606		0
SARS-2	miR-100-3p	9606	15379	15384	15379	15384	106	6mer	x	6mer	9606		0
SARS-2	miR-100-3p	9606	17157	17162	17157	17162	107	6mer	x	6mer	9606		0
SARS-2	miR-100-3p	9606	19558	19563	19558	19563	108	6mer	x	6mer	9606		0
SARS-2	miR-100-3p	9606	22864	22869	22864	22869	109	6mer	x	6mer	9606		0
SARS-2	miR-100-3p	9606	2303	2309	2303	2309	110	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-100-3p	9606	26708	26713	26708	26713	111	6mer	x	6mer	9606		0
SARS-2	miR-100-3p	9606	28959	28965	28959	28965	112	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-100-3p	9606	3963	3969	3963	3969	113	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-100-3p	9606	708	713	708	713	114	6mer	x	6mer	9606		0
SARS-2	miR-100-3p	9606	8811	8817	8811	8817	115	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-100-3p	9606	8998	9003	8998	9003	116	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.1	9606	10163	10168	10163	10168	117	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.1	9606	145	150	145	150	118	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.1	9606	15195	15201	15195	15201	119	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-101-3p.1	9606	16692	16698	16692	16698	120	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-101-3p.1	9606	17309	17316	17309	17316	121	8mer-1a	x	8mer-1a	9606		0
SARS-2	miR-101-3p.1	9606	19866	19871	19866	19871	122	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.1	9606	24136	24141	24136	24141	123	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.1	9606	2659	2665	2659	2665	124	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-101-3p.1	9606	3766	3771	3766	3771	125	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.1	9606	5414	5420	5414	5420	126	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-101-3p.1	9606	6868	6873	6868	6873	127	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.1	9606	7049	7055	7049	7055	128	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-101-3p.1	9606	7106	7112	7106	7112	129	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-101-3p.1	9606	7971	7976	7971	7976	130	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.1	9606	9211	9218	9211	9218	131	8mer-1a	x	8mer-1a	9606		0
SARS-2	miR-101-3p.2	9606	11201	11206	11201	11206	132	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.2	9606	11834	11839	11834	11839	133	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.2	9606	13058	13063	13058	13063	134	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.2	9606	15195	15201	15195	15201	135	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-101-3p.2	9606	16692	16698	16692	16698	136	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-101-3p.2	9606	17310	17317	17310	17317	137	8mer-1a	x	8mer-1a	9606		0
SARS-2	miR-101-3p.2	9606	21007	21012	21007	21012	138	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.2	9606	22481	22486	22481	22486	139	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.2	9606	25426	25432	25426	25432	140	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-101-3p.2	9606	27927	27932	27927	27932	141	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.2	9606	4277	4282	4277	4282	142	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.2	9606	4553	4558	4553	4558	143	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.2	9606	5414	5421	5414	5421	144	8mer-1a	x	8mer-1a	9606		0
SARS-2	miR-101-3p.2	9606	7049	7055	7049	7055	145	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-101-3p.2	9606	7106	7112	7106	7112	146	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-101-3p.2	9606	8343	8348	8343	8348	147	6mer	x	6mer	9606		0
SARS-2	miR-101-3p.2	9606	9212	9218	9212	9218	148	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-101-3p.2	9606	9533	9538	9533	9538	149	6mer	x	6mer	9606		0
SARS-2	miR-101-5p	9606	11576	11581	11576	11581	150	6mer	x	6mer	9606		0
SARS-2	miR-101-5p	9606	136	142	136	142	151	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-101-5p	9606	15055	15060	15055	15060	152	6mer	x	6mer	9606		0
SARS-2	miR-101-5p	9606	23688	23693	23688	23693	153	6mer	x	6mer	9606		0
SARS-2	miR-101-5p	9606	3908	3913	3908	3913	154	6mer	x	6mer	9606		0
SARS-2	miR-101-5p	9606	5780	5785	5780	5785	155	6mer	x	6mer	9606		0
SARS-2	miR-101-5p	9606	8277	8283	8277	8283	156	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-101-5p	9606	8472	8477	8472	8477	157	6mer	x	6mer	9606		0
SARS-2	miR-103-3p/107	9606	12727	12732	12727	12732	158	6mer	x	6mer	9606		0
SARS-2	miR-103-3p/107	9606	13089	13095	13089	13095	159	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-103-3p/107	9606	14561	14567	14561	14567	160	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-103-3p/107	9606	14780	14786	14780	14786	161	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-103-3p/107	9606	19857	19862	19857	19862	162	6mer	x	6mer	9606		0
SARS-2	miR-103-3p/107	9606	22345	22351	22345	22351	163	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-103-3p/107	9606	24094	24099	24094	24099	164	6mer	x	6mer	9606		0
SARS-2	miR-103-3p/107	9606	24235	24241	24235	24241	165	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-103-3p/107	9606	24634	24639	24634	24639	166	6mer	x	6mer	9606		0
SARS-2	miR-103-3p/107	9606	25319	25325	25319	25325	167	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-103-3p/107	9606	25683	25688	25683	25688	168	6mer	x	6mer	9606		0
SARS-2	miR-103-3p/107	9606	26371	26377	26371	26377	169	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-103-3p/107	9606	26723	26728	26723	26728	170	6mer	x	6mer	9606		0
SARS-2	miR-103-3p/107	9606	27101	27107	27101	27107	171	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-103-3p/107	9606	28734	28741	28734	28741	172	8mer-1a	x	8mer-1a	9606		0
SARS-2	miR-103-3p/107	9606	28920	28926	28920	28926	173	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-103-3p/107	9606	28935	28940	28935	28940	174	6mer	x	6mer	9606		0
SARS-2	miR-103-3p/107	9606	28938	28943	28938	28943	175	6mer	x	6mer	9606		0
SARS-2	miR-103-3p/107	9606	29023	29028	29023	29028	176	6mer	x	6mer	9606		0
SARS-2	miR-103-3p/107	9606	29461	29467	29461	29467	177	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-103-3p/107	9606	3163	3168	3163	3168	178	6mer	x	6mer	9606		0
SARS-2	miR-103-3p/107	9606	8458	8463	8458	8463	179	6mer	x	6mer	9606		0
SARS-2	miR-103-3p/107	9606	8614	8619	8614	8619	180	6mer	x	6mer	9606		0
SARS-2	miR-103-3p/107	9606	8827	8833	8827	8833	181	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-103-3p/107	9606	953	958	953	958	182	6mer	x	6mer	9606		0
SARS-2	miR-103a-2-5p	9606	12147	12153	12147	12153	183	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-103a-2-5p	9606	18269	18275	18269	18275	184	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-103a-2-5p	9606	18333	18338	18333	18338	185	6mer	x	6mer	9606		0
SARS-2	miR-103a-2-5p	9606	20127	20132	20127	20132	186	6mer	x	6mer	9606		0
SARS-2	miR-103a-2-5p	9606	28624	28629	28624	28629	187	6mer	x	6mer	9606		0
SARS-2	miR-103a-2-5p	9606	29039	29045	29039	29045	188	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-103a-2-5p	9606	3405	3411	3405	3411	189	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-103a-2-5p	9606	4353	4359	4353	4359	190	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-103a-2-5p	9606	4644	4650	4644	4650	191	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-103a-2-5p	9606	5560	5565	5560	5565	192	6mer	x	6mer	9606		0
SARS-2	miR-103a-2-5p	9606	8113	8118	8113	8118	193	6mer	x	6mer	9606		0
SARS-2	miR-103a-2-5p	9606	9241	9246	9241	9246	194	6mer	x	6mer	9606		0
SARS-2	miR-103a-2-5p	9606	9792	9798	9792	9798	195	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-103a-2-5p	9606	9946	9951	9946	9951	196	6mer	x	6mer	9606		0
SARS-2	miR-103b	9606	1008	1014	1008	1014	197	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-103b	9606	10439	10445	10439	10445	198	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-103b	9606	10753	10760	10753	10760	199	8mer-1a	x	8mer-1a	9606		0
SARS-2	miR-103b	9606	11108	11113	11108	11113	200	6mer	x	6mer	9606		0
SARS-2	miR-103b	9606	11123	11128	11123	11128	201	6mer	x	6mer	9606		0
SARS-2	miR-103b	9606	12287	12293	12287	12293	202	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-103b	9606	12347	12352	12347	12352	203	6mer	x	6mer	9606		0
SARS-2	miR-103b	9606	14575	14580	14575	14580	204	6mer	x	6mer	9606		0
SARS-2	miR-103b	9606	16206	16212	16206	16212	205	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-103b	9606	2012	2018	2012	2018	206	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-103b	9606	20269	20274	20269	20274	207	6mer	x	6mer	9606		0
SARS-2	miR-103b	9606	20305	20311	20305	20311	208	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-103b	9606	20686	20691	20686	20691	209	6mer	x	6mer	9606		0
SARS-2	miR-103b	9606	24257	24262	24257	24262	210	6mer	x	6mer	9606		0
SARS-2	miR-103b	9606	4616	4622	4616	4622	211	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-103b	9606	7400	7405	7400	7405	212	6mer	x	6mer	9606		0
SARS-2	miR-103b	9606	816	821	816	821	213	6mer	x	6mer	9606		0
SARS-2	miR-105-3p	9606	26147	26152	26147	26152	214	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	14456	14461	14456	14461	215	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	15525	15530	15525	15530	216	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	16084	16089	16084	16089	217	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	1868	1874	1868	1874	218	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-105-5p	9606	19780	19787	19780	19787	219	8mer-1a	x	8mer-1a	9606		0
SARS-2	miR-105-5p	9606	21114	21119	21114	21119	220	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	22758	22763	22758	22763	221	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	23785	23790	23785	23790	222	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	2388	2393	2388	2393	223	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	24109	24114	24109	24114	224	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	24252	24257	24252	24257	225	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	24802	24807	24802	24807	226	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	24921	24926	24921	24926	227	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	25207	25212	25207	25212	228	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	27276	27281	27276	27281	229	6mer	x	6mer	9606		0
SARS-2	miR-105-5p	9606	690	696	690	696	230	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-105-5p	9606	9700	9705	9700	9705	231	6mer	x	6mer	9606		0
SARS-2	miR-106a-3p	9606	1015	1020	1015	1020	232	6mer	x	6mer	9606		0
SARS-2	miR-106a-3p	9606	16561	16567	16561	16567	233	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-106a-3p	9606	19196	19202	19196	19202	234	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-106a-3p	9606	22056	22061	22056	22061	235	6mer	x	6mer	9606		0
SARS-2	miR-106a-3p	9606	29183	29188	29183	29188	236	6mer	x	6mer	9606		0
SARS-2	miR-106a-3p	9606	29491	29497	29491	29497	237	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-106a-3p	9606	5802	5807	5802	5807	238	6mer	x	6mer	9606		0
SARS-2	miR-106a-3p	9606	7097	7103	7097	7103	239	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-106b-3p	9606	18522	18527	18522	18527	240	6mer	x	6mer	9606		0
SARS-2	miR-106b-3p	9606	22046	22052	22046	22052	241	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-106b-3p	9606	22198	22203	22198	22203	242	6mer	x	6mer	9606		0
SARS-2	miR-106b-3p	9606	28190	28195	28190	28195	243	6mer	x	6mer	9606		0
SARS-2	miR-106b-3p	9606	8012	8017	8012	8017	244	6mer	x	6mer	9606		0
SARS-2	miR-106b-3p	9606	8348	8353	8348	8353	245	6mer	x	6mer	9606		0
SARS-2	miR-10a-3p	9606	1288	1293	1288	1293	246	6mer	x	6mer	9606		0
SARS-2	miR-10a-3p	9606	28549	28555	28549	28555	247	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-1178-3p	9606	12157	12162	12157	12162	248	6mer	x	6mer	9606		0
SARS-2	miR-1178-3p	9606	1405	1410	1405	1410	249	6mer	x	6mer	9606		0
SARS-2	miR-1178-3p	9606	25180	25185	25180	25185	250	6mer	x	6mer	9606		0
SARS-2	miR-1178-3p	9606	29505	29510	29505	29510	251	6mer	x	6mer	9606		0
SARS-2	miR-1178-3p	9606	967	972	967	972	252	6mer	x	6mer	9606		0
SARS-2	miR-1178-5p	9606	13339	13345	13339	13345	253	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-1178-5p	9606	14568	14574	14568	14574	254	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-1178-5p	9606	17437	17442	17437	17442	255	6mer	x	6mer	9606		0
SARS-2	miR-1178-5p	9606	21055	21061	21055	21061	256	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-1178-5p	9606	22441	22447	22441	22447	257	7mer-m8	x	7mer-m8	9606		0
SARS-2	miR-1178-5p	9606	28329	28334	28329	28334	258	6mer	x	6mer	9606		0
SARS-2	miR-1178-5p	9606	3733	3740	3733	3740	259	8mer-1a	x	8mer-1a	9606		0
SARS-2	miR-1178-5p	9606	5941	5948	5941	5948	260	8mer-1a	x	8mer-1a	9606		0
SARS-2	miR-1179	9606	10950	10955	10950	10955	261	6mer	x	6mer	9606		0
SARS-2	miR-1179	9606	11438	11443	11438	11443	262	6mer	x	6mer	9606		0
SARS-2	miR-1179	9606	11602	11608	11602	11608	263	7mer-1a	x	7mer-1a	9606		0
SARS-2	miR-1179	9606	12064	12069	12064	12069	264	6mer	x	6mer	9606		0
SARS-2	miR-1179	9606	12358	12363	12358	12363	265	6mer	x	6mer	9606		0
SARS-2	miR-1179	9606	1352	1357	1352	1357	266	6mer	x	6mer	9606		0
SARS-2	miR-1179	9606	14032	14037	14032	14037	267	6mer	x	6mer	9606		0
SARS-2	miR-1179	9606	14779	14784	14779	14784	268	6mer	x	6mer	9606		0
SARS-2	miR-1179	9606	14905	14911	14905	14911	269	7mer-1a	x	7mer-1a	9606		0
