a_Gene_ID	miRNA_family_ID	species_ID	MSA_start	MSA_end	UTR_start	UTR_end	Group_num	Site_type	miRNA in this species	Group_type	Species_in_this_group	Species_in_this_group_with_this_site_type	ORF_overlap
OC43	miR-100-3p	9606	2842	2848	2842	2848	123	7mer-1a	x	7mer-1a	9606		0
OC43	miR-100-3p	9606	2974	2980	2974	2980	124	7mer-1a	x	7mer-1a	9606		0
OC43	miR-100-3p	9606	3854	3859	3854	3859	125	6mer	x	6mer	9606		0
OC43	miR-100-3p	9606	4074	4080	4074	4080	126	7mer-m8	x	7mer-m8	9606		0
OC43	miR-100-3p	9606	6738	6744	6738	6744	127	7mer-m8	x	7mer-m8	9606		0
OC43	miR-100-3p	9606	7356	7361	7356	7361	128	6mer	x	6mer	9606		0
OC43	miR-100-3p	9606	9651	9657	9651	9657	129	7mer-m8	x	7mer-m8	9606		0
OC43	miR-101-3p.1	9606	10056	10061	10056	10061	130	6mer	x	6mer	9606		0
OC43	miR-101-3p.1	9606	10145	10151	10145	10151	131	7mer-1a	x	7mer-1a	9606		0
OC43	miR-101-3p.1	9606	10283	10288	10283	10288	132	6mer	x	6mer	9606		0
OC43	miR-101-3p.1	9606	11972	11977	11972	11977	133	6mer	x	6mer	9606		0
OC43	miR-101-3p.1	9606	12563	12568	12563	12568	134	6mer	x	6mer	9606		0
OC43	miR-101-3p.1	9606	12791	12796	12791	12796	135	6mer	x	6mer	9606		0
OC43	miR-101-3p.1	9606	13070	13075	13070	13075	136	6mer	x	6mer	9606		0
OC43	miR-101-3p.1	9606	13307	13312	13307	13312	137	6mer	x	6mer	9606		0
OC43	miR-101-3p.1	9606	1925	1930	1925	1930	138	6mer	x	6mer	9606		0
OC43	miR-101-3p.1	9606	23283	23289	23283	23289	139	7mer-m8	x	7mer-m8	9606		0
OC43	miR-101-3p.1	9606	23759	23764	23759	23764	140	6mer	x	6mer	9606		0
OC43	miR-101-3p.1	9606	25878	25883	25878	25883	141	6mer	x	6mer	9606		0
OC43	miR-101-3p.1	9606	25958	25963	25958	25963	142	6mer	x	6mer	9606		0
OC43	miR-101-3p.1	9606	28034	28040	28034	28040	143	7mer-1a	x	7mer-1a	9606		0
OC43	miR-101-3p.1	9606	28264	28270	28264	28270	144	7mer-m8	x	7mer-m8	9606		0
OC43	miR-101-3p.1	9606	2903	2908	2903	2908	145	6mer	x	6mer	9606		0
OC43	miR-101-3p.1	9606	4865	4870	4865	4870	146	6mer	x	6mer	9606		0
OC43	miR-101-3p.1	9606	7568	7573	7568	7573	147	6mer	x	6mer	9606		0
OC43	miR-101-3p.2	9606	10145	10151	10145	10151	148	7mer-m8	x	7mer-m8	9606		0
OC43	miR-101-3p.2	9606	1593	1598	1593	1598	149	6mer	x	6mer	9606		0
OC43	miR-101-3p.2	9606	19047	19053	19047	19053	150	7mer-1a	x	7mer-1a	9606		0
OC43	miR-101-3p.2	9606	28034	28040	28034	28040	151	7mer-m8	x	7mer-m8	9606		0
OC43	miR-101-5p	9606	11064	11069	11064	11069	152	6mer	x	6mer	9606		0
OC43	miR-101-5p	9606	18125	18131	18125	18131	153	7mer-1a	x	7mer-1a	9606		0
OC43	miR-101-5p	9606	20942	20947	20942	20947	154	6mer	x	6mer	9606		0
OC43	miR-101-5p	9606	24015	24021	24015	24021	155	7mer-1a	x	7mer-1a	9606		0
OC43	miR-101-5p	9606	24822	24828	24822	24828	156	7mer-1a	x	7mer-1a	9606		0
OC43	miR-101-5p	9606	26773	26778	26773	26778	157	6mer	x	6mer	9606		0
OC43	miR-101-5p	9606	27240	27245	27240	27245	158	6mer	x	6mer	9606		0
OC43	miR-101-5p	9606	4502	4508	4502	4508	159	7mer-m8	x	7mer-m8	9606		0
OC43	miR-101-5p	9606	7895	7902	7895	7902	160	8mer-1a	x	8mer-1a	9606		0
OC43	miR-101-5p	9606	8182	8187	8182	8187	161	6mer	x	6mer	9606		0
OC43	miR-103-3p/107	9606	10573	10579	10573	10579	162	7mer-m8	x	7mer-m8	9606		0
OC43	miR-103-3p/107	9606	1145	1150	1145	1150	163	6mer	x	6mer	9606		0
OC43	miR-103-3p/107	9606	13733	13739	13733	13739	164	7mer-m8	x	7mer-m8	9606		0
OC43	miR-103-3p/107	9606	14424	14430	14424	14430	165	7mer-m8	x	7mer-m8	9606		0
OC43	miR-103-3p/107	9606	14643	14649	14643	14649	166	7mer-m8	x	7mer-m8	9606		0
OC43	miR-103-3p/107	9606	16175	16181	16175	16181	167	7mer-1a	x	7mer-1a	9606		0
OC43	miR-103-3p/107	9606	16498	16504	16498	16504	168	7mer-1a	x	7mer-1a	9606		0
OC43	miR-103-3p/107	9606	23472	23477	23472	23477	169	6mer	x	6mer	9606		0
OC43	miR-103-3p/107	9606	24787	24793	24787	24793	170	7mer-m8	x	7mer-m8	9606		0
OC43	miR-103-3p/107	9606	24956	24961	24956	24961	171	6mer	x	6mer	9606		0
OC43	miR-103-3p/107	9606	26090	26096	26090	26096	172	7mer-1a	x	7mer-1a	9606		0
OC43	miR-103-3p/107	9606	29434	29439	29434	29439	173	6mer	x	6mer	9606		0
OC43	miR-103-3p/107	9606	30509	30514	30509	30514	174	6mer	x	6mer	9606		0
OC43	miR-103-3p/107	9606	7834	7840	7834	7840	175	7mer-m8	x	7mer-m8	9606		0
OC43	miR-103-3p/107	9606	9824	9830	9824	9830	176	7mer-1a	x	7mer-1a	9606		0
OC43	miR-103a-2-5p	9606	12202	12208	12202	12208	177	7mer-m8	x	7mer-m8	9606		0
OC43	miR-103a-2-5p	9606	15474	15479	15474	15479	178	6mer	x	6mer	9606		0
OC43	miR-103a-2-5p	9606	18135	18141	18135	18141	179	7mer-m8	x	7mer-m8	9606		0
OC43	miR-103a-2-5p	9606	24653	24658	24653	24658	180	6mer	x	6mer	9606		0
OC43	miR-103b	9606	11130	11136	11130	11136	181	7mer-m8	x	7mer-m8	9606		0
OC43	miR-103b	9606	13572	13578	13572	13578	182	7mer-1a	x	7mer-1a	9606		0
OC43	miR-103b	9606	13698	13703	13698	13703	183	6mer	x	6mer	9606		0
OC43	miR-103b	9606	15176	15181	15176	15181	184	6mer	x	6mer	9606		0
OC43	miR-103b	9606	1545	1551	1545	1551	185	7mer-m8	x	7mer-m8	9606		0
OC43	miR-103b	9606	17121	17127	17121	17127	186	7mer-1a	x	7mer-1a	9606		0
OC43	miR-103b	9606	22115	22121	22115	22121	187	7mer-1a	x	7mer-1a	9606		0
OC43	miR-103b	9606	26967	26972	26967	26972	188	6mer	x	6mer	9606		0
OC43	miR-103b	9606	27570	27575	27570	27575	189	6mer	x	6mer	9606		0
OC43	miR-103b	9606	3702	3707	3702	3707	190	6mer	x	6mer	9606		0
OC43	miR-103b	9606	556	561	556	561	191	6mer	x	6mer	9606		0
OC43	miR-105-5p	9606	10252	10257	10252	10257	192	6mer	x	6mer	9606		0
OC43	miR-105-5p	9606	10935	10941	10935	10941	193	7mer-m8	x	7mer-m8	9606		0
OC43	miR-105-5p	9606	11772	11777	11772	11777	194	6mer	x	6mer	9606		0
OC43	miR-105-5p	9606	13415	13422	13415	13422	195	8mer-1a	x	8mer-1a	9606		0
OC43	miR-105-5p	9606	13623	13629	13623	13629	196	7mer-1a	x	7mer-1a	9606		0
OC43	miR-105-5p	9606	14862	14868	14862	14868	197	7mer-1a	x	7mer-1a	9606		0
OC43	miR-105-5p	9606	1739	1744	1739	1744	198	6mer	x	6mer	9606		0
OC43	miR-105-5p	9606	19201	19208	19201	19208	199	8mer-1a	x	8mer-1a	9606		0
OC43	miR-105-5p	9606	19428	19434	19428	19434	200	7mer-1a	x	7mer-1a	9606		0
OC43	miR-105-5p	9606	19723	19728	19723	19728	201	6mer	x	6mer	9606		0
OC43	miR-105-5p	9606	20302	20308	20302	20308	202	7mer-m8	x	7mer-m8	9606		0
OC43	miR-105-5p	9606	20901	20906	20901	20906	203	6mer	x	6mer	9606		0
OC43	miR-105-5p	9606	21052	21057	21052	21057	204	6mer	x	6mer	9606		0
OC43	miR-105-5p	9606	2217	2223	2217	2223	205	7mer-m8	x	7mer-m8	9606		0
OC43	miR-105-5p	9606	23502	23507	23502	23507	206	6mer	x	6mer	9606		0
OC43	miR-105-5p	9606	24206	24212	24206	24212	207	7mer-m8	x	7mer-m8	9606		0
OC43	miR-105-5p	9606	26094	26100	26094	26100	208	7mer-m8	x	7mer-m8	9606		0
OC43	miR-105-5p	9606	26453	26458	26453	26458	209	6mer	x	6mer	9606		0
OC43	miR-105-5p	9606	27757	27763	27757	27763	210	7mer-m8	x	7mer-m8	9606		0
OC43	miR-105-5p	9606	27797	27802	27797	27802	211	6mer	x	6mer	9606		0
OC43	miR-105-5p	9606	28176	28181	28176	28181	212	6mer	x	6mer	9606		0
OC43	miR-105-5p	9606	4614	4620	4614	4620	213	7mer-m8	x	7mer-m8	9606		0
OC43	miR-105-5p	9606	7104	7110	7104	7110	214	7mer-m8	x	7mer-m8	9606		0
OC43	miR-105-5p	9606	8683	8688	8683	8688	215	6mer	x	6mer	9606		0
OC43	miR-105-5p	9606	9682	9688	9682	9688	216	7mer-1a	x	7mer-1a	9606		0
OC43	miR-106a-3p	9606	1033	1040	1033	1040	217	8mer-1a	x	8mer-1a	9606		0
OC43	miR-106a-3p	9606	1136	1141	1136	1141	218	6mer	x	6mer	9606		0
OC43	miR-106a-3p	9606	12534	12540	12534	12540	219	7mer-1a	x	7mer-1a	9606		0
OC43	miR-106a-3p	9606	12899	12905	12899	12905	220	7mer-1a	x	7mer-1a	9606		0
OC43	miR-106a-3p	9606	13728	13733	13728	13733	221	6mer	x	6mer	9606		0
OC43	miR-106a-3p	9606	13985	13990	13985	13990	222	6mer	x	6mer	9606		0
OC43	miR-106a-3p	9606	1523	1528	1523	1528	223	6mer	x	6mer	9606		0
OC43	miR-106a-3p	9606	17082	17087	17082	17087	224	6mer	x	6mer	9606		0
OC43	miR-106a-3p	9606	21817	21822	21817	21822	225	6mer	x	6mer	9606		0
OC43	miR-106a-3p	9606	21890	21896	21890	21896	226	7mer-m8	x	7mer-m8	9606		0
OC43	miR-106a-3p	9606	24643	24649	24643	24649	227	7mer-1a	x	7mer-1a	9606		0
OC43	miR-106a-3p	9606	26780	26786	26780	26786	228	7mer-1a	x	7mer-1a	9606		0
OC43	miR-106a-3p	9606	27719	27725	27719	27725	229	7mer-m8	x	7mer-m8	9606		0
OC43	miR-106a-3p	9606	28493	28499	28493	28499	230	7mer-1a	x	7mer-1a	9606		0
OC43	miR-106a-3p	9606	29340	29345	29340	29345	231	6mer	x	6mer	9606		0
OC43	miR-106a-3p	9606	4149	4154	4149	4154	232	6mer	x	6mer	9606		0
OC43	miR-106a-3p	9606	5448	5453	5448	5453	233	6mer	x	6mer	9606		0
OC43	miR-106a-3p	9606	6717	6722	6717	6722	234	6mer	x	6mer	9606		0
OC43	miR-106a-3p	9606	6918	6923	6918	6923	235	6mer	x	6mer	9606		0
OC43	miR-106a-3p	9606	7017	7022	7017	7022	236	6mer	x	6mer	9606		0
OC43	miR-106a-3p	9606	7525	7530	7525	7530	237	6mer	x	6mer	9606		0
OC43	miR-106a-3p	9606	9115	9120	9115	9120	238	6mer	x	6mer	9606		0
OC43	miR-10a-3p	9606	14074	14079	14074	14079	239	6mer	x	6mer	9606		0
OC43	miR-10a-3p	9606	16582	16587	16582	16587	240	6mer	x	6mer	9606		0
OC43	miR-1178-3p	9606	17331	17337	17331	17337	241	7mer-1a	x	7mer-1a	9606		0
OC43	miR-1178-3p	9606	19198	19203	19198	19203	242	6mer	x	6mer	9606		0
OC43	miR-1178-3p	9606	23899	23904	23899	23904	243	6mer	x	6mer	9606		0
OC43	miR-1178-3p	9606	24733	24738	24733	24738	244	6mer	x	6mer	9606		0
OC43	miR-1178-3p	9606	25288	25294	25288	25294	245	7mer-m8	x	7mer-m8	9606		0
OC43	miR-1178-3p	9606	6484	6489	6484	6489	246	6mer	x	6mer	9606		0
OC43	miR-1178-5p	9606	10219	10225	10219	10225	247	7mer-m8	x	7mer-m8	9606		0
OC43	miR-1178-5p	9606	20992	20999	20992	20999	248	8mer-1a	x	8mer-1a	9606		0
OC43	miR-1179	9606	11609	11616	11609	11616	249	8mer-1a	x	8mer-1a	9606		0
OC43	miR-1179	9606	1320	1325	1320	1325	250	6mer	x	6mer	9606		0
OC43	miR-1179	9606	13430	13436	13430	13436	251	7mer-1a	x	7mer-1a	9606		0
OC43	miR-1179	9606	13569	13575	13569	13575	252	7mer-1a	x	7mer-1a	9606		0
OC43	miR-1179	9606	14090	14095	14090	14095	253	6mer	x	6mer	9606		0
OC43	miR-1179	9606	14642	14647	14642	14647	254	6mer	x	6mer	9606		0
OC43	miR-1179	9606	15754	15759	15754	15759	255	6mer	x	6mer	9606		0
OC43	miR-1179	9606	17258	17263	17258	17263	256	6mer	x	6mer	9606		0
OC43	miR-1179	9606	21188	21193	21188	21193	257	6mer	x	6mer	9606		0
OC43	miR-1179	9606	24263	24269	24263	24269	258	7mer-m8	x	7mer-m8	9606		0
OC43	miR-1179	9606	24498	24503	24498	24503	259	6mer	x	6mer	9606		0
OC43	miR-1179	9606	25818	25823	25818	25823	260	6mer	x	6mer	9606		0
OC43	miR-1179	9606	26757	26762	26757	26762	261	6mer	x	6mer	9606		0
OC43	miR-1179	9606	26907	26912	26907	26912	262	6mer	x	6mer	9606		0
OC43	miR-1179	9606	27056	27062	27056	27062	263	7mer-m8	x	7mer-m8	9606		0
OC43	miR-1179	9606	27305	27310	27305	27310	264	6mer	x	6mer	9606		0
OC43	miR-1179	9606	5243	5248	5243	5248	265	6mer	x	6mer	9606		0
OC43	miR-1179	9606	6012	6018	6012	6018	266	7mer-1a	x	7mer-1a	9606		0
OC43	miR-1179	9606	6477	6482	6477	6482	267	6mer	x	6mer	9606		0
OC43	miR-1179	9606	7722	7728	7722	7728	268	7mer-1a	x	7mer-1a	9606		0
OC43	miR-1179	9606	7832	7838	7832	7838	269	7mer-m8	x	7mer-m8	9606		0
OC43	miR-1179	9606	7995	8000	7995	8000	270	6mer	x	6mer	9606		0
OC43	miR-1179	9606	8985	8990	8985	8990	271	6mer	x	6mer	9606		0
OC43	miR-1179	9606	9036	9042	9036	9042	272	7mer-1a	x	7mer-1a	9606		0
OC43	miR-1180-3p	9606	752	758	752	758	273	7mer-1a	x	7mer-1a	9606		0
OC43	miR-1180-5p	9606	19415	19420	19415	19420	274	6mer	x	6mer	9606		0
